"cell_type_formatted","marker","neg_log10_p"
"platelet/megakaryocyte","PDCL",0.809582539045713
"platelet/megakaryocyte","MIF4GD",0.80874572770282
"platelet/megakaryocyte","SHOC2",0.803911665228003
"platelet/megakaryocyte","BID",0.801577454158509
"platelet/megakaryocyte","ADIRF",0.778730653200815
"platelet/megakaryocyte","ARRDC3",0.775430806809703
"platelet/megakaryocyte","PCGF5",0.773765699475754
"platelet/megakaryocyte","RAP1GDS1",0.773099394419984
"platelet/megakaryocyte","IRF9",0.763721784462016
"platelet/megakaryocyte","SLC50A1",0.762792234214552
"platelet/megakaryocyte","SVIP",0.759301206234618
"platelet/megakaryocyte","VPS41",0.754082761091757
"platelet/megakaryocyte","ADNP",0.753333213460178
"platelet/megakaryocyte","C18orf8",0.749436839797793
"platelet/megakaryocyte","EHD1",0.74119718662596
"platelet/megakaryocyte","SLC30A5",0.733820850874767
"platelet/megakaryocyte","GATA2",0.732674761847526
"platelet/megakaryocyte","GNA15",0.731545828536447
"platelet/megakaryocyte","TMEM60",0.730894962789189
"platelet/megakaryocyte","BNIP3L",0.728104233941541
"platelet/megakaryocyte","LRCH4",0.71971781688202
"platelet/megakaryocyte","RBM17",0.70939478364929
"platelet/megakaryocyte","SLC6A6",0.692949281966872
"platelet/megakaryocyte","EIF1B",0.67625106666562
"platelet/megakaryocyte","STRAP",0.673528376663734
"platelet/megakaryocyte","UBE2A",0.669427383371613
"platelet/megakaryocyte","UBE2G1",0.667551158036929
"platelet/megakaryocyte","ACD",0.666938578784311
"platelet/megakaryocyte","RAB1A",0.6528876081503
"platelet/megakaryocyte","CLINT1",0.647378264732184
"platelet/megakaryocyte","AQP3",0.646577313397453
"platelet/megakaryocyte","BLVRB",0.645258609618265
"platelet/megakaryocyte","HNRNPUL2",0.641167522071182
"platelet/megakaryocyte","DLST",0.639311337022248
"platelet/megakaryocyte","GATAD2A",0.638333702385987
"platelet/megakaryocyte","MMP24-AS1",0.627925475951919
"platelet/megakaryocyte","C2orf68",0.621866191179861
"platelet/megakaryocyte","GCHFR",0.620144185761133
"platelet/megakaryocyte","MECP2",0.61562361922485
"platelet/megakaryocyte","PSMD11",0.584138693245008
"platelet/megakaryocyte","NRBP1",0.561219487301191
"platelet/megakaryocyte","PPP2R5A",0.550649008193083
"platelet/megakaryocyte","NFATC1",0.550180188984814
"platelet/megakaryocyte","BIRC2",0.542295368690288
"platelet/megakaryocyte","CTCF",0.538809427846434
"platelet/megakaryocyte","DNMT1",0.53781562381755
"platelet/megakaryocyte","HBP1",0.530617405414579
"platelet/megakaryocyte","RDX",0.529416747347218
"platelet/megakaryocyte","YWHAG",0.529058542758697
"platelet/megakaryocyte","GTF2H5",0.524429234925237
"platelet/megakaryocyte","LSM14A",0.517510184729326
"platelet/megakaryocyte","ING3",0.516325334215816
"platelet/megakaryocyte","FABP4",0.502203235540474
"platelet/megakaryocyte","TMEM248",0.500226609269717
"platelet/megakaryocyte","FBXO7",0.499071874053798
"platelet/megakaryocyte","DBNL",0.483091550423846
"platelet/megakaryocyte","TMEM70",0.479510011375474
"platelet/megakaryocyte","MEA1",0.477227960129654
"platelet/megakaryocyte","DAZAP2",0.474865253931508
"platelet/megakaryocyte","PCMT1",0.470363595428135
"platelet/megakaryocyte","PHF20L1",0.42712483606436
"platelet/megakaryocyte","CTDSP1",0.425484656373858
"platelet/megakaryocyte","SKAP2",0.413372934463424
"platelet/megakaryocyte","GTF2B",0.399716102416285
"platelet/megakaryocyte","GNA13",0.388819944755782
"platelet/megakaryocyte","ZNF24",0.387649858830043
"platelet/megakaryocyte","CBX3",0.387495197087643
"platelet/megakaryocyte","TNFAIP8",0.385954470995092
"platelet/megakaryocyte","TERF2IP",0.376903790485509
"platelet/megakaryocyte","SNX9",0.362611066098558
"platelet/megakaryocyte","FOXO3",0.359484881499431
"platelet/megakaryocyte","CCL18",0.352680668859155
"platelet/megakaryocyte","ARMC8",0.352007753783002
"platelet/megakaryocyte","MBP",0.320261978689113
"platelet/megakaryocyte","CCNY",0.319579854930794
"platelet/megakaryocyte","MTHFD2",0.306090266540189
"platelet/megakaryocyte","MSN",0.29539095260159
"platelet/megakaryocyte","CTNNB1",0.247998495344111
"platelet/megakaryocyte","ITGAM",0.161046797598051
"platelet/megakaryocyte","PRKAG2",0.159092751101248
"platelet/megakaryocyte","CCM2",0.154325155025174
"platelet/megakaryocyte","A1BG",0.146499945675627
"platelet/megakaryocyte","OSTF1",0.123881481048758
"macrophage","FABP4",Inf
"macrophage","APOC1",Inf
"macrophage","C1QB",Inf
"macrophage","MARCO",Inf
"macrophage","C1QA",Inf
"macrophage","MCEMP1",Inf
"macrophage","C1QC",Inf
"macrophage","ALDH2",Inf
"macrophage","FABP5",Inf
"macrophage","LGALS3",Inf
"macrophage","FBP1",Inf
"macrophage","VSIG4",Inf
"macrophage","FN1",Inf
"macrophage","ACP5",Inf
"macrophage","FTL",Inf
"macrophage","GRN",Inf
"macrophage","SERPING1",Inf
"macrophage","CTSD",Inf
"macrophage","GCHFR",Inf
"macrophage","MSR1",Inf
"macrophage","CD68",Inf
"macrophage","OLR1",Inf
"macrophage","S100A11",Inf
"macrophage","LGALS3BP",Inf
"macrophage","MGST3",Inf
"macrophage","ANXA2",Inf
"macrophage","CYP27A1",Inf
"macrophage","TREM1",Inf
"macrophage","LPL",Inf
"macrophage","CSTB",Inf
"macrophage","MRC1",Inf
"macrophage","TSPO",Inf
"macrophage","GPNMB",Inf
"macrophage","PHLDA3",Inf
"macrophage","PCOLCE2",Inf
"macrophage","GPD1",Inf
"macrophage","ANXA5",Inf
"macrophage","SERPINA1",Inf
"macrophage","APOE",Inf
"macrophage","RETN",Inf
"macrophage","CES1",Inf
"macrophage","DEFB1",307.142729554598
"macrophage","PPARG",306.556439887641
"macrophage","LOC101929371",302.485955028762
"macrophage","INHBA",302.345248587941
"macrophage","S100A13",299.793030495421
"macrophage","GLDN",297.481166182744
"macrophage","SCD",293.38682930029
"macrophage","IFI6",293.002050726879
"macrophage","GLIPR2",289.760102916253
"macrophage","PDLIM1",288.272243197838
"macrophage","BHLHE41",281.755938105991
"macrophage","GSTO1",279.973396494832
"macrophage","SNX10",275.437717743194
"macrophage","FAM89A",274.935960158653
"macrophage","NUPR1",266.627502086236
"macrophage","IFI30",266.00732268436
"macrophage","MME",264.683964315732
"macrophage","PPIC",262.717323818586
"macrophage","MS4A4A",262.180610426732
"macrophage","ABCG1",261.644483019405
"macrophage","CRIP1",261.152085939177
"macrophage","ARRDC4",260.90611800933
"macrophage","VMO1",259.147972002422
"macrophage","CTSL",255.839503983293
"macrophage","PNPLA6",252.850133894623
"macrophage","CTSC",251.826822921802
"macrophage","HSPB1",251.432099738845
"macrophage","HP",250.892416201278
"macrophage","CD81",248.959294528176
"macrophage","DAB2",248.274844447648
"macrophage","MYL6",247.355858818248
"macrophage","RMDN3",246.74392394569
"macrophage","SLCO2B1",244.679186721452
"macrophage","HNMT",244.436280373378
"macrophage","MS4A7",242.036544925667
"macrophage","TXN",241.767198932777
"macrophage","OASL",241.255140808552
"macrophage","RGCC",241.227880466056
"macrophage","CXCL3",238.967603113811
"macrophage","TREM2",238.901297615789
"macrophage","AQP3",237.990031112981
"macrophage","CD163",237.71049789324
"macrophage","RBP4",237.52211292046
"macrophage","LINC01272",236.950527123133
"macrophage","FHL1",234.008874089639
"macrophage","S100A10",233.17216988917
"macrophage","SLC11A1",231.812287937243
"macrophage","TIMP2",231.646339494714
"macrophage","RAB13",230.810436612722
"macrophage","SVIL",230.146674659381
"macrophage","ITGB8",229.966150058614
"macrophage","PLBD1",229.957288143858
"macrophage","FTH1",229.493965260267
"macrophage","LTA4H",228.216750024034
"macrophage","ALDH1A1",227.845880219738
"macrophage","VAT1",227.600474411197
"macrophage","PTMS",227.228612292994
"macrophage","MMP19",227.15013389458
"macrophage","LOC731424",225.513404649337
"macrophage","CORO1C",223.097288696906
"macrophage","COMT",221.745527900706
"macrophage","CXCL16",221.710872904569
"macrophage","CTSZ",221.655929016975
"macrophage","NCEH1",221.554038797578
"macrophage","ADAMTSL4",221.458591336226
"macrophage","LRP1",218.849371452967
"macrophage","SGMS2",218.501758583153
"macrophage","SEPT11",217.89821567346
"macrophage","CLDN7",217.454397266789
"macrophage","TGM2",217.323873714307
"macrophage","NOP10",216.377944833112
"macrophage","FCGR1A",214.569714302644
"macrophage","CCL18",213.964747310479
"macrophage","FCGRT",213.234390615873
"macrophage","ALOX5AP",212.201855584383
"macrophage","CYB5A",211.273111875304
"macrophage","C5AR1",209.685327057517
"macrophage","ENPP4",209.655795888947
"macrophage","SCCPDH",209.553750618462
"macrophage","APIP",209.424629823564
"macrophage","GPCPD1",208.765797513873
"macrophage","AGRP",208.206472625476
"macrophage","LY6E",207.499747158543
"macrophage","NCF2",206.552236473449
"macrophage","PTPMT1",206.346346685832
"macrophage","SLC31A1",205.348177615183
"macrophage","LAMP2",204.79592054109
"macrophage","GAA",204.16078271293
"macrophage","PRDX1",202.995666491857
"macrophage","ACTN1",202.779234111501
"macrophage","CSTA",201.475700294353
"macrophage","QSOX1",200.24046088344
"macrophage","SIRPA",200.165849960611
"macrophage","MGST1",199.90186775324
"macrophage","CYBB",198.971829069698
"macrophage","CREG1",198.43723581064
"macrophage","S100A6",198.214992286832
"macrophage","AMIGO2",197.526885191363
"macrophage","TUBB6",196.651964709435
"macrophage","SPI1",196.563499872586
"macrophage","CD9",196.469339141442
"macrophage","CTSB",196.402002810193
"macrophage","OSCAR",196.253774704684
"macrophage","GLRX",196.087783711186
"macrophage","SORT1",195.51151725685
"macrophage","CAPG",194.233528219041
"macrophage","SLC31A2",194.149897353824
"macrophage","HLA-DRB1",193.844504650582
"macrophage","ACVRL1",193.19582408973
"macrophage","TFRC",192.361723965627
"macrophage","TUBA1C",191.518756488462
"macrophage","PILRA",191.389863824331
"macrophage","HLA-DRA",191.379507973302
"macrophage","PLA2G16",189.746478468514
"macrophage","ALOX5",188.961371130034
"macrophage","AKR1C3",188.77495157773
"macrophage","MACC1",188.750690001314
"macrophage","SLC7A7",188.643380290052
"macrophage","PLXDC2",188.439943192505
"macrophage","CLIC4",188.372680990549
"macrophage","RND3",187.864988428972
"macrophage","SMCO4",187.760635450325
"macrophage","CD151",187.335776886076
"macrophage","LYZ",187.097205956191
"macrophage","AXL",186.616809708745
"macrophage","BRI3",186.614458412418
"macrophage","ACO1",186.272779292086
"macrophage","TCF7L2",186.181128474992
"macrophage","HCK",185.93885045953
"macrophage","PDXK",185.516975962093
"macrophage","RAB31",185.024852711308
"macrophage","ATP1B1",184.904507191188
"macrophage","COPRS",184.309764708
"macrophage","PGD",184.00821740784
"macrophage","SLC15A3",183.767787598842
"macrophage","STXBP2",183.443519737055
"macrophage","CFD",183.390560561653
"macrophage","CPE",182.933564180495
"macrophage","GRINA",182.84746288718
"macrophage","FPR1",181.990221780125
"macrophage","TNNI2",180.968243377072
"macrophage","FUOM",180.484593374491
"macrophage","PECAM1",180.430639640855
"macrophage","DUSP23",180.025054757473
"macrophage","TRPV2",179.457307286517
"macrophage","CXCL5",179.34240594711
"macrophage","HEXB",179.254737411327
"macrophage","UBASH3B",179.160311876319
"macrophage","STAC",179.106544822585
"macrophage","KCNA3",178.852078978623
"macrophage","DNASE2",178.569754159865
"macrophage","MT1L",178.515333009809
"macrophage","MCOLN1",178.419981361477
"macrophage","FCGR3A",178.384282507737
"macrophage","FCER1G",178.356593932598
"macrophage","FPR2",178.318063762025
"macrophage","GGA2",177.661434774819
"macrophage","HLA-DRB5",177.489631495848
"macrophage","CNIH4",177.082040991089
"macrophage","RAC1",176.761406507742
"macrophage","MPHOSPH6",176.680656796137
"macrophage","ARHGAP18",176.463684655486
"macrophage","LRPAP1",175.959355644802
"macrophage","FCGR2A",175.842206343042
"macrophage","TMEM53",175.31022332373
"macrophage","UBE2E2",174.957629830744
"macrophage","AGPAT2",174.58143455559
"macrophage","IFIT3",174.138089733262
"macrophage","TUBA1B",173.735166367229
"macrophage","CISD3",172.834528720218
"macrophage","MLPH",172.732618919688
"macrophage","TCEAL4",172.641130692822
"macrophage","CD58",172.365202799313
"macrophage","TFPT",172.309567159473
"macrophage","ANPEP",172.161103096792
"macrophage","MNDA",171.52736340753
"macrophage","LGALS9",170.745815288882
"macrophage","HLA-DMB",170.410329531203
"macrophage","SPATS2L",170.158241399419
"macrophage","POR",169.764694747834
"macrophage","DPYSL2",169.356739058216
"macrophage","GPX4",169.305112302993
"macrophage","LINC00998",169.109637402035
"macrophage","GM2A",168.873159411788
"macrophage","COLGALT1",168.654799394054
"macrophage","GSN",168.30511942352
"macrophage","ZBTB8OS",167.600081367044
"macrophage","LY86",167.54475965817
"macrophage","TMSB4X",166.799424932673
"macrophage","SLC27A3",166.769354532095
"macrophage","TYROBP",166.659025210287
"macrophage","ATP6V1B2",166.565294936358
"macrophage","CCL23",166.209439367359
"macrophage","IGSF6",165.633228294125
"macrophage","STX12",165.527073955316
"macrophage","TGFBI",165.346467460799
"macrophage","PLSCR1",165.149687592096
"macrophage","LAIR1",164.406829909888
"macrophage","ENG",164.366278327418
"macrophage","PDLIM7",164.208977402037
"macrophage","TSPAN3",164.069819179051
"macrophage","CCRL2",163.879665898124
"macrophage","RHOB",163.481869596985
"macrophage","BLVRA",163.410983885832
"macrophage","TMED5",162.761030626586
"macrophage","SQRDL",162.382983553706
"macrophage","SLC43A2",161.929833455195
"macrophage","SDC4",161.784591728907
"macrophage","ABHD5",161.707219089348
"macrophage","DLD",161.65478672857
"macrophage","HCFC1R1",161.53295613006
"macrophage","HLA-DQA1",161.522905017296
"macrophage","ATP6V1F",161.198696621124
"macrophage","GNS",160.917883255905
"macrophage","ZDHHC3",160.861988501781
"macrophage","COA6",160.838530276647
"macrophage","VKORC1",160.753313188875
"macrophage","AVPI1",160.431657287916
"macrophage","CD59",160.386546207659
"macrophage","HLA-DQB1",160.174492376225
"macrophage","PTTG1IP",160.172063745987
"macrophage","RSU1",160.10244100227
"macrophage","LACTB",159.904236363785
"macrophage","PLAUR",159.756894784907
"macrophage","HLA-DMA",159.749629990781
"macrophage","ACER3",159.724313758486
"macrophage","CD63",159.693886394927
"macrophage","HLA-DRB6",159.599526443904
"macrophage","LY96",159.53259580731
"macrophage","CTSH",159.52498677656
"macrophage","FOLR3",159.381345341653
"macrophage","ATP6V0B",159.369708067237
"macrophage","ADTRP",159.34381577963
"macrophage","C2",159.3177838324
"macrophage","ATP6V1D",159.203923320567
"macrophage","DCTN6",159.05957561927
"macrophage","AQP9",158.524558714417
"macrophage","HSD3B7",158.388407488572
"macrophage","MRPL13",158.281534696845
"macrophage","PLEKHB2",157.959424551971
"macrophage","FLVCR2",157.885288785863
"macrophage","VAMP3",157.815934218303
"macrophage","CYB5R3",157.411736506448
"macrophage","CCDC88A",157.146459526476
"macrophage","AOC3",156.950150440579
"macrophage","ROGDI",156.712931536231
"macrophage","SIGLEC1",156.6239309233
"macrophage","ACAA2",156.465548631917
"macrophage","YWHAG",156.404351184095
"macrophage","ACOT4",156.210803617928
"macrophage","ATP6AP1",156.07611982187
"macrophage","GTF2H5",156.020030486109
"macrophage","ACOT7",155.925953572234
"macrophage","H2AFJ",155.914995259503
"macrophage","HEXA",155.83003675478
"macrophage","ACSL1",155.595845855692
"macrophage","LEPROT",155.249148638315
"macrophage","ANXA4",155.220051046309
"macrophage","CD300LF",155.023044951154
"macrophage","CD74",154.915637421312
"macrophage","VAMP8",154.913371584877
"macrophage","TCEAL8",154.888451973268
"macrophage","SLC25A24",154.719212587509
"macrophage","YWHAH",154.644930144562
"macrophage","PHYH",154.551293357229
"macrophage","HDDC2",154.464526369183
"macrophage","MRPL27",154.318590266275
"macrophage","CDCP1",154.150180756994
"macrophage","AZI2",153.664928417064
"macrophage","PSMA6",153.408566263807
"macrophage","OAS1",153.140312028766
"macrophage","PSMD14",153.037065692089
"macrophage","LAP3",152.998648490167
"macrophage","FAM3B",152.830759010512
"macrophage","OPN3",152.686680488416
"macrophage","UPP1",152.580887553755
"macrophage","IL1B",152.45577010191
"macrophage","CTNNA1",152.431272448679
"macrophage","EIF4EBP1",152.378396453789
"macrophage","NUS1",152.345577628049
"macrophage","EDEM2",151.602356311892
"macrophage","HTATIP2",151.558716518424
"macrophage","RAB10",151.521526648221
"macrophage","PTPN12",151.349252470369
"macrophage","SPG21",151.093522844469
"macrophage","GLUL",150.907435521609
"macrophage","KYNU",150.847696195237
"macrophage","NQO2",150.805171475068
"macrophage","AIF1",150.759416743946
"macrophage","PDCD6IP",150.664952117
"macrophage","SCARB2",150.386216751271
"macrophage","OTUD1",150.192170756896
"macrophage","DYNLL1",149.993951431625
"macrophage","RTN4",149.963084561508
"macrophage","DSE",149.790730207565
"macrophage","ETHE1",149.693939307945
"macrophage","CBR1",149.264550858515
"macrophage","C3AR1",149.239470400897
"macrophage","PAPSS1",149.144283920815
"macrophage","MYD88",149.13821974142
"macrophage","BCL2A1",149.075536941771
"macrophage","TXNDC17",148.781895708826
"macrophage","DRAM1",148.68038396938
"macrophage","RTN3",148.564078360165
"macrophage","ATOX1",148.532427501855
"macrophage","PLIN2",148.52427643839
"macrophage","FMNL2",148.493982904406
"macrophage","APOC1P1",148.207030489134
"macrophage","PRDX3",148.202138462151
"macrophage","ADAM17",148.202051590419
"macrophage","APOL4",147.984618276793
"macrophage","TUBB4B",147.88294833076
"macrophage","KMO",147.880088532818
"macrophage","COLEC12",147.838863777582
"macrophage","MGST2",147.728858383575
"macrophage","EPHX1",147.483215708293
"macrophage","ARL4A",147.468584587725
"macrophage","P2RX4",147.292570285831
"macrophage","ECHDC1",147.234619509609
"macrophage","ACP2",147.116617620993
"macrophage","HSPA1A",146.886849601447
"macrophage","HLA-DQA2",146.791308775097
"macrophage","PSAP",146.720119445643
"macrophage","NANS",145.788330804332
"macrophage","FUCA2",145.764113738868
"macrophage","ARRB1",145.729183673733
"macrophage","NCF4",145.68908920764
"macrophage","APLP2",145.599187913646
"macrophage","PLD3",145.529464331105
"macrophage","HK3",145.51703068763
"macrophage","RHBDD2",145.491791586627
"macrophage","FUCA1",145.420956798473
"macrophage","PCBD1",145.334391236664
"macrophage","LPXN",145.296508249577
"macrophage","MRPL14",145.230872755126
"macrophage","TUBB2A",144.545083286221
"macrophage","IL3RA",144.39838661962
"macrophage","TMEM14C",144.290159722303
"macrophage","REEP3",144.18534753391
"macrophage","MSRB2",143.852645673213
"macrophage","IGFBP2",143.221094597744
"macrophage","TPP1",143.193921924686
"macrophage","GLB1",143.170233763545
"macrophage","SLC6A6",142.88920344087
"macrophage","ATP6V0D1",142.596284097042
"macrophage","MFSD1",142.567735834821
"macrophage","DENND5A",142.475767920448
"macrophage","GK",142.412899032176
"macrophage","CTNNB1",142.366410120252
"macrophage","TMBIM1",142.0514424068
"macrophage","RNPEP",142.014211023404
"macrophage","SCPEP1",142.012805444322
"macrophage","IL1RN",141.982342313833
"macrophage","DECR1",141.773035977003
"macrophage","CLTC",141.487718640734
"macrophage","RNF13",141.477106864034
"macrophage","ALDH3A2",141.447006688596
"macrophage","LIPA",141.42569028453
"macrophage","ATP6V0C",141.254832356526
"macrophage","ATP6V1E1",141.157523888601
"macrophage","MAN1A1",141.123014244595
"macrophage","PEPD",140.951493535218
"macrophage","AKR1A1",140.824304818783
"macrophage","RAB1A",140.786294091307
"macrophage","NAA20",140.204498981595
"macrophage","PSMB5",140.031993603798
"macrophage","SLFN11",139.985499671892
"macrophage","ATP2C1",139.805532857732
"macrophage","TGOLN2",139.786265639513
"macrophage","SUMO3",139.221924541459
"macrophage","UBB",139.139072311172
"macrophage","ALAS1",139.134123272804
"macrophage","RBM47",138.883959311409
"macrophage","ASAH1",138.791967840692
"macrophage","UROD",138.744397838847
"macrophage","NAPRT",138.67264037612
"macrophage","ZMYM6NB",138.642339276425
"macrophage","CHMP5",138.566317596172
"macrophage","DPH3",138.457373871535
"macrophage","AKR1B1",138.456753757605
"macrophage","SPNS1",138.341461493173
"macrophage","B3GNT5",138.318091607904
"macrophage","ORMDL2",138.21963006459
"macrophage","GTF3C6",138.072364167541
"macrophage","HSBP1",137.934116517481
"macrophage","SH3GLB1",137.89240055805
"macrophage","KAT8",137.87432888578
"macrophage","LAMP1",137.753758069995
"macrophage","TRIP6",137.620907678888
"macrophage","HIGD1A",137.42773294289
"macrophage","CD86",137.176543503715
"macrophage","DST",137.118153865875
"macrophage","STOM",137.09636085356
"macrophage","IFI35",137.052562918136
"macrophage","CNDP2",137.013157434135
"macrophage","GCA",136.723909767503
"macrophage","C20orf27",136.509616233768
"macrophage","MFSD7",136.458724575805
"macrophage","RAB11FIP1",136.287091934072
"macrophage","SIRPB1",136.0826478787
"macrophage","OAZ1",136.013202270062
"macrophage","DOK2",135.950718692464
"macrophage","BID",135.946176684272
"macrophage","MRPS15",135.860349115356
"macrophage","VDAC1",135.747401550375
"macrophage","PSMA7",135.72434944746
"macrophage","RNF181",135.537433634234
"macrophage","SDCBP",135.112450867223
"macrophage","SLC16A3",134.767627457608
"macrophage","SERPINB6",134.767345890954
"macrophage","BLOC1S2",134.607957760095
"macrophage","SMS",134.56385508381
"macrophage","USP30-AS1",134.312809295601
"macrophage","AMICA1",133.660279402353
"macrophage","SECTM1",133.423648123751
"macrophage","THEMIS2",133.403919189674
"macrophage","BLVRB",133.318332666629
"macrophage","CST3",133.217429168771
"macrophage","HLA-DPA1",133.197570305492
"macrophage","UNC93B1",133.054757486463
"macrophage","TIMM8B",133.003829330923
"macrophage","CAT",132.547388210698
"macrophage","RILP",132.351618892278
"macrophage","VPS29",132.287088068259
"macrophage","HCAR2",131.814932010063
"macrophage","BST1",131.548231853279
"macrophage","RPL26L1",130.7317155383
"macrophage","PLA2G15",130.721584399445
"macrophage","VRK2",130.70468556998
"macrophage","MGLL",130.689896600511
"macrophage","HSP90AA1",130.491846211054
"macrophage","PLEC",129.758517051489
"macrophage","HN1",129.734155134784
"macrophage","ATP6V1A",129.709146070309
"macrophage","ISOC2",128.902929523729
"macrophage","NDUFB6",128.65345544961
"macrophage","NENF",128.587401579358
"macrophage","ECSCR",128.56797658327
"macrophage","TNFAIP2",128.489754880658
"macrophage","OSBPL11",128.171075503256
"macrophage","MT1F",128.105831820031
"macrophage","PPT1",128.083009091702
"macrophage","TMEM165",128.040436487093
"macrophage","STAC3",127.893325602155
"macrophage","TYMP",127.440168818667
"macrophage","SNX2",127.183844259246
"macrophage","PYCARD",127.011945688695
"macrophage","LHFPL2",126.975372807526
"macrophage","SFTPC",126.744172551648
"macrophage","THBD",126.580012740192
"macrophage","TFEC",126.337764577336
"macrophage","ATP5G3",126.179006398125
"macrophage","CYBA",126.080705203749
"macrophage","EMC7",125.688019862991
"macrophage","GBP1",125.45809886862
"macrophage","SEPN1",125.295719264529
"macrophage","MOB3B",125.285105173038
"macrophage","MDH1",123.931645962945
"macrophage","KLF4",123.813126445143
"macrophage","FDFT1",123.585978226854
"macrophage","TOMM5",123.422454082175
"macrophage","PFDN2",123.408624255345
"macrophage","ATP2B1",123.242505199426
"macrophage","BCAP31",123.230271738459
"macrophage","AKIRIN2",123.082060835589
"macrophage","CD300C",123.062882110529
"macrophage","CCT5",122.962003411928
"macrophage","SSR3",122.85663396942
"macrophage","UGP2",122.589636427288
"macrophage","CLTA",122.568112874177
"macrophage","MT2A",122.539766791079
"macrophage","RNF130",122.517592312795
"macrophage","HADHB",122.392894332048
"macrophage","IL18",122.370126736266
"macrophage","FCGR1B",122.356994741656
"macrophage","NUCB1",122.170761010251
"macrophage","NDUFB3",121.749776740767
"macrophage","DESI1",121.586703583432
"macrophage","NMB",121.093581424488
"macrophage","C15orf48",120.448738106954
"macrophage","ISG15",120.283219282032
"macrophage","GLA",120.114131299135
"macrophage","SLIRP",119.976538315788
"macrophage","ANAPC11",119.790625829845
"macrophage","IDH1",119.704605014681
"macrophage","IFNGR2",119.645397906584
"macrophage","GYPC",119.616244168949
"macrophage","BATF3",119.488024348127
"macrophage","ALDOA",118.844385160195
"macrophage","TCEB2",118.570113774948
"macrophage","MX1",118.502906512665
"macrophage","YWHAE",118.498585075003
"macrophage","AP2S1",118.329533887366
"macrophage","UBE2L6",118.323944597359
"macrophage","B3GNT7",118.177584006213
"macrophage","CAMP",117.699103554606
"macrophage","RHEB",117.123852375331
"macrophage","ARL6IP1",117.005295665786
"macrophage","CARD16",116.966162548583
"macrophage","CTSS",116.571635521956
"macrophage","FLNA",115.849675328849
"macrophage","VIM",115.84029212895
"macrophage","H2AFY",115.825809971581
"macrophage","LAMTOR2",115.766557447343
"macrophage","TCEB1",115.503967504512
"macrophage","GRB2",115.341524028121
"macrophage","CCL20",115.335637858304
"macrophage","CTSA",115.304350968031
"macrophage","FDX1",115.217834602566
"macrophage","RASGEF1B",114.733965598095
"macrophage","EFHD2",114.591851564229
"macrophage","TKT",113.551767987866
"macrophage","GPX1",113.158368832053
"macrophage","CHCHD10",112.668974403316
"macrophage","SLAMF8",112.345012605599
"macrophage","POMP",112.179105458021
"macrophage","NR1H3",112.003115610152
"macrophage","DNAJA1",111.801800731684
"macrophage","IFI27",111.477075766853
"macrophage","ROMO1",111.32210510626
"macrophage","PSMA3",111.234091430985
"macrophage","MYDGF",110.816513942038
"macrophage","HLA-DPB1",110.728390927934
"macrophage","SLC2A6",110.277951650123
"macrophage","GPX3",110.07436076638
"macrophage","SDHC",109.695883137807
"macrophage","HBEGF",109.355087528326
"macrophage","CXCL2",109.213120566592
"macrophage","C1orf162",109.103927410773
"macrophage","SYNGR2",108.996629975126
"macrophage","C8B",108.951924730787
"macrophage","C19orf70",108.643164351108
"macrophage","ATP1B3",108.532162152934
"macrophage","REEP5",108.301790518777
"macrophage","ENY2",108.211149232097
"macrophage","HSPE1",107.727925133205
"macrophage","TAGLN",107.705962695262
"macrophage","POLD4",107.153487042361
"macrophage","SLC3A2",107.000708728588
"macrophage","CAPZA2",106.088985415381
"macrophage","CHMP2A",106.075221506763
"macrophage","SSB",104.461683751349
"macrophage","S100A4",104.441787205777
"macrophage","ERP44",104.410236066487
"macrophage","MT1E",104.127266442896
"macrophage","EIF6",103.775817616147
"macrophage","ACADVL",103.689997081376
"macrophage","C4orf48",103.373939408833
"macrophage","PKM",103.241369241704
"macrophage","VASP",103.127850665646
"macrophage","ABL2",103.063470860629
"macrophage","LAMTOR1",102.820126777115
"macrophage","TAGLN2",102.819928056664
"macrophage","NDUFV2",101.860768394236
"macrophage","EGR2",101.538556714209
"macrophage","TMED10",100.673369157542
"macrophage","BAX",100.472701192397
"macrophage","ATP6AP2",100.131519376525
"macrophage","CD52",100.042830689439
"macrophage","PSMD8",99.9798457096458
"macrophage","SFT2D1",99.7039416436304
"macrophage","YBX1",99.6655919352299
"macrophage","RNF149",99.6117560203073
"macrophage","RAB5C",99.1151779452911
"macrophage","TMEM219",99.0974653568345
"macrophage","COX17",98.504440491387
"macrophage","IL1A",97.6562582350919
"macrophage","GNB2",97.3426312849632
"macrophage","DYNLRB1",96.6554187957688
"macrophage","RNH1",96.654037669559
"macrophage","GNG5",96.5281095962453
"macrophage","CDC37",96.3515675441993
"macrophage","MT1G",95.8245772379092
"macrophage","FKBP1A",95.565653959481
"macrophage","LGALS1",92.5875080845385
"macrophage","SERF2",91.9807713152961
"macrophage","NDUFB7",91.589781950279
"macrophage","SCP2",91.2063980479349
"macrophage","RPS27L",91.0872227539146
"macrophage","NDUFB9",90.538264156833
"macrophage","ZNF706",90.4519225348207
"macrophage","CD47",90.0951539734565
"macrophage","ATP5H",89.7756246735066
"macrophage","SNX3",89.6519458975122
"macrophage","BSG",88.8655678221397
"macrophage","ATP6V0E1",88.7297549902386
"macrophage","CEBPB",87.7228764277085
"macrophage","CD164",86.6137522620789
"macrophage","PRDX5",86.4545227607146
