tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,RAG_cell_type
Lung,5,0.25,SFTPC,Alveolar Type II,type II pneumocyte,CL:0002063,type ii alveolar cell
Lung,5,0.25,CD24,B cell_memory,memory B cell,CL:0000787,goblet cell
Lung,5,0.25,"CDHR3,FAM92B",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,goblet cell
Lung,5,0.25,SCGB3A2,Club Epithelial,club cell,CL:0000158,secretory club cell
Lung,5,0.25,"FN1,SLIT2,COL18A1,FBLN1,IGFBP3,IL33",Fibroblast,fibroblast,CL:0000057,cell type unidentified in provided database
Lung,5,0.25,PROX1,Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,pulmonary alveolar type 2 cell
Lung,5,0.25,"CD163,CD36,SLC11A1,LYZ,CPM",Macrophage,macrophage,CL:0000235,macrophage
Lung,5,0.25,KIT,Mast Cell,mast cell,CL:0000097,mast cell
Lung,5,0.25,"CSPG4,PDGFRB",Pericyte,pericyte,CL:0000669,fibroblast
Lung,5,0.25,"MYOCD,GUCY1B3,CNN1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.25,"CD69,CD3E,IL7R",T cell,T cell,CL:0000084,T cell
Lung,5,0.25,"RAMP3,CLDN5",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,5,0.25,"NAPSA,SFTPA1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,5,0.25,"IL1R2,FCGR3B",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
Lung,5,0.25,"IL7R,CD2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,5,0.25,"CD3D,GZMA","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cd8+ mem/eff t cell
Lung,5,0.25,"GNLY,KLRD1",nk cell,natural killer cell,CL:0000623,natural killer cell
Lung,5,0.25,"CCL14,ADAMTS4",bronchial vessel endothelial cell,,,pulmonary cell mixture
Lung,5,0.25,"MYH11,HSPB6",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.25,"MFAP5,C1S",adventitial cell,adventitial cell,CL:0002503,fibroblast
Lung,5,0.25,"MS4A7,APOE",macrophage,macrophage,CL:0000235,macrophage
Lung,5,0.25,"CD69,KIT",basophil,basophil,CL:0000767,mast cell
Lung,5,0.25,"S100A8,FGL2",classical monocyte,classical monocyte,CL:0000860,neutrophil
Lung,5,0.25,"DKK2,SERPINE2",endothelial cell of artery,endothelial cell of artery,CL:1000413,lung epithelial cell
Lung,5,0.25,"TMEM190,TSPAN1",lung ciliated cell,lung ciliated cell,CL:1000271,epithelial cell
Lung,5,0.25,"FCER1A,CLEC5A",dendritic cell,dendritic cell,CL:0000451,basophil
Lung,5,0.25,"TSPAN1,SCGB3A1",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,5,0.25,"TACSTD2,KRT19",basal cell,basal cell,CL:0000646,epithelial cell
Lung,5,0.25,"DERL3,SPAG4",plasma cell,plasma cell,CL:0000786,lipofibroblast
Lung,5,0.25,"TNFRSF13C,BLK",b cell,B cell,CL:0000236,nonclassical monocyte
Lung,5,0.25,"PRB3,LPO",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,mucous cell
Lung,5,0.25,"AIF1,FCGR3A",non-classical monocyte,non-classical monocyte,CL:0000875,nonclassical monocyte
Lung,5,0.25,"SLC6A4,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,neuron
Lung,5,0.25,"SPARCL1,EDNRB",capillary aerocyte,,,endothelial cell
Lung,5,0.25,"ITLN2,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,goblet cell
Lung,5,0.25,"C7,ACKR1",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell of artery
Lung,5,0.25,"C1S,DCN",alveolar fibroblast,,,pulmonary alveolar type 2 cell
Lung,5,0.25,"STAB2,GPR182",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of artery
Lung,5,0.25,"MYH11,DES",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,5,0.25,"MZB1,CLEC4C",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,macrophage
Lung,5,0.25,"ELF3,WFDC2",club cell,club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,5,0.25,"SPARCL1,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,lipofibroblast
Lung,5,0.25,"PDGFRB,CCN5",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,fibroblast
Lung,5,0.25,"GPR1,LINC01902",myofibroblast cell,myofibroblast cell,CL:0000186,unidentified cell type
Lung,5,0.25,"COX4I2,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pulmonary alveolar type 2 cell
Lung,5,0.25,"HAS1,ITLN1",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell
Lung,5,0.25,"SCN7A,COL1A2",fibroblast,fibroblast,CL:0000057,fibroblast
Lung,5,0.25,"CD300E,RNASE2",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte
Lung,5,0.25,"HEPACAM2,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell
Lung,5,0.5,"EMP2,LMO7,GPRC5A,SCEL,AGER",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
Lung,5,0.5,"CD22,BLK,LINC00926,BANK1,CD79B",B,B cell,CL:0000236,B cell
Lung,5,0.5,"FHL2,PERP,CLDN1,KRT5,KRT19",Basal,basal cell,CL:0000646,basal epithelial cell
Lung,5,0.5,"METTL9,S100A12,S100A9,CTSS,S100A8",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
Lung,5,0.5,"CD2,TRAT1,CD6,BCL11B,CAMK4",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T-cell (most likely CD4+ or CD8+ T cells)
Lung,5,0.5,"CAPS,FANK1,RSPH1,DNAH6,FAM92B",Ciliated,ciliated cell,CL:0000064,ciliated epithelial cell
Lung,5,0.5,"HLA-DQA1,FCGR2B,GPR183,CLEC10A,MS4A6A",Dendritic,dendritic cell,CL:0000451,dendritic cell
Lung,5,0.5,"CFD,C1S,FBLN1,C3,LUM",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,5,0.5,"TIMP3,PKHD1L1,IGFBP7,PPFIBP1,PROX1",Lymphatic,,,unidentified cell type
Lung,5,0.5,"VSIG4,APOC1,MARCO,C1QB,ITGAX",Macrophage,macrophage,CL:0000235,alveolar macrophage
Lung,5,0.5,"KLRD1,CD247,FCGR3A,KLRF1,GNLY",Natural Killer,natural killer cell,CL:0000623,natural killer (NK) cell
Lung,5,0.5,"PRDX4,MANF,HSP90B1,SSR4,POU2AF1",Plasma,plasma cell,CL:0000786,unclassified cell type
Lung,5,0.5,"SFTPA2,LAMP3,SFTPD,SFTPA1,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar epithelial cell
Lung,5,0.5,"HPGDS,GRAP2,TPSAB1,CPA3,VWA5A",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,5,0.5,"RHOC,AIF1,LILRB2,FCGR3A,LST1",CD16+ Monocyte,,,nonclassical monocyte
Lung,5,0.5,"EPAS1,FCN3,BTNL9,CDC42EP1,CD81",Capillary,,,Alveolar Type II Cells
Lung,5,0.5,"NKG7,CCL5,CD8A,RPL34,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T lymphocyte (CTL)
Lung,5,0.5,"WFDC2,DSTN,CYB5A,C16orf89,SCGB3A2",Club,club cell,CL:0000158,club cell
Lung,5,0.5,"POSTN,COL1A2,ITGBL1,COL1A1,BGN",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,5,0.5,"PTPRE,IRF7,SEC61B,GZMB,IL3RA",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,innate immune cell
Lung,5,0.5,"TYMS,UBE2C,STMN1,BIRC5,H2AFZ",Proliferating Macrophage,,,proliferating cell
Lung,5,0.5,"TOP2A,NUSAP1,HMGB2,H2AFV,SMC4",Proliferating NK/T,,,proliferating cell
Lung,5,0.5,"INHBB,SPRY1,COL15A1,ZNF385D,SPARCL1",Bronchial Vessel,,,Fibroblast
Lung,5,0.5,"WFDC2,MUC5B,RARRES1,SCGB1A1,LCN2",Mucous,,,goblet cell
Lung,5,0.5,"PTPRB,CPE,PRSS23,LIFR,SRPX",Vein,,,fibroblast
Lung,5,0.5,"PDGFRB,LAMB1,CHN1,LAMC3,NID1",Pericyte,pericyte,CL:0000669,lipofibroblast
Lung,5,0.5,"PLN,TPM2,MYL9,DES,CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.5,"GJA5,BMX,EFNB2,FBLN5,PTPRB",Artery,,,endothelial cell
Lung,5,0.5,"STXBP6,EDNRB,SOSTDC1,APP,EMCN",Capillary Aerocyte,,,Unidentified cell type
Lung,5,0.5,"IPO7,VAT1,RALA,EPAS1,PECAM1",Capillary Intermediate,,,capillary endothelial cell
Lung,5,0.5,"CPXM1,C3,MEDAG,C7,STEAP1",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Alveolar Epithelial Cell
Lung,5,0.5,"WT1,SLPI,ITLN1,GALNT9,DMKN",Mesothelial,mesothelial cell,CL:0000077,pulmonary alveolar type 2 cell
Lung,5,0.5,"ACRBP,TMEM40,GP9,CABP5,ITGA2B",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",megakaryocyte
Lung,5,0.5,"GNLY,S100A6,CCL5,CEBPB,CD7",Natural Killer T,,,cell_type_name
Lung,5,0.5,"CSRP1,CLU,SCX,RAMP1,CNN1",Fibromyocyte,,,mesenchymal cell
Lung,5,0.5,"GABRP,WFDC2,TXN,S100P,PSCA",Goblet,goblet cell,CL:0000160,goblet cell
Lung,5,0.5,"FOXI1,HEPACAM2,TFF3,BSND,STAC2",Ionocyte,ionocyte,CL:0005006,ionocyte
Lung,5,0.5,"NENF,BEX1,CPE,CHGA,PCSK1N",Neuroendocrine,neuroendocrine cell,CL:0000165,neuroendocrine cell
Lung,5,0.5,"ZG16B,PRH2,LYZ,TCN1,TESC",Serous,serous secreting cell,CL:0000313,goblet cell
Lung,5,0.5,"HLA-DRB1,FCER1G,CTSL,C1QC,CTSZ",Macrophages,macrophage,CL:0000235,macrophage
Lung,5,0.5,"CCL4,CCL5,GZMA,GZMB,CTSW",Innate lymphoid cell NK,natural killer cell,CL:0000623,cd8+ cytotoxic t cell
Lung,5,0.5,"SLC34A2,S100A14,SLC39A8,NAPSA,CYB5A",AT2,type II pneumocyte,CL:0002063,alveolar type II cell
Lung,5,0.5,"ACKR1,CLEC14A,PECAM1,MGP,RAMP3",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,5,0.5,"CD3D,CD3E,CXCR4,IL32,CD2",T cell lineage,T cell,CL:0000084,cd8+ t cell
Lung,5,0.5,"SOX17,CRIP2,CLDN5,TM4SF1,A2M",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Lung,5,0.5,"SPARC,COL6A1,COL1A2,MGP,C1S",Fibroblasts,fibroblast,CL:0000057,lipofibroblast
Lung,5,0.5,"HOPX,AGER,EMP2,FXYD3,ADIRF",AT1,type I pneumocyte,CL:0002062,alveolar type I cell
Lung,5,0.5,"C11orf97,GSTA1,FAM229B,RP11-295M3.4,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,pulmonary alveolar type 2 cell
Lung,5,0.5,"CORO1A,TSC22D3,IGKC,CD37,MS4A1",B cell lineage,B cell,CL:0000236,B cell
Lung,5,0.5,"KRT7,MUC1,WFDC2,BPIFB1,CEACAM6",Secretory,secretory cell,CL:0000151,goblet cell and pulmonary alveolar type 2 cell
Lung,5,0.5,"S100A12,LST1,FCER1G,S100A8,CD14",Monocytes,monocyte,CL:0000576,nonclassical monocyte
Lung,5,0.5,"TCN1,SEC11C,PIP,CCL28,ZG16B",Submucosal Secretory,,,goblet cell
Lung,5,0.5,"SPARCL1,EGFL7,IFI27,CLDN5,HYAL2",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,5,0.5,"PPFIBP1,CCL21,SDPR,CLDN5,RAMP2",Lymphatic EC mature,,,Endothelial Cell
Lung,5,0.5,"TFF3,AKAP12,TFPI,SDPR,IGFBP7",Lymphatic EC differentiating,,,pneumocyte
Lung,5,0.5,"HLA-DPA1,GPR183,MS4A6A,HLA-DRB1,ITGB2",Dendritic cells,dendritic cell,CL:0000451,nonclassical monocyte
Lung,5,0.5,"CALD1,PRELP,TPM2,MT1X,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,smooth muscle cell
Lung,5,0.5,"RGS13,GATA2,TPSB2,C1orf186,CPA3",Mast cells,mast cell,CL:0000097,mast cell
Lung,5,0.5,"LMOD1,ACTG2,PPP1R14A,IGFBP7,NEXN",Fibromyocytes,,,smooth muscle cell
Lung,5,0.5,"HMGN2,ARPC1A,MARCKS,EID1,S100A16",Lymphatic EC proliferating,,,neutrophil
Lung,5,0.5,"PKHD1L1,ST6GALNAC3,KALRN,TSHZ2,MMRN1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,Basal Cell
Lung,5,0.5,"ST6GALNAC5,LAMA3,EMP2,KHDRBS2,LMO7",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,fibroblast
Lung,5,0.5,"LRRK2,MACROD2,AUTS2,ZNF385B,SFTPB",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,5,0.5,"XPR1,GLIS3,SSBP2,CACHD1,EYA2",Epithelial cell (basal),basal cell,CL:0000646,Club Cell
Lung,5,0.5,"CDHR3,AGBL4,HYDIN,TMEM232,STK33",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
Lung,5,0.5,"MACROD2,KIAA1217,ERBB4,SFTPB,CDK14",Epithelial cell (club),club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,5,0.5,"RALGPS2,ST6GAL1,FBXW7,ARHGAP15,MEF2C",Immune (B cell),B cell,CL:0000236,Club cell
Lung,5,0.5,"AOAH,CD247,B2M,KLRD1,FYN",Immune (NK cell),natural killer cell,CL:0000623,natural killer cell
Lung,5,0.5,"BCL2,THEMIS,PARP8,PTPRC,ITK",Immune (T cell),T cell,CL:0000084,cd8+ naive t cell
Lung,5,0.5,"PLXDC2,PPARG,MSR1,ZEB2,RNF149",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,Alveolar Macrophage
Lung,5,0.5,"KIT,SYTL3,ARHGAP15,SLC24A3,TPSAB1",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,5,0.5,"EBF1,LPP,CACNA1C,PRKG1,TPM1",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",unidentified cell type
Lung,5,0.5,"PECAM1,TCF4,LDB2,PTPRM,ST6GALNAC3",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,unidentified_cell_type
Lung,5,0.5,"LAMA2,PRKG1,LSAMP,RORA,RBMS3",Fibroblast,fibroblast,CL:0000057,other
Lung,5,0.5,"ZEB2,SRGN,SLC8A1,PIK3R5,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",eosinophil
Lung,5,0.5,"PLIN2,GHR,LPIN1,PLIN1,EBF1",Adipocyte,fat cell,CL:0000136,pulmonary lipofibroblast
Lung,5,0.5,"EMP2,PDPN",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar cell
Lung,5,0.5,"SFTPB,LAMP3",Alveolar Type II,type II pneumocyte,CL:0002063,myeloid dendritic cell
Lung,5,0.5,"FAS,CD1c",B cell_memory,memory B cell,CL:0000787,myeloid dendritic cell
Lung,5,0.5,"DNAI2,FAM92B,DNAH5,DNAI1",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,5,0.5,"BPIFA1,SCGB3A2,SLPI",Club Epithelial,club cell,CL:0000158,club cell (Clara cell)
Lung,5,0.5,"IGFBP3,COL6A1,IGFBP5,COL6A6,COL1A1,VIM,COL5A1,CCN2,COL3A1,FN1,NEGR1,SLIT2",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,5,0.5,"RELN,CCL21,PROX1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,myeloid_dendritic_cell
Lung,5,0.5,"CD163,MRC1,LYZ,MSR1,MS4A4A,MS4A6A,CD74,MERTK,MS4A6A,CD36",Macrophage,macrophage,CL:0000235,macrophage
Lung,5,0.5,"TPSB2,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
Lung,5,0.5,"PDGFRB,CSPG4,DES,MYO1B",Pericyte,pericyte,CL:0000669,pericyte
Lung,5,0.5,"DES,GUCY1A3,GUCY1B3,ACTA2,MYOCD,MYH11,PALLD",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.5,"CD69,PTPRC,IL7R,TRAC,CD3G,CD3E",T cell,T cell,CL:0000084,T cell
Lung,5,0.5,"VWF,PTPRB,NOSTRIN,RAMP3,BACE2",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,5,0.5,"SFTA2,HOPX,NAPSA,SFTPA2,SFTPB",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar epithelial type II cell
Lung,5,0.5,"OLAH,MTND5P32,MGAM,FCGR3B,PROK2",neutrophil,neutrophil,CL:0000775,nonclassical monocyte
Lung,5,0.5,"TRBC2,TRAC,IL32,CD3G,CXCR4","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,cd4+ t cell
Lung,5,0.5,"CD3E,KLRD1,NKG7,CCL5,GZMA","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cd8+ mem/eff t cell
Lung,5,0.5,"KLRD1,CST7,PRF1,GZMA,FGFBP2",nk cell,natural killer cell,CL:0000623,natural killer cell
Lung,5,0.5,"EXOC3L2,CYTL1,PLVAP,RBP5,SELE",bronchial vessel endothelial cell,,,not_identified
Lung,5,0.5,"HSPB6,MYH11,CNN1,DES,JPH2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.5,"FBLN1,MGP,MFAP4,MFAP5,IGFBP6",adventitial cell,adventitial cell,CL:0002503,fibroblast
Lung,5,0.5,"APOE,FABP4,MARCO,MS4A7,C1QA",macrophage,macrophage,CL:0000235,alveolar macrophage
Lung,5,0.5,"TPSB2,KIT,CD69,VWA5A,TPSAB1",basophil,basophil,CL:0000767,mast cell
Lung,5,0.5,"S100A8,S100A9,MNDA,CD300E,VSIR",classical monocyte,classical monocyte,CL:0000860,monocyte
Lung,5,0.5,"NPR3,CXCL12,SERPINE2,NOS1,SSTR1",endothelial cell of artery,endothelial cell of artery,CL:1000413,nonclassical monocyte
Lung,5,0.5,"C20orf85,TSPAN1,CAPS,C9orf24,TMEM190",lung ciliated cell,lung ciliated cell,CL:1000271,goblet cell
Lung,5,0.5,"S100B,GPR183,PKIB,CD1E,CST7",dendritic cell,dendritic cell,CL:0000451,alveolar macrophage
Lung,5,0.5,"TSPAN1,BPIFB1,SCGB1A1,SERPINB3,MSMB",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,5,0.5,"TACSTD2,S100A2,KRT19,IGFBP2,KRT5",basal cell,basal cell,CL:0000646,epithelial cell
Lung,5,0.5,"SPAG4,DERL3,IGHG2,JCHAIN,MZB1",plasma cell,plasma cell,CL:0000786,plasma cell
Lung,5,0.5,"IGHM,TNFRSF13C,BLK,LINC01781,VPREB3",b cell,B cell,CL:0000236,B cell
Lung,5,0.5,"PRB1,LINC01829,TTYH1,LPO,SLC5A1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,Goblet cells
Lung,5,0.5,"RNASE6,CD163,FGL2,AIF1,MAFB",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage
Lung,5,0.5,"CLDN5,LRRC32,VWF,MT1M,RAMP2",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell
Lung,5,0.5,"HPGD,GNG11,EDNRB,IL1RL1,EMCN",capillary aerocyte,,,endothelial cell
Lung,5,0.5,"ITLN2,MYRF,SCEL,MS4A15,NCKAP5",type i pneumocyte,type I pneumocyte,CL:0002062,cell_type_name
Lung,5,0.5,"IGFBP7,LIFR,SPARCL1,CLU,RAMP3",vein endothelial cell,vein endothelial cell,CL:0002543,"The provided markers do not match any specific cell type directly, but they might suggest the presence of a lung endothelial cell population or alveolar fibroblasts."
Lung,5,0.5,"RARRES2,DCN,FBLN1,MGP,MFAP4",alveolar fibroblast,,,myofibroblast cell
Lung,5,0.5,"GPR182,MMRN1,SCN3B,STAB2,CCL21",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell
Lung,5,0.5,"DES,CNN1,PLN,CARMN,PPP1R14A",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,5,0.5,"MZB1,LAMP5,CLEC4C,AL139020.1,LILRA4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell
Lung,5,0.5,"WFDC2,ELF3,GPRC5A,CYP2B7P,NEDD4L",club cell,club cell,CL:0000158,club cell
Lung,5,0.5,"ACKR1,VWF,NPDC1,LIFR,CLDN5",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,Endothelial cell
Lung,5,0.5,"MYH11,BGN,CCN5,COX4I2,LMOD1",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,smooth muscle cell
Lung,5,0.5,"GPR1,MKRN9P,FABP7,LINC01902,LRRC38",myofibroblast cell,myofibroblast cell,CL:0000186,Ciliated Cells
Lung,5,0.5,"BGN,INMT,RGN,HIGD1B,KCNK3",pericyte cell,pericyte,CL:0000669,pulmonary fibroblast
Lung,5,0.5,"VIPR2,SYT4,ROR2,ITLN1,HAS1",mesothelial cell,mesothelial cell,CL:0000077,Pulmonary Neuroendocrine Cell
Lung,5,0.5,"CARMN,BMP5,COL1A2,AL135910.1,CACNA1C",fibroblast,fibroblast,CL:0000057,smooth muscle cell
Lung,5,0.5,"CD300E,AIF1,FCN1,CORO1A,FGL2",intermediate monocyte,intermediate monocyte,CL:0002393,nonclassical monocyte
Lung,5,0.5,"ATP6V1G3,HEPACAM2,CLNK,ASCL3,PROX1",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,mixture of cell types
Lung,5,0.75,"LMO7,DST,SPOCK2,GPRC5A,ARHGEF26,EMP2,RTKN2",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,pulmonary alveolar type 2 cell
Lung,5,0.75,"LINC00926,MS4A1,BANK1,CD79A,CD22,ADAM28,SP140",B,B cell,CL:0000236,B cell
Lung,5,0.75,"KRT15,ITGA2,KRT17,DST,KRT19,S100A2,PERP",Basal,basal cell,CL:0000646,basal epithelial cell
Lung,5,0.75,"FCN1,METTL9,CD99,S100A8,CSF3R,S100A12,VCAN",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
Lung,5,0.75,"ITK,CD2,CD6,IL7R,LEF1,BCL11B,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,5,0.75,"CCDC170,FANK1,DNAH6,C20orf85,CAPS,RSPH1,ZMYND10",Ciliated,ciliated cell,CL:0000064,Ciliated Epithelial Cells
Lung,5,0.75,"FCGR2B,MS4A6A,CLEC10A,FPR3,GPR183,HLA-DQA1,HLA-DMB",Dendritic,dendritic cell,CL:0000451,nonclassical monocyte
Lung,5,0.75,"FBLN1,C1S,C3,CFD,DCN,C1R,LUM",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,5,0.75,"TIMP3,PPFIBP1,PROX1,IGFBP7,TFF3,TFPI,TBX1",Lymphatic,,,mixture of cell types
Lung,5,0.75,"ITGAX,MARCO,C1QB,GPD1,APOC1,C1QA,ACP5",Macrophage,macrophage,CL:0000235,macrophage
Lung,5,0.75,"GZMB,CD247,PYHIN1,KLRD1,PRF1,SPON2,KLRF1",Natural Killer,natural killer cell,CL:0000623,natural killer cell
Lung,5,0.75,"MANF,SEC11C,TNFRSF17,SSR4,HSP90B1,DERL3,PRDX4",Plasma,plasma cell,CL:0000786,No specific lung cell type identified
Lung,5,0.75,"LPCAT1,SLC34A2,NAPSA,ABCA3,SFTPC,SFTPB,LAMP3",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,pulmonary alveolar type 2 cell
Lung,5,0.75,"MS4A2,GRAP2,HDC,HPGDS,CD44,GATA2,KIT",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,5,0.75,"RPS19,FCN1,AIF1,SAT1,FCGR3A,LST1,IFITM2",CD16+ Monocyte,,,nonclassical monocyte
Lung,5,0.75,"CDH5,CDC42EP1,PODXL,FLNB,RAMP3,BTNL9,CD81",Capillary,,,endothelial cell
Lung,5,0.75,"CD8A,GZMA,CD3G,CD3D,CD8B,RPL34,RPS27",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,5,0.75,"CYB5A,PIGR,WFDC2,SFTPB,SCGB3A2,CEACAM6,KIAA1324",Club,club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,5,0.75,"COL6A3,COL3A1,BGN,ASPN,ITGBL1,COL1A1,POSTN",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,5,0.75,"IL3RA,TYROBP,IRF4,NPC2,GZMB,PPP1R14B,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural_killer_t_cell
Lung,5,0.75,"ANLN,TYMS,STMN1,TPX2,KPNA2,H2AFZ,BIRC5",Proliferating Macrophage,,,proliferating cell
Lung,5,0.75,"CENPF,HMGB2,BIRC5,SMC4,NUSAP1,UBE2C,TOP2A",Proliferating NK/T,,,proliferating cell
Lung,5,0.75,"INHBB,PLVAP,VWF,SPARCL1,SPRY1,ENPP2,ZNF385D",Bronchial Vessel,,,pulmonary endothelial cell
Lung,5,0.75,"SCGB1A1,SCGB3A1,WFDC2,SAA1,SLPI,RARRES1,BPIFB1",Mucous,,,club cell
Lung,5,0.75,"VWF,SRPX,PLA1A,TGM2,SELP,CPE,PRSS23",Vein,,,endothelial cell
Lung,5,0.75,"COL4A1,PDGFRB,TACC1,CHN1,CALD1,NID1,LAMB1",Pericyte,pericyte,CL:0000669,fibroblast
Lung,5,0.75,"TPM2,CSRP1,CALD1,ACTA2,DSTN,MYL9,DES",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.75,"GJA5,EPAS1,FBLN5,HEY1,DKK2,EFNB2,SEMA3G",Artery,,,endothelial cell
Lung,5,0.75,"TBX2,STXBP6,HPGD,ESAM,APP,CLDN5,EDNRB",Capillary Aerocyte,,,endothelial cell
Lung,5,0.75,"RALA,WWTR1,EPAS1,SRSF11,VAT1,SH3BP5,ACVRL1",Capillary Intermediate,,,Endothelial Cell
Lung,5,0.75,"OSR1,CCDC71L,STEAP1,CPXM1,FGF7,HAS1,C3",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,type II alveolar cells
