tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_cell_type
Lung,4,1.0,"GENE33,GENE32,PTPRC,GENE43,GENE75,SKAP1,SYTL3,ITK,THEMIS,GENE13,GENE52,GENE5,GENE84,GENE14,PARP8,GENE3,FYN,FKBP5,ARHGAP15,BCL2",Immune (T cell),T cell,CL:0000084,unidentified cell type
Lung,4,1.0,"GENE27,GENE33,TFRC,PLXDC2,MSR1,ZEB2,GENE63,FMNL2,SLC11A1,DOCK8,GENE54,PPARG,RNF149,GENE80,GENE10,GENE17,GENE59,GPCPD1,GENE36,GENE83",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,insufficient_information
Lung,4,1.0,"GENE61,GENE86,GENE34,SLC24A3,SRGN,GENE75,TPSAB1,SAMSN1,GENE18,TPSB2,SYTL3,GENE46,KIT,IL18R1,FER,GENE17,GENE74,GENE59,GENE44,ARHGAP15",Immune (mast cell),mast cell,CL:0000097,mast cell
Lung,4,1.0,"GENE33,GENE77,GENE43,GENE53,GENE82,EBF1,GENE52,GENE69,PRKG1,ACTA2,LPP,GENE31,CALD1,INPP4B,CACNA1C,TPM1,GENE92,DMD,MYH11,GENE55",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192",smooth muscle cell
Lung,4,1.0,"GENE1,GENE8,GENE61,TCF4,CALCRL,PTPRM,GENE64,PTPRB,GENE13,GENE57,GENE69,EGFL7,GENE59,GENE66,LDB2,ST6GALNAC3,TIMP3,PECAM1,EPAS1,GENE73",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,unable to classify
Lung,4,1.0,"GENE61,GENE88,PLXDC2,GENE53,LAMA2,PLEKHH2,ARHGAP6,GENE93,GENE11,GENE17,ROBO2,GENE91,PRKG1,GENE38,SLIT2,GENE25,GENE44,LSAMP,RBMS3,RORA",Fibroblast,fibroblast,CL:0000057,smooth muscle cell
Lung,4,1.0,"TBXAS1,GENE94,GENE19,SRGN,PLXDC2,GENE43,ZEB2,GENE15,PIK3R5,SLC8A1,GENE22,GENE47,GENE62,GENE57,CD74,GENE66,GENE72,FKBP5,CHST11,CTSB",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235",pulmonary alveolar type 2 cell
Lung,4,1.0,"GENE1,GENE26,GENE61,FOXO1,GENE58,GHR,ADIPOQ,PLIN1,GENE6,EBF1,GENE20,GENE47,GENE57,PPARG,GENE91,GENE85,ACSL1,PLIN2,LPIN1,G0S2",Adipocyte,fat cell,CL:0000136,adipocyte
Lung,4,1.0,"GENE100,GENE58,AGER,EMP2,GENE56,GENE29,GENE74,CAV1,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,alveolar epithelial cell
Lung,4,1.0,"GENE22,GENE47,NKX2-1,SLC34A2,LAMP3,SFTPC,SFTPB,GENE20,GENE4,GENE31",Alveolar Type II,type II pneumocyte,CL:0002063,alveolar epithelial cell
Lung,4,1.0,"GENE82,GENE19,GENE7,GENE30,GENE3,CD24,CXCR3,CD1c,FAS,CR2",B cell_memory,memory B cell,CL:0000787,unidentified cell type
Lung,4,1.0,"GENE94,GENE58,GENE8,GENE52,TUBA1A,HYDIN,FAM92B,GENE95,GENE60,GENE88,FOXJ1,DNAH5,DNAI1,DNAI2,CDHR3,GENE31",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,ciliated epithelial cell
Lung,4,1.0,"GENE22,SCGB3A2,GENE70,SCGB1A1,GENE56,BPIFA1,GENE48,SCGB3A1,GENE43,SLPI,MUC5B,GENE99,GENE51,CYP2F2",Club Epithelial,club cell,CL:0000158,goblet cell
Lung,4,1.0,"GENE30,GENE68,GENE40,NEGR1,COL4A1,GENE32,GENE34,GENE88,GENE77,COL5A1,COL1A1,IGFBP5,FBN1,VIM,COL5A2,IL33,GENE46,GENE65,HGF,GENE79,COL18A1,COL6A3,GENE67,GENE57,GENE69,GENE11,GENE5,GENE87,FBLN1,DCN,GENE76,GENE74,SLIT2,FN1,DDR2,CCN2,GENE21,IGFBP3,COL6A6,GENE37,IL6,GENE60,COL3A1,COL6A1,COL1A2,COL6A2,GENE81,GENE99,GENE23,GENE83",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,4,1.0,"GENE100,RELN,GENE8,GENE52,GENE36,FLT4,CCL21,MMRN1,PROX1,LYVE1,GENE4,GENE59",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of artery
Lung,4,1.0,"GENE1,GENE9,GENE7,GENE8,LYZ,GENE27,GENE68,C1QA,GENE70,PTPRC,LYVE1,CD68,MSR1,GENE75,GENE41,GENE58,GENE63,SLC11A1,MERTK,GENE89,CPM,CD163,MS4A6A,GENE13,RBPJ,MS4A4A,CD74,GENE80,GENE69,GENE10,GENE91,GENE84,CD36,GENE4,MR1,CSF1R,MRC1,GENE73",Macrophage,macrophage,CL:0000235,macrophage
Lung,4,1.0,"KIT,GENE66,GENE27,GENE68,GENE40,HDC,TPSB2,CD69,GENE42,GENE71,FCER1A,TPSAB1",Mast Cell,mast cell,CL:0000097,mast cell
Lung,4,1.0,"GENE45,MYO1B,GENE97,CSPG4,GENE90,MCAM,GENE88,GENE96,GENE23,GENE76,ACTA2,GENE74,ANPEP,DES,PDGFRB,GENE41",Pericyte,pericyte,CL:0000669,pericyte
Lung,4,1.0,"GENE26,GENE19,MYOCD,GENE98,GENE28,SMTN,ACTG2,GUCY1A3,PALLD,GENE6,GENE46,ACTN1,VCL,DES,GENE52,GENE84,GUCY1B3,GENE49,ACTA2,CNN1,GENE14,TAGLN,GENE66,GENE3,GENE37,GENE83,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,4,1.0,"GENE9,GENE32,PTPRC,GENE28,SKAP1,NKG7,TRAC,IL7R,CD3E,CD96,THEMIS,CD3D,GENE78,GENE57,CD3G,GENE80,GENE29,GENE85,GENE76,GENE31,CD247,TRBC1,GENE44,GENE92,CD69,GENE99",T cell,T cell,CL:0000084,natural killer cell
Lung,4,1.0,"GENE94,GENE98,NOSTRIN,GENE68,VWF,EPHB4,GENE63,RAMP3,GENE12,PTPRB,GENE52,CLDN5,GENE35,GENE54,BACE2,CD300LG,LDB2,GENE44,PECAM1,GENE41",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell
Lung,4,1.0,"GENE36,NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,alveolar epithelial cell type II
Lung,4,1.0,"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM,GENE54",neutrophil,neutrophil,CL:0000775,neutrophil
Lung,4,1.0,"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2,GENE41","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,T cell
Lung,4,1.0,"GENE10,CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,cytotoxic T cell
Lung,4,1.0,"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1,GENE30",nk cell,natural killer cell,CL:0000623,natural killer cell
Lung,4,1.0,"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2,GENE97",bronchial vessel endothelial cell,,,Fibroblast
Lung,4,1.0,"GENE84,ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2",smooth muscle cell,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,4,1.0,"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP,GENE70",adventitial cell,adventitial cell,CL:0002503,smooth muscle cell
Lung,4,1.0,"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4,GENE57",macrophage,macrophage,CL:0000235,macrophage
Lung,4,1.0,"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A,GENE51",basophil,basophil,CL:0000767,basophil
Lung,4,1.0,"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR,GENE49",classical monocyte,classical monocyte,CL:0000860,neutrophil
Lung,4,1.0,"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2,GENE5",endothelial cell of artery,endothelial cell of artery,CL:1000413,pulmonary endothelial cell
Lung,4,1.0,"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1,GENE52",lung ciliated cell,lung ciliated cell,CL:1000271,multiciliated epithelial cell
Lung,4,1.0,"GENE43,FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A",dendritic cell,dendritic cell,CL:0000451,natural killer t cell
Lung,4,1.0,"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1,GENE8",respiratory goblet cell,respiratory goblet cell,CL:0002370,club cell
Lung,4,1.0,"GENE88,S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2",basal cell,basal cell,CL:0000646,epithelial cell
Lung,4,1.0,"GENE56,JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4",plasma cell,plasma cell,CL:0000786,pulmonary alveolar type 2 cell
Lung,4,1.0,"GENE88,CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5",b cell,B cell,CL:0000236,B cell
Lung,4,1.0,"GENE100,PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,goblet cell
Lung,4,1.0,"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1,GENE34",non-classical monocyte,non-classical monocyte,CL:0000875,intermediate monocyte
Lung,4,1.0,"GENE28,FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32",capillary endothelial cell,capillary endothelial cell,CL:0002144,cell_type_name
Lung,4,1.0,"GENE78,EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2",capillary aerocyte,,,pulmonary_endothelial_cell
Lung,4,1.0,"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5,GENE32",type i pneumocyte,type I pneumocyte,CL:0002062,Club Cell
Lung,4,1.0,"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU,GENE58",vein endothelial cell,vein endothelial cell,CL:0002543,pulmonary capillary endothelial cell
Lung,4,1.0,"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS,GENE52",alveolar fibroblast,,,lung fibroblast
Lung,4,1.0,"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2,GENE48",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,specialized endothelial cell
Lung,4,1.0,"GENE1,MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,smooth muscle cell
Lung,4,1.0,"AL139020.1,PLD4,MZB1,LILRA4,SCT,SPIB,CLEC4C,LAMP5,FAM129C,AL357143.1,GENE23",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,nonclassical monocyte
Lung,4,1.0,"SCGB3A2,CYP2B7P,CEACAM6,WFDC2,FOLR1,GPRC5A,NEDD4L,PIGR,ELF3,SFTPB,GENE34",club cell,club cell,CL:0000158,pulmonary alveolar type 2 cell
Lung,4,1.0,"GENE96,ACKR1,SPARCL1,VWF,PLVAP,IGFBP7,NPDC1,CLDN5,LIFR,C7,CLU",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell
Lung,4,1.0,"GENE81,PPP1R14A,CCN5,BGN,MYH11,PDGFRB,COX4I2,C2orf40,PRELP,LMOD1,GJA4",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,endothelial cell of artery
Lung,4,1.0,"AC005821.1,LRRC38,MKRN9P,KCTD8,RSPO1,GPR1,SYT4,PLPPR4,LINC01902,FABP7,GENE95",myofibroblast cell,myofibroblast cell,CL:0000186,goblet cell
Lung,4,1.0,"GENE14,COX4I2,TPM2,BGN,PDGFRB,HIGD1B,PPP1R14A,INMT,KCNK3,RGN,NDUFA4L2",pericyte cell,pericyte,CL:0000669,pericyte
Lung,4,1.0,"ITLN1,PRG4,HAS1,CPB1,BCHE,VIPR2,BNC1,SYT4,ROR2,RSPO1,GENE90",mesothelial cell,mesothelial cell,CL:0000077,goblet cell
Lung,4,1.0,"GENE5,AC009269.2,SCN7A,BMP5,AL135910.1,SGIP1,CARMN,CACNA1C,COL1A2,ABCA6,TARID",fibroblast,fibroblast,CL:0000057,pulmonary alveolar type 2 cell
Lung,4,1.0,"GENE28,FCN1,RNASE2,CD300E,VCAN,FGL2,LILRB2,MPEG1,CORO1A,LILRA1,AIF1",intermediate monocyte,intermediate monocyte,CL:0002393,classical monocyte
Lung,4,1.0,"ASCL3,CEL,HEPACAM2,ATP6V1G3,CLCNKB,CLNK,LINC01187,TMPRSS11E,PROX1,DGKI,GENE3",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,goblet cell
Lung,5,0.25,"ARHGEF26,LMO7,AGER,EMP2,RTKN2,GPRC5A,SPOCK2,GENE56,DST,SCEL,GENE48,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,pulmonary alveolar type 1 cell
Lung,5,0.25,"GENE21,MS4A1,LINC00926,BLK,SP140,GENE86,CD79A,BANK1,CD22,VPREB3,CD79B,ADAM28",B,B cell,CL:0000236,pulmonary alveolar type 2 cell
Lung,5,0.25,"CLDN1,S100A2,KRT15,KRT5,FHL2,GENE92,DST,KRT17,PERP,GENE91,ITGA2,KRT19",Basal,basal cell,CL:0000646,basal epithelial cell
Lung,5,0.25,"CSF3R,S100A9,S100A8,CTSS,METTL9,GENE95,GENE5,CD99,VCAN,S100A12,FCN1,CD300E",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,neutrophil
Lung,5,0.25,"CD2,MALAT1,BCL11B,GENE57,CD6,GENE86,CAMK4,LEF1,TRAT1,IL7R,ITK,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,smooth muscle cell
Lung,5,0.25,"GENE65,C20orf85,DNAH6,FAM92B,GENE69,RSPH1,CCDC170,CAPS,ZMYND10,CDHR3,SNTN,FANK1",Ciliated,ciliated cell,CL:0000064,goblet cell
Lung,5,0.25,"FCGR2B,HLA-DMB,GENE98,HLA-DQA1,CLEC10A,CSF2RA,GPR183,FPR3,HLA-DPB1,RGS1,GENE85,MS4A6A",Dendritic,dendritic cell,CL:0000451,intermediate monocyte
Lung,5,0.25,"C1S,LUM,ABLIM1,CFD,C3,C1R,FBLN1,GENE92,DCN,SLIT2,GENE16,ADH1B",Fibroblast,fibroblast,CL:0000057,fibroblast
Lung,5,0.25,"TFF3,GENE39,GENE100,TFPI,CCL21,IGFBP7,MMRN1,PKHD1L1,PROX1,PPFIBP1,TIMP3,TBX1",Lymphatic,,,pulmonary endothelial cell
Lung,5,0.25,"APOC1,GENE58,C1QB,C1QA,VSIG4,SLCO2B1,ACP5,ITGAX,GENE38,GPD1,MARCO,OLR1",Macrophage,macrophage,CL:0000235,cell_type_name
Lung,5,0.25,"GENE45,KLRF1,GENE94,GNLY,GZMB,FCGR3A,NKG7,PYHIN1,KLRD1,SPON2,PRF1,CD247",Natural Killer,natural killer cell,CL:0000623,natural killer t cell
Lung,5,0.25,"PRDX4,MANF,SSR4,GENE30,XBP1,POU2AF1,TNFRSF17,HSP90B1,MZB1,DERL3,SEC11C,GENE83",Plasma,plasma cell,CL:0000786,plasma cell
Lung,5,0.25,"SFTPA2,GENE89,SLC34A2,SFTPC,LAMP3,ABCA3,GENE29,SFTPA1,SFTPD,SFTPB,NAPSA,LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,alveolar epithelial cell
Lung,5,0.25,"KIT,VWA5A,CPA3,HPGDS,GRAP2,HDC,CD44,MS4A2,GENE91,GENE38,TPSAB1,GATA2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",mast cell
Lung,5,0.25,"LILRB2,GENE21,GENE86,COTL1,RPS19,LST1,AIF1,FCGR3A,SAT1,RHOC,FCN1,IFITM2",CD16+ Monocyte,,,intermediate monocyte
Lung,5,0.25,"CDC42EP1,NOSTRIN,PODXL,CDH5,RAMP3,BTNL9,GENE12,CD81,FCN3,EPAS1,FLNB,GENE55",Capillary,,,smooth muscle cell
Lung,5,0.25,"GENE47,CD3D,GZMH,CD3G,CD8B,CCL5,RPL34,NKG7,CD8A,GZMA,RPS27,GENE51",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,T cell
Lung,5,0.25,"GENE82,SCGB3A2,GENE8,DSTN,CYB5A,CEACAM6,PIGR,CTSE,SFTPB,WFDC2,C16orf89,KIAA1324",Club,club cell,CL:0000158,goblet cell
Lung,5,0.25,"CALD1,ASPN,COL6A3,POSTN,LTBP1,BGN,GENE12,COL3A1,COL1A1,COL1A2,GENE77,ITGBL1",Myofibroblast,myofibroblast cell,CL:0000186,fibroblast
Lung,5,0.25,"PTPRE,GZMB,IRF7,GENE72,TYROBP,GENE18,PLD4,NPC2,PPP1R14B,IL3RA,IRF4,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,natural killer t cell
Lung,5,0.25,"TPX2,BIRC5,NUSAP1,STMN1,GENE93,UBE2C,TYMS,ANLN,KPNA2,CDK1,H2AFZ,GENE97",Proliferating Macrophage,,,Proliferating/Dividing Cells
Lung,5,0.25,"BIRC5,NUSAP1,KIF2C,SMC4,GENE36,GENE33,UBE2C,H2AFV,AURKB,CENPF,HMGB2,TOP2A",Proliferating NK/T,,,proliferating cell
Lung,5,0.25,"GENE13,POSTN,GENE57,VWF,COL15A1,ZNF385D,ENPP2,PLVAP,EMCN,INHBB,SPARCL1,SPRY1",Bronchial Vessel,,,endothelial cell
Lung,5,0.25,"GENE20,GENE68,BPIFB1,SAA1,SCGB1A1,RARRES1,MSMB,SCGB3A1,SLPI,LCN2,WFDC2,MUC5B",Mucous,,,goblet cell
Lung,5,0.25,"PTPRB,GENE9,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE74,SRPX,SLCO2A1",Vein,,,endothelial cell
Lung,5,0.25,"CHN1,CALD1,COL4A2,GENE65,NID1,COL4A1,LAMB1,COX4I2,GENE74,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,myofibroblast cell
Lung,5,0.25,"CALD1,TPM2,PLN,GENE79,DSTN,CSRP1,GENE42,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell
Lung,5,0.25,"PTPRB,DKK2,HEY1,GENE40,GJA5,FBLN5,SEMA3G,EFNB2,BMX,GENE2,EPAS1,ARGLU1",Artery,,,pulmonary endothelial cell
Lung,5,0.25,"HPGD,CYP3A5,CLDN5,APP,STXBP6,TBX2,GENE83,EMCN,SOSTDC1,GENE31,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell of artery
Lung,5,0.25,"IPO7,SH3BP5,GENE57,RALA,GALNT18,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1,GENE41",Capillary Intermediate,,,Not identified
Lung,5,0.25,"C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,GENE95,CPXM1,HAS1,GENE14",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell
Lung,5,0.25,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE68,GENE42,SLPI",Mesothelial,mesothelial cell,CL:0000077,goblet cell
Lung,5,0.25,"GENE1,CMTM5,TUBB1,GRAP2,ITGA2B,CABP5,GENE96,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",other
Lung,5,0.25,"CD2,GNLY,CTSW,S100A6,GENE32,CCL5,GENE71,CEBPB,CXCR4,CD7,LGALS1,ZFP36L2",Natural Killer T,,,immune cell
Lung,5,0.25,"CLU,GENE94,CST5,MET,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1,GENE73",Fibromyocyte,,,goblet cell
Lung,5,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,GENE72,GENE27,AGR2,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,pulmonary alveolar type 2 cell
Lung,5,0.25,"TFF3,TMPRSS11E,PHGR1,BSND,FOXI1,GENE71,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,GENE31,ASCL3",Ionocyte,ionocyte,CL:0005006,goblet cell
Lung,5,0.25,"GENE62,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,SEC11C,SCGN,CPE,GENE49,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,pulmonary neuroendocrine cell
Lung,5,0.25,"TCN1,LPO,PHB,LYZ,GENE58,GENE18,TESC,ZG16B,PRR4,PRB3,PRH2,PRB4",Serous,serous secreting cell,CL:0000313,goblet cell
Lung,5,0.25,"C1QB,LYZ,GENE41,FCER1G,C1QA,LAPTM5,GENE18,AIF1,C1QC,HLA-DRB1,CTSZ,CTSL",Macrophages,macrophage,CL:0000235,macrophage
Lung,5,0.25,"GNLY,GZMB,GENE8,CTSW,CST7,CD7,CCL5,NKG7,GZMA,GENE49,CCL4,PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,cytotoxic T cell
Lung,5,0.25,"S100A14,GENE74,SLC34A2,CYB5A,SLC39A8,SFTA2,GENE80,SFTPD,NAPSA,MUC1,SFTA3,PEBP4",AT2,type II pneumocyte,CL:0002063,serous secreting cell
Lung,5,0.25,"CLEC14A,ACKR1,GENE93,MGP,RAMP3,RAMP2,GENE87,IGFBP7,VWF,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Lung,5,0.25,"CD2,GENE9,CD3D,GENE21,IL32,CD69,CCL5,TRAC,CXCR4,CD3E,TRBC2,CORO1A",T cell lineage,T cell,CL:0000084,T cell
Lung,5,0.25,"CLEC14A,TM4SF1,CLDN5,GENE79,GENE33,IFI27,SOX17,A2M,CRIP2,PECAM1,SPARCL1,GIMAP7",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Lung,5,0.25,"GENE9,CALD1,LUM,C1S,BGN,MGP,IGFBP7,COL6A1,DCN,COL1A2,SPARC,GENE99",Fibroblasts,fibroblast,CL:0000057,myofibroblast cell
Lung,5,0.25,"AGER,EMP2,FXYD3,SFTA2,GENE87,CEACAM6,ADIRF,CAV1,KRT7,HOPX,TSPAN13,GENE59",AT1,type I pneumocyte,CL:0002062,alveolar epithelial cell type I
Lung,5,0.25,"RP11-356K23.1,C12orf75,GSTA1,CD24,GENE40,FAM229B,TMEM231,GENE56,RP11-295M3.4,C11orf97,C5orf49,SNTN",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,unidentified_cell_type
Lung,5,0.25,"LTB,MS4A1,IGHA1,IGLC2,CD79A,TSC22D3,IGKC,GENE2,CORO1A,CD37,GENE51,ISG20",B cell lineage,B cell,CL:0000236,B cell
Lung,5,0.25,"GENE82,CXCL17,GENE21,KRT7,BPIFB1,CEACAM6,TACSTD2,PIGR,MUC1,WFDC2,CP,KRT19",Secretory,secretory cell,CL:0000151,goblet cell
Lung,5,0.25,"CD14,S100A9,S100A8,FCER1G,GENE27,COTL1,GENE95,LST1,AIF1,VCAN,S100A12,FCN1",Monocytes,monocyte,CL:0000576,classical monocyte/intermediate monocyte
Lung,5,0.25,"TCN1,SELM,MARCKSL1,LTF,ZG16B,GENE71,PIP,PIGR,GENE85,CCL28,SEC11C,AZGP1",Submucosal Secretory,,,goblet cell
Lung,5,0.25,"CLEC14A,TM4SF1,CLDN5,AQP1,CDH5,IFI27,GENE76,PECAM1,SPARCL1,EGFL7,HYAL2,GENE38",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Lung,5,0.25,"SDPR,GENE1,TM4SF1,CLDN5,CCL21,RAMP2,ECSCR,GENE10,IGFBP7,MMRN1,GNG11,PPFIBP1",Lymphatic EC mature,,,smooth muscle cell
Lung,5,0.25,"TFF3,SDPR,AKAP12,CLDN5,TCF4,CCL21,GENE10,IGFBP7,GNG11,GENE31,TIMP3,TFPI",Lymphatic EC differentiating,,,pulmonary endothelial cell
Lung,5,0.25,"HLA-DQB1,HLA-DQA1,HLA-DPA1,ITGB2,GPR183,GENE11,HLA-DPB1,HLA-DRB1,HLA-DMA,CORO1A,MS4A6A,GENE83",Dendritic cells,dendritic cell,CL:0000451,intermediate monocyte
Lung,5,0.25,"CALD1,TPM2,CYR61,MT1X,GENE14,CTGF,GPX3,IGFBP5,SPARCL1,PRELP,GENE51,TAGLN",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell
Lung,5,0.25,"KIT,VWA5A,C1orf186,CPA3,HPGDS,MS4A2,TPSB2,GENE74,GENE43,TPSAB1,RGS13,GATA2",Mast cells,mast cell,CL:0000097,mast cell
Lung,5,0.25,"GENE50,TPM2,PLN,LMOD1,IGFBP7,FLNA,GENE42,ACTG2,SELM,PPP1R14A,DES,NEXN",Fibromyocytes,,,smooth muscle cell
Lung,5,0.25,"S100A16,EID1,GENE89,ECSCR,MARCKS,TUBB,ARPC1A,HMGN1,GENE6,LSM2,COX20,HMGN2",Lymphatic EC proliferating,,,endothelial cell
Lung,5,0.25,"GENE45,FBXL7,GENE63,LDB2,TSHZ2,MMRN1,PKHD1L1,SEMA3A,KALRN,ST6GALNAC3,PPFIBP1,CD36",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,"pulmonary alveolar type 2 cell, endothelial cell of artery"
Lung,5,0.25,"GENE13,LMO7,RAB11FIP1,EMP2,NCKAP5,GENE84,RBMS3,NTM,KHDRBS2,LIMCH1,LAMA3,ST6GALNAC5",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,smooth muscle cell
Lung,5,0.25,"MACROD2,AUTS2,GENE97,GENE54,ZNF385B,SFTPC,ABCA3,ANK3,SFTPB,PDE4D,LRRK2,ERBB4",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,alveolar type II cell
Lung,5,0.25,"MACROD2,GLIS3,SSBP2,GENE51,EYA2,XPR1,RBMS3,KRT17,GENE77,TP63,FAF1,CACHD1",Epithelial cell (basal),basal cell,CL:0000646,goblet cell
Lung,5,0.25,"TMEM232,DNAH12,CFAP54,DNAH7,STK33,HYDIN,CDHR3,LRRIQ1,GENE85,AGBL4,GENE14,C4orf22",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,goblet cell
