,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
413,413,413,413,413,413,1,Lung,1.0,"GENE39,COX5A,GENE98,GENE34,WFDC2,PSCA,TXN,GENE12,FAM3D,GENE13,CXCL17,AGR2,GENE5,GENE56,GENE14,GABRP,CLIC1,S100P,GENE3,GENE92",Goblet,goblet cell,CL:0000160,Epithelial cells,CL:0000066,Type II pneumocytes,GO:0060510,Goblet cells,10. Secretory cells,CL:0000160,CL:0000151,goblet cell,secretory cell,epithelial cell,type II pneumocyte differentiation,0,-1,1,-1,0.7500,-1,1.0000,0.2000
414,414,414,414,414,414,1,Lung,1.0,"TMPRSS11E,GENE90,GENE16,GENE12,STAC2,GENE6,ASCL3,GENE47,GENE52,BSND,GENE54,GENE5,HEPACAM2,GENE42,MFSD6L,TFF3,PHGR1,GENE66,FOXI1,ATP6V1B1",Ionocyte,ionocyte,CL:0005006,Epithelial cells,CL:0000066,Macrophages,CL:0000235,Submucosal Gland Acinar Cells,11. Secretory cells,CL:0002140,CL:0000151,acinar cell of sebaceous gland,secretory cell,epithelial cell,macrophage,-1,-1,1,-1,0.7500,0.2857,0.4286,0.2000
415,415,415,415,415,415,1,Lung,1.0,"GENE61,FAM46A,GENE70,NENF,BEX1,GENE16,PCSK1N,EGR1,GENE15,PRDX2,GENE18,CPE,GENE50,GENE93,GENE11,GENE5,GENE21,CHGA,SCGN,SEC11C",Neuroendocrine,neuroendocrine cell,CL:0000165,Neurons,CL:0000540,Dendritic cells,CL:0000451,Enteroendocrine Cells,12. Neuroendocrine cells,CL:0000164,CL:0000165,enteroendocrine cell,neuroendocrine cell,neuron,dendritic cell,2,0,2,-1,0.6667,0.2857,0.6000,1.0000
416,416,416,416,416,416,1,Lung,1.0,"GENE19,LPO,LYZ,GENE68,GENE40,ZG16B,PRH2,GENE18,PRB4,GENE78,GENE35,GENE57,GENE87,TESC,GENE29,GENE84,PRR4,TCN1,PRB3,PHB",Serous,serous secreting cell,CL:0000313,Goblet cells,CL:0000160,Neutrophils,CL:0000775,Gastric chief cells,13. Salivary gland cells,CL:0000155,CL:0009005,peptic cell,salivary gland cell,goblet cell,neutrophil,-1,-1,-1,-1,0.1429,0.1250,0.3333,0.1667
417,417,417,417,417,417,1,Lung,1.0,"GENE39,LYZ,C1QA,AIF1,CTSZ,GENE51,GENE100,FCER1G,GENE18,C1QC,C1QB,GENE57,LAPTM5,GENE87,GENE17,GENE97,CTSL,GENE36,HLA-DRB1,GENE83",Macrophages,macrophage,CL:0000235,Macrophages,CL:0000235,Endothelial cells,CL:0000115,Macrophages,14. Myeloid cells,CL:0000235,CL:0000763,macrophage,myeloid cell,macrophage,endothelial cell,0,2,0,-1,1.0000,0.3333,1.0000,0.6000
418,418,418,418,418,418,1,Lung,1.0,"GENE90,CST7,GZMA,CD7,GENE51,GZMB,NKG7,GENE20,GENE22,CTSW,GENE87,GENE49,GENE74,CCL4,GENE31,PRF1,GNLY,GENE60,CCL5,GENE81",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T cells,CL:0000910,Type I alveolar cells,CL:0002062,Cytotoxic T cells,15. NK cells,CL:0000910,CL:0000623,cytotoxic t cell,natural killer cell,cytotoxic t cell,pulmonary alveolar type 1 cell,-1,0,-1,-1,0.4167,0.1667,0.4167,1.0000
419,419,419,419,419,419,1,Lung,1.0,"SLC34A2,GENE28,SFTPD,GENE75,S100A14,GENE100,GENE6,NAPSA,MUC1,SFTA3,GENE22,GENE35,SFTA2,SLC39A8,GENE74,GENE4,PEBP4,GENE59,CYB5A,GENE48",AT2,type II pneumocyte,CL:0002063,Alveolar epithelial type II cells,CL:0002063,Mast cells,CL:0000097,Alveolar Type II cells,16. Alveolar cells,CL:0002063,CL:0000583,pulmonary alveolar type 2 cell,alveolar macrophage,pulmonary alveolar type 2 cell,mast cell,0,-1,0,-1,1.0000,0.2857,1.0000,0.2500
420,420,420,420,420,420,1,Lung,1.0,"GENE1,GENE39,GENE30,GENE27,GENE90,IGFBP7,VWF,GENE51,RAMP3,GENE46,GENE24,GENE97,CLEC14A,ACKR1,MGP,RAMP2,GENE25,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Alveolar epithelial cells,CL:0000322,Alveolar epithelial cells,CL:0000322,Endothelial Cells,17. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,3,3,-1,-1,0.2222,0.2222,0.5000,0.5000
421,421,421,421,421,421,1,Lung,1.0,"GENE27,IL32,CORO1A,TRAC,CD3E,CD2,GENE65,CD3D,GENE67,GENE24,GENE56,GENE71,GENE85,GENE76,CXCR4,GENE72,CD69,CCL5,GENE81,TRBC2",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,T lymphocytes,CL:0000084,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,T cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
422,422,422,422,422,422,1,Lung,1.0,"GENE8,IFI27,GENE32,GENE88,GIMAP7,GENE73,GENE18,GENE46,TM4SF1,CLDN5,CRIP2,GENE85,GENE42,GENE14,CLEC14A,SOX17,A2M,PECAM1,SPARCL1,GENE83",EC arterial,endothelial cell of artery,CL:1000413,Monocytes,CL:0000576,Bronchial epithelial cells,CL:0002328,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,monocyte,bronchial epithelial cell,3,3,-1,-1,0.2857,0.2222,0.5000,0.5000
423,423,423,423,423,423,1,Lung,1.0,"GENE26,C1S,LUM,BGN,GENE40,IGFBP7,GENE43,SPARC,GENE82,GENE89,GENE12,GENE24,DCN,CALD1,GENE66,MGP,GENE60,COL6A1,COL1A2,GENE41",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,20. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0,1.0000,1.0000,1.0000,1.0000
424,424,424,424,424,424,1,Lung,1.0,"GENE30,GENE40,CEACAM6,GENE88,ADIRF,HOPX,GENE58,EMP2,FXYD3,GENE18,GENE95,CAV1,AGER,SFTA2,GENE14,GENE97,GENE21,GENE60,KRT7,TSPAN13",AT1,type I pneumocyte,CL:0002062,Type I and Type II pneumocytes,GO:0060509,Tumor cells,CL:0001063,Alveolar Type I Cells,21. Alveolar cells,CL:0002062,CL:0000583,pulmonary alveolar type 1 cell,alveolar macrophage,type I pneumocyte differentiation,neoplastic cell,0,-1,-1,-1,-1,0.1250,1.0000,0.2000
425,425,425,425,425,425,1,Lung,1.0,"GENE68,FAM229B,RP11-295M3.4,GENE32,GENE28,SNTN,C12orf75,TMEM231,GENE62,GSTA1,GENE35,GENE24,GENE56,GENE71,GENE31,RP11-356K23.1,CD24,GENE25,C11orf97,C5orf49",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Epithelial cells,CL:0000066,Immune cells,CL:0000738,Neurons,22. Epithelial cells,CL:0000540,CL:0000066,neuron,epithelial cell,epithelial cell,leukocyte,11,2,2,-1,0.6000,0.3333,0.2857,0.6000
426,426,426,426,426,426,1,Lung,1.0,"GENE30,MS4A1,IGLC2,GENE75,CORO1A,LTB,IGHA1,CD79A,ISG20,GENE47,GENE69,GENE87,GENE17,GENE44,GENE60,TSC22D3,IGKC,GENE99,GENE23,CD37",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,B cells,CL:0000236,B Cell,23. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0,1.0000,1.0000,1.0000,1.0000
427,427,427,427,427,427,1,Lung,1.0,"GENE19,GENE68,CEACAM6,GENE32,WFDC2,CP,TACSTD2,MUC1,KRT19,CXCL17,GENE79,GENE67,GENE24,GENE96,PIGR,BPIFB1,GENE25,GENE37,KRT7,GENE41",Secretory,secretory cell,CL:0000151,Mucous cells,CL:0000319,Mucosal-associated lymphoid tissue cells,CL:0000884,Gastric mucous cells,24. Secretory cells,CL:0002181,CL:0000151,mucous neck cell of gastric gland,secretory cell,mucus secreting cell,mucosa-associated lymphoid tissue macrophage,-1,0,-1,-1,0.5000,0.1250,0.5000,1.0000
428,428,428,428,428,428,1,Lung,1.0,"LST1,AIF1,GENE77,GENE75,GENE53,GENE63,S100A8,FCER1G,COTL1,FCN1,GENE13,GENE52,GENE42,VCAN,S100A12,CD14,S100A9,GENE3,GENE37,GENE41",Monocytes,monocyte,CL:0000576,Macrophages,CL:0000235,Macrophages,CL:0000235,Monocytes,25. Myeloid cells,CL:0000576,CL:0000763,monocyte,myeloid cell,macrophage,macrophage,0,2,2,2,0.6667,0.6667,1.0000,0.6000
429,429,429,429,429,429,1,Lung,1.0,"ZG16B,GENE43,CCL28,GENE16,GENE12,LTF,PIP,GENE65,GENE79,MARCKSL1,GENE67,GENE91,GENE42,PIGR,GENE74,TCN1,SELM,GENE21,SEC11C,AZGP1",Submucosal Secretory,,,Neutrophils,CL:0000775,Dendritic cells,CL:0000451,Mammary Epithelial Cells,1. Epithelial cells,CL:0002327,CL:0000066,mammary gland epithelial cell,epithelial cell,neutrophil,dendritic cell,-1,12,-1,-1,0.1667,0.1667,0.2000,0.2500
430,430,430,430,430,430,1,Lung,1.0,"GENE8,GENE61,AQP1,GENE68,IFI27,GENE32,GENE53,GENE62,TM4SF1,CLDN5,GENE35,CDH5,GENE80,GENE2,EGFL7,HYAL2,CLEC14A,PECAM1,SPARCL1,GENE83",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,"Alveolar Epithelium, Endothelial Cells",CL:4028002,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,alveolar capillary type 1 endothelial cell,2,2,2,-1,0.6000,0.7143,0.6000,0.6000
431,431,431,431,431,431,1,Lung,1.0,"SDPR,GENE39,CCL21,ECSCR,GENE70,IGFBP7,MMRN1,GENE88,GENE77,GENE15,GENE89,PPFIBP1,TM4SF1,CLDN5,GENE57,GENE67,GENE5,GENE72,RAMP2,GNG11",Lymphatic EC mature,,,Fibroblasts,CL:0000057,"Endothelial Cells, Lymphatic Endothelial Cells",CL:1001572,Caveolar Cells,3. Endothelial cells,CL:0000000,CL:0000115,cell,endothelial cell,fibroblast,colon endothelial cell,6,-1,-1,-1,0.2222,0.2222,0.1667,0.2500
432,432,432,432,432,432,1,Lung,1.0,"SDPR,GENE26,GENE19,TCF4,CCL21,GENE70,IGFBP7,GENE100,GENE15,AKAP12,CLDN5,GENE87,TFPI,GENE59,TFF3,GENE72,GNG11,TIMP3,GENE99,GENE73",Lymphatic EC differentiating,,,Fibroblasts,CL:0000057,"Endothelial Cells, Immune Cells",CL:1001572,Gut Epithelial Cells,4. Endothelial cells,CL:0000131,CL:0000115,gut endothelial cell,endothelial cell,fibroblast,colon endothelial cell,-1,-1,-1,-1,-1,-1,-1,-1
433,433,433,433,433,433,1,Lung,1.0,"HLA-DQB1,GENE33,GENE40,GENE32,HLA-DPB1,CORO1A,MS4A6A,GENE47,GENE78,GENE93,HLA-DQA1,ITGB2,GPR183,GENE56,GENE96,GENE84,GENE72,HLA-DPA1,HLA-DRB1,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,"Antigen-Presenting Cells, Immune Cells",CL:0000145,B Cells,5. Immune cells (B cells),CL:0000236,CL:0000228,b cell,multinucleate cell,dendritic cell,professional antigen presenting cell,-1,-1,0,1,1.0000,0.8000,0.4444,0.3333
434,434,434,434,434,434,1,Lung,1.0,"TPM2,GENE8,CTGF,GENE28,GENE77,GENE58,GENE63,CYR61,GENE18,GPX3,IGFBP5,GENE87,GENE56,GENE29,GENE71,TAGLN,CALD1,MT1X,SPARCL1,PRELP",Myofibroblasts,myofibroblast cell,CL:0000186,Smooth muscle cells,CL:0000192,"Fibroblasts, Myofibroblasts",CL:0000186,Fibroblasts/ Myofibroblasts,6. Fibroblasts,CL:0000186,CL:0000057,myofibroblast cell,fibroblast,smooth muscle cell,myofibroblast cell,0,-1,-1,0,0.3333,1.0000,1.0000,0.6000
435,435,435,435,435,435,1,Lung,1.0,"GENE39,GENE8,HPGDS,TPSAB1,GATA2,GENE63,VWA5A,C1orf186,CPA3,GENE12,TPSB2,KIT,GENE65,GENE79,GENE35,GENE67,GENE5,RGS13,GENE44,MS4A2",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,"Inflammatory Cells, Mast Cells",CL:0000485,Mast Cells,7. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mucosal type mast cell,0,0,0,-1,1.0000,0.8333,1.0000,1.0000
