,Unnamed: 0,tissue,simuround,noise,marker,manual_annotation,manual_CLname,manual_CLID,RAG_annotation,RAG_aggrement_modified,RAG_aggrement_modified_new,RAG_clid,RAG_clname,manual_clid,manual_clname
24,24,Lung,1,0.25,"PTPRB,PRSS23,TGM2,VWF,LIFR,SELP,PLA1A,CPE,GENE46,SRPX,SLCO2A1,GENE41",Vein,,,not_found_in_database,"{'UBERON:0001638': 0, 'UBERON:0003920': 1, 'UBERON:0013756': 1, 'UBERON:0001982': 1, 'UBERON:0001981': 2, 'UBERON:0004582': 2, 'UBERON:0000178': 2, 'UBERON:8410081': 2, 'UBERON:0001979': 2, 'UBERON:0001980': 2, 'PR:000050567': 3, 'UBERON:0000055': 3, 'UBERON:0004120': 3, 'GO:0008015': 3, 'CL:0000071': 3, 'UBERON:0007500': 3, 'UBERON:0004537': 3, 'PATO:0002045': 3, 'UBERON:0004872': 3, 'UBERON:0006965': 3, 'BFO:0000002': 3, 'UBERON:0007798': 3, 'UBERON:0000179': 3, 'CL:0000232': 3, 'UBERON:0001969': 3, 'UBERON:0002390': 3, 'UBERON:0002049': 3, 'UBERON:0006596': 3, 'UBERON:0010523': 3, 'UBERON:0003509': 3, 'UBERON:0001637': 3, 'BFO:0000040': 4, 'PR:000000001': 4, 'UBERON:0004111': 4, 'UBERON:0006314': 4, 'UBERON:0000061': 4, 'UBERON:0000926': 4, 'GO:0003013': 4, 'CL:0002139': 4, 'UBERON:0004638': 4, 'UBERON:0003914': 4, 'PATO:0000402': 4, 'UBERON:0002050': 4, 'UBERON:0003081': 4, 'UBERON:0005423': 4, 'CL:0000115': 4, 'CL:0000566': 4, 'UBERON:0014903': 4, 'GO:0048754': 4, 'UBERON:0000467': 4, 'UBERON:0004535': 4, 'UBERON:0002193': 4, 'NCBITaxon:6072': 4, 'CL:0000081': 4, 'CL:0000329': 4, 'CL:0000764': 4, 'PATO:0002039': 4, 'GO:0005840': 4, 'PR:000001945': 4, 'CL:0000558': 4, 'GO:0005577': 4, 'NCBITaxon:7711': 4, 'UBERON:0003061': 4, 'BFO:0000004': 4, 'UBERON:0000477': 4, 'UBERON:0006598': 4, 'UBERON:0004572': 4, 'UBERON:0000948': 4, 'PR:000018263': 5, 'GO:0006412': 5, 'UBERON:0010000': 5, 'UBERON:0013686': 5, 'UBERON:0000464': 5, 'UBERON:0000463': 5, 'PATO:0001548': 5, 'UBERON:0000465': 5, 'UBERON:0000106': 5, 'UBERON:0000071': 5, 'UBERON:0000923': 5, 'CL:0000222': 5, 'UBERON:0006603': 5, 'GO:0003008': 5, 'UBERON:0004852': 5, 'UBERON:0000025': 5, 'UBERON:0000483': 5, 'PATO:0002009': 5, 'UBERON:0000922': 5, 'UBERON:0005291': 5, 'UBERON:0007524': 5, 'NCBITaxon:33213': 5, 'UBERON:0003887': 5, 'GO:0032502': 5, 'CL:0000213': 5, 'CL:0000255': 5, 'CL:0000134': 5, 'CL:0011026': 5, 'PR:000001444': 5, 'PR:000002112': 5, 'PR:000016043': 5, 'UBERON:0001048': 5, 'UBERON:0011695': 5, 'GO:0035239': 5, 'GO:0061138': 5, 'GO:0060562': 5, 'UBERON:0000062': 5, 'UBERON:0000468': 5, 'UBERON:0000111': 5, 'UBERON:0001009': 5, 'NCBITaxon:33208': 5, 'CL:0000988': 5, 'CL:0000000': 5, 'GO:0015671': 5, 'CL:0000763': 5, 'PATO:0001857': 5, 'GO:0043232': 5, 'CHEBI:33697': 5, 'CHEBI:36080': 5, 'GO:0071971': 5, 'PR:000001002': 5, 'PR:000001004': 5, 'PR:000001012': 5, 'PR:000001020': 5, 'PR:000001024': 5, 'PR:000001083': 5, 'PR:000001084': 5, 'PR:000001289': 5, 'PR:000001839': 5, 'PR:000001889': 5, 'PR:000002978': 5, 'CL:0000552': 5, 'GO:0032991': 5, 'GO:0005615': 5, 'NCBITaxon:33511': 5, 'UBERON:0034923': 5, 'UBERON:0005181': 5, 'UBERON:0007100': 5, 'UBERON:0010314': 5, 'UBERON:0004151': 5, 'UBERON:0015410': 5, 'NCBITaxon:7742': 5, 'UBERON:0004141': 5, 'CHEBI:50047': 6, 'CHEBI:33708': 6, 'GO:0009059': 6, 'GO:0019538': 6, 'GO:0006415': 6, 'GO:0006414': 6, 'GO:0010467': 6, 'GO:0006413': 6, 'PATO:0001993': 6, 'UBERON:0000466': 6, 'PATO:0002198': 6, 'UBERON:0001062': 6, 'BFO:0000003': 6, 'UBERON:0000105': 6, 'UBERON:0000068': 6, 'UBERON:0000104': 6, 'UBERON:0010316': 6, 'CL:0002321': 6, 'UBERON:0000307': 6, 'GO:0032501': 6, 'UBERON:0001986': 6, 'UBERON:0013522': 6, 'PATO:0002299': 6, 'UBERON:0000479': 6, 'GO:0005911': 6, 'UBERON:0005769': 6, 'CL:0000066': 6, 'PATO:0000052': 6, 'UBERON:0003104': 6, 'CL:0000057': 6, 'UBERON:0011997': 6, 'GO:0008150': 6, 'CL:0000215': 6, 'NCBITaxon:2759': 6, 'CL:0000048': 6, 'CL:0002320': 6, 'CL:0011115': 6, 'CL:0000034': 6, 'PR:000001327': 6, 'PR:000001971': 6, 'UBERON:0004716': 6, 'GO:0009653': 6, 'GO:0035295': 6, 'GO:0001763': 6, 'GO:0002009': 6, 'UBERON:0006984': 6, 'UBERON:0000110': 6, 'GO:0048513': 6, 'UBERON:0000066': 6, 'NCBITaxon:33154': 6, 'GO:0005634': 6, 'NCBITaxon:131567': 6, 'GO:0015669': 6, 'CHEBI:15379': 6, 'CL:0000049': 6, 'PATO:0002005': 6, 'GO:0043228': 6, 'GO:0043229': 6, 'GO:0016050': 6, 'GO:0070925': 6, 'GO:0097734': 6, 'GO:0070062': 6, 'PR:000001005': 6, 'PR:000001018': 6, 'PR:000001023': 6, 'PR:000002976': 6, 'CL:0000765': 6, 'CL:0017502': 6, 'GO:0030263': 6, 'CL:0000550': 6, 'GO:0005575': 6, 'GO:0110165': 6, 'GO:0005576': 6, 'PATO:0010001': 6, 'UBERON:0005177': 6, 'UBERON:0000915': 6, 'UBERON:0015228': 6, 'CL:0002494': 6, 'UBERON:0002342': 6, 'UBERON:0000064': 6, 'UBERON:0005178': 6, 'NCBITaxon:89593': 6, 'UBERON:0012275': 6, 'UBERON:0005498': 6, 'GO:0043170': 7, 'GO:0044249': 7, 'CHEBI:33694': 7, 'GO:0044238': 7, 'GO:0032984': 7, 'GO:0044237': 7, 'GO:0001677': 7, 'PATO:0001992': 7, 'BFO:0000141': 7, 'PATO:0001018': 7, 'UBERON:0003942': 7, 'UBERON:0000000': 7, 'UBERON:0000092': 7, 'GO:0009790': 7, 'UBERON:0002532': 7, 'UBERON:0007010': 7, 'UBERON:0000108': 7, 'UBERON:0000487': 7, 'UBERON:0000060': 7, 'PATO:0001873': 7, 'PATO:0002078': 7, 'GO:0031012': 7, 'GO:0070161': 7, 'UBERON:0005764': 7, 'GO:0005587': 7, 'GO:0005604': 7, 'PATO:0000051': 7, 'CL:0008019': 7, 'UBERON:0000481': 7, 'BFO:0000015': 7, 'PATO:0001402': 7, 'UBERON:0002384': 7, 'GO:0030154': 7, 'GO:0017145': 7, 'UBERON:0016887': 7, 'CL:0000365': 7, 'GO:0048856': 7, 'GO:0007275': 7, 'GO:0048729': 7, 'GO:0060429': 7, 'UBERON:0010199': 7, 'UBERON:0000109': 7, 'GO:0001841': 7, 'GO:0043231': 7, 'NCBITaxon:1': 7, 'GO:0006810': 7, 'CL:0002032': 7, 'GO:0043226': 7, 'GO:0005622': 7, 'GO:0006996': 7, 'GO:0031982': 7, 'GO:0022607': 7, 'GO:0140112': 7, 'GO:1903561': 7, 'PR:000025796': 7, 'PR:000001022': 7, 'GO:0030218': 7, 'GO:0005730': 7, 'CL:0000547': 7, 'GO:0005737': 7, 'PATO:0002418': 7, 'GO:0030261': 7, 'GO:0030262': 7, 'CL:0017504': 7, 'GO:0000792': 7, 'CL:0000549': 7, 'CARO:0000000': 7, 'PATO:0000141': 7, 'UBERON:0002100': 7, 'UBERON:0009569': 7, 'UBERON:0011676': 7, 'UBERON:0014477': 7, 'UBERON:0003103': 7, 'PATO:0001690': 7, 'UBERON:0004121': 7, 'UBERON:0002346': 7, 'UBERON:0003075': 7, 'UBERON:0005062': 7, 'CL:0000333': 7, 'UBERON:0002075': 7, 'UBERON:0002224': 7, 'UBERON:0004291': 7, 'GO:0008152': 8, 'GO:0009058': 8, 'GO:0022411': 8, 'GO:0043933': 8, 'GO:0009987': 8, 'GO:0022618': 8, 'GO:0044207': 8, 'PATO:0001995': 8, 'PATO:0001241': 8, 'UBERON:0001032': 8, 'GO:0019233': 8, 'GO:0050975': 8, 'GO:0009791': 8, 'CL:0000352': 8, 'UBERON:0000107': 8, 'UBERON:0000490': 8, 'UBERON:0006914': 8, 'UBERON:0002553': 8, 'UBERON:0004923': 8, 'PATO:0002007': 8, 'PATO:0000411': 8, 'PATO:0002014': 8, 'GO:0030312': 8, 'GO:0030054': 8, 'UBERON:0000476': 8, 'GO:0098642': 8, 'GO:0098651': 8, 'GO:0062023': 8, 'CL:0000219': 8, 'GO:0016477': 8, 'PATO:0001397': 8, 'GO:0048869': 8, 'GO:0051301': 8, 'CL:0000007': 8, 'CL:0010017': 8, 'GO:0009888': 8, 'GO:0007369': 8, 'GO:0001838': 8, 'GO:0021915': 8, 'UBERON:0001049': 8, 'GO:0043227': 8, 'GO:0051234': 8, 'CL:0008001': 8, 'PATO:0001401': 8, 'CL:0000837': 8, 'GO:0016043': 8, 'GO:0044085': 8, 'GO:0065010': 8, 'GO:0030099': 8, 'GO:0034101': 8, 'GO:0031981': 8, 'CL:0002242': 8, 'PATO:0040072': 8, 'CL:0017503': 8, 'CL:0000038': 8, 'PATO:0070045': 8, 'GO:0051276': 8, 'GO:0006921': 8, 'PATO:0070047': 8, 'GO:0000785': 8, 'UBERON:0000916': 8, 'UBERON:0013702': 8, 'UBERON:0000475': 8, 'UBERON:0013701': 8, 'UBERON:0010912': 8, 'UBERON:0002090': 8, 'PATO:0001579': 8, 'UBERON:0000924': 8, 'CL:0000133': 8, 'UBERON:0010371': 8, 'UBERON:0016879': 8, 'UBERON:0002328': 8, 'UBERON:0007284': 8, 'UBERON:0005157': 8, 'UBERON:0015212': 8, 'UBERON:0005061': 8, 'CL:0011012': 8, 'CL:0007004': 8, 'UBERON:0002323': 8, 'UBERON:0004139': 8, 'GO:0065003': 9, 'GO:0071826': 9, 'GO:0022613': 9, 'GO:1990904': 9, 'PATO:0000001': 9, 'UBERON:0015203': 9, 'GO:0007600': 9, 'UBERON:0001016': 9, 'UBERON:0004456': 9, 'GO:0050954': 9, 'CL:0000052': 9, 'GO:0040016': 9, 'CL:0000076': 9, 'PATO:0002266': 9, 'PATO:0002006': 9, 'PATO:0000947': 9, 'GO:0071944': 9, 'GO:0005581': 9, 'GO:0098645': 9, 'GO:0048870': 9, 'PATO:0001396': 9, 'GO:0048598': 9, 'GO:0001705': 9, 'GO:0001706': 9, 'GO:0001707': 9, 'GO:0072175': 9, 'GO:0016331': 9, 'GO:0007399': 9, 'GO:0043009': 9, 'UBERON:0005068': 9, 'GO:0016020': 9, 'GO:0051179': 9, 'PR:000001869': 9, 'PR:000002981': 9, 'PR:000001003': 9, 'CL:0000037': 9, 'GO:0071840': 9, 'GO:0043230': 9, 'GO:0030097': 9, 'GO:0002262': 9, 'GO:0070013': 9, 'PATO:0002505': 9, 'PATO:0002094': 9, 'CL:0000839': 9, 'CL:0000050': 9, 'PATO:0070044': 9, 'GO:0005694': 9, 'GO:0097194': 9, 'UBERON:0002417': 9, 'UBERON:0000075': 9, 'UBERON:0034929': 9, 'UBERON:0001015': 9, 'UBERON:0001434': 9, 'UBERON:0002416': 9, 'UBERON:0011216': 9, 'UBERON:0004288': 9, 'UBERON:0005944': 9, 'UBERON:0011138': 9, 'UBERON:0003089': 9, 'CL:0000221': 9, 'UBERON:0006601': 9, 'CL:0002077': 9, 'UBERON:0016880': 9, 'UBERON:0001017': 9, 'UBERON:0001555': 9, 'UBERON:0011137': 9, 'PR:000014841': 9, 'UBERON:0004880': 9, 'UBERON:0006267': 9, 'UBERON:0004734': 9, 'UBERON:0003886': 9, 'UBERON:0003084': 9, 'BFO:0000020': 10, 'GO:0050877': 10, 'CL:0000540': 10, 'CL:0002319': 10, 'CL:0000723': 10, 'PATO:0002318': 10, 'GO:0098644': 10, 'GO:0099081': 10, 'GO:0001704': 10, 'GO:0007398': 10, 'GO:0007492': 10, 'UBERON:0000925': 10, 'GO:0048332': 10, 'GO:0035148': 10, 'GO:0048731': 10, 'GO:0009792': 10, 'UBERON:0007135': 10, 'PR:000029032': 10, 'GO:0002244': 10, 'GO:0048468': 10, 'GO:0002376': 10, 'GO:0048872': 10, 'GO:0043233': 10, 'PATO:0001404': 10, 'CL:0002031': 10, 'GO:0030219': 10, 'GO:0032060': 10, 'GO:0006915': 10, 'UBERON:0004765': 10, 'UBERON:0000014': 10, 'UBERON:0001021': 10, 'UBERON:0000383': 10, 'UBERON:0001630': 10, 'UBERON:0004770': 10, 'UBERON:0002204': 10, 'UBERON:0007376': 10, 'UBERON:0013514': 10, 'UBERON:0034925': 10, 'UBERON:0002091': 10, 'UBERON:0005856': 10, 'UBERON:0007530': 10, 'UBERON:0002329': 10, 'UBERON:0001007': 10, 'UBERON:0000165': 10, 'UBERON:0007026': 10, 'UBERON:0000982': 10, 'UBERON:0003068': 10, 'UBERON:0006268': 10, 'UBERON:0004140': 10, 'UBERON:0007005': 10, 'CL:0000393': 11, 'CL:0000404': 11, 'GO:0019226': 11, 'CL:0000031': 11, 'GO:0048103': 11, 'GO:0099080': 11, 'PATO:0015006': 11, 'GO:0048646': 11, 'CL:0000223': 11, 'UBERON:0006595': 11, 'GO:0007498': 11, 'PR:000036194': 11, 'NCBITaxon:10090': 11, 'GO:0048871': 11, 'GO:0031974': 11, 'PATO:0001400': 11, 'CL:0000556': 11, 'GO:0120031': 11, 'GO:0032059': 11, 'GO:0012501': 11, 'GO:0097190': 11, 'UBERON:0034944': 11, 'UBERON:0001003': 11, 'UBERON:0002067': 11, 'UBERON:0002097': 11, 'UBERON:0000122': 11, 'UBERON:0000010': 11, 'GO:0003012': 11, 'UBERON:0005090': 11, 'UBERON:0002385': 11, 'GO:0040011': 11, 'UBERON:0003102': 11, 'UBERON:0007383': 11, 'UBERON:0000026': 11, 'UBERON:0011249': 11, 'NCBITaxon:7776': 11, 'UBERON:0011585': 11, 'CL:0000335': 11, 'UBERON:0007503': 11, 'UBERON:0003059': 11, 'GO:0022600': 11, 'UBERON:0004921': 11, 'UBERON:0035804': 11, 'UBERON:0004905': 11, 'UBERON:0007688': 11, 'UBERON:0036146': 11, 'UBERON:0009881': 11, 'CL:0000211': 12, 'GO:0001508': 12, 'GO:0007268': 12, 'GO:0007154': 12, 'CL:0000055': 12, 'NCBITaxon:862507': 12, 'GO:0042592': 12, 'PATO:0001393': 12, 'CL:0000553': 12, 'GO:0030031': 12, 'GO:0120036': 12, 'GO:0120025': 12, 'GO:0008219': 12, 'GO:0007165': 12, 'UBERON:3000961': 12, 'UBERON:0003055': 12, 'UBERON:0013754': 12, 'UBERON:0002072': 12, 'GO:0071953': 12, 'UBERON:0011860': 12, 'UBERON:0010083': 12, 'UBERON:0002199': 12, 'UBERON:0011272': 12, 'UBERON:0005162': 12, 'GO:0043005': 12, 'CL:0000187': 12, 'GO:0006936': 12, 'UBERON:0000076': 12, 'UBERON:0003077': 12, 'UBERON:0007282': 12, 'GO:0007586': 12, 'UBERON:0000930': 12, 'UBERON:0034921': 12, 'GO:0042391': 13, 'GO:0098916': 13, 'GO:0045202': 13, 'NCBITaxon:10088': 13, 'PATO:0001374': 13, 'GO:0007113': 13, 'GO:0030030': 13, 'GO:0042995': 13, 'GO:0098590': 13, 'GO:0050794': 13, 'GO:0023052': 13, 'GO:0051716': 13, 'UBERON:0001013': 13, 'UBERON:0011825': 13, 'GO:0099512': 13, 'GO:0098643': 13, 'UBERON:0004016': 13, 'CL:0000183': 13, 'CL:0000056': 13, 'UBERON:0007285': 13, 'UBERON:0009618': 13, 'GO:0034220': 14, 'GO:0099537': 14, 'GO:0098794': 14, 'GO:0098793': 14, 'NCBITaxon:39107': 14, 'GO:0000278': 14, 'GO:0005886': 14, 'GO:0050789': 14, 'GO:0050896': 14, 'UBERON:0011822': 14, 'CL:0000136': 14, 'UBERON:0011821': 14, 'PATO:0002309': 14, 'UBERON:0017650': 14, 'UBERON:0004290': 14, 'CL:0000680': 14, 'UBERON:0005256': 14, 'GO:0006811': 15, 'GO:0055085': 15, 'GO:0099536': 15, 'NCBITaxon:10066': 15, 'GO:0007049': 15, 'GO:0140014': 15, 'GO:0065007': 15, 'UBERON:0011823': 15, 'CL:0000325': 15, 'PATO:0002226': 15, 'UBERON:0000486': 15, 'UBERON:0016888': 15, 'CL:0000075': 15, 'UBERON:0009142': 15, 'CHEBI:24867': 16, 'GO:0007267': 16, 'NCBITaxon:337687': 16, 'GO:0000280': 16, 'GO:1903047': 16, 'NCBITaxon:1963758': 17, 'GO:0048285': 17, 'GO:0022402': 17, 'NCBITaxon:9989': 18, 'NCBITaxon:314147': 19, 'NCBITaxon:314146': 20, 'NCBITaxon:1437010': 21, 'NCBITaxon:9347': 22, 'NCBITaxon:32525': 23, 'NCBITaxon:40674': 24, 'NCBITaxon:32524': 25, 'NCBITaxon:32523': 26, 'NCBITaxon:1338369': 27, 'NCBITaxon:8287': 28, 'NCBITaxon:117571': 29, 'NCBITaxon:117570': 30}",-1,UBERON:0001638,vein,,
25,25,Lung,1,0.25,"CHN1,CALD1,COL4A2,GENE36,NID1,COL4A1,LAMB1,COX4I2,GENE84,TACC1,PDGFRB,LAMC3",Pericyte,pericyte,CL:0000669,not determined,10,0.2000,CL:0000669,pericyte,CL:0000393,electrically responsive cell
26,26,Lung,1,0.25,"GENE97,CALD1,TPM2,PLN,DSTN,GENE17,CSRP1,ACTA2,CNN1,DES,MYH11,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,smooth muscle cell,0,1.0000,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell
27,27,Lung,1,0.25,"PTPRB,DKK2,HEY1,GENE89,GJA5,FBLN5,SEMA3G,GENE17,EFNB2,BMX,EPAS1,ARGLU1",Artery,,,endothelial cell,4,-1,UBERON:0001637,artery,CL:0000115,endothelial cell
28,28,Lung,1,0.25,"HPGD,CYP3A5,CLDN5,GENE41,APP,STXBP6,GENE17,TBX2,EMCN,SOSTDC1,ESAM,EDNRB",Capillary Aerocyte,,,endothelial cell of artery,-1,0.5000,CL:4028003,alveolar capillary type 2 endothelial cell,CL:1000413,endothelial cell of artery
29,29,Lung,1,0.25,"IPO7,SH3BP5,RALA,GALNT18,GENE24,GENE86,SRSF11,PECAM1,ACVRL1,EPAS1,VAT1,WWTR1",Capillary Intermediate,,,endothelial cell,15,0.2857,CL:0002209,intermediate epitheliocyte,CL:0000115,endothelial cell
30,30,Lung,1,0.25,"C7,FGF7,C3,WT1,MEDAG,STEAP1,OSR1,CCDC71L,CPXM1,GENE71,HAS1,GENE31",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,pulmonary alveolar type 2 cell,-1,0.2857,CL:4028004,alveolar type 1 fibroblast cell,CL:0002063,pulmonary alveolar type 2 cell
31,31,Lung,1,0.25,"ALDH1A3,PRG4,GALNT9,C3,DSC3,ITLN1,MGARP,WT1,DMKN,GENE25,GENE6,SLPI",Mesothelial,mesothelial cell,CL:0000077,goblet cell,-1,0.2857,CL:4023054,mesothelial fibroblast,CL:0000160,goblet cell
32,32,Lung,1,0.25,"CMTM5,GENE47,TUBB1,GRAP2,ITGA2B,CABP5,GENE48,PF4,ACRBP,GP6,TMEM40,GP9",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",basophil,-1,0.4286,CL:0000556,megakaryocyte,CL:0000767,basophil
33,33,Lung,1,0.25,"CD2,GNLY,CTSW,S100A6,GENE90,CCL5,CEBPB,CXCR4,CD7,LGALS1,GENE16,ZFP36L2",Natural Killer T,,,immune cell (likely T cell or natural killer cell),0,1.0000,CL:0000623,natural killer cell,CL:0000623,natural killer cell
34,34,Lung,1,0.25,"CLU,GENE7,CST5,MET,GENE60,FAM150A,HSPB3,RAMP1,CSRP1,IGF1,SCX,CNN1",Fibromyocyte,,,goblet cell,"{'CL:0000160': 0, 'CL:0002370': 1, 'CL:0019031': 1, 'CL:1000313': 1, 'CL:1000322': 1, 'CL:2000084': 1, 'UBERON:0002392': 1, 'CL:0002480': 2, 'CL:0019003': 2, 'CL:1000143': 2, 'CL:1000320': 2, 'CL:1000495': 2, 'CL:1000314': 2, 'CL:1000315': 2, 'CL:1000323': 2, 'CL:1000437': 2, 'UBERON:0001351': 2, 'UBERON:0005043': 2, 'CL:1000312': 3, 'CL:1000329': 3, 'CL:4033009': 3, 'GO:0060480': 3, 'UBERON:0002341': 3, 'CL:0009039': 3, 'CL:0009057': 3, 'CL:1000321': 3, 'CL:1000327': 3, 'CL:1000317': 3, 'CL:1000436': 3, 'UBERON:0001770': 3, 'UBERON:0005017': 3, 'GO:1901249': 4, 'GO:1901250': 4, 'GO:1901251': 4, 'CL:1000324': 4, 'CL:1000325': 4, 'CL:1000326': 4, 'CL:1000433': 4, 'UBERON:0005029': 4}",-1,,,CL:0000160,goblet cell
35,35,Lung,1,0.25,"CXCL17,S100P,PSCA,COX5A,TXN,AGR2,GENE86,GENE60,FAM3D,GABRP,CLIC1,WFDC2",Goblet,goblet cell,CL:0000160,pulmonary alveolar type 2 cell,-1,0.4286,CL:0000160,goblet cell,CL:0002063,pulmonary alveolar type 2 cell
36,36,Lung,1,0.25,"TFF3,TMPRSS11E,GENE94,PHGR1,BSND,GENE62,FOXI1,HEPACAM2,ATP6V1B1,STAC2,MFSD6L,ASCL3",Ionocyte,ionocyte,CL:0005006,goblet/club cell mixture,-1,0.4286,CL:0005006,ionocyte,CL:0000158,club cell
37,37,Lung,1,0.25,"GENE82,PCSK1N,EGR1,FAM46A,PRDX2,CHGA,SEC11C,GENE29,SCGN,CPE,BEX1,NENF",Neuroendocrine,neuroendocrine cell,CL:0000165,Endocrine cell,1,0.7500,CL:0000165,neuroendocrine cell,CL:0000163,endocrine cell
