,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified_new
360,360,360,360,360,Lung,1,0.75,"LST1,AIF1,FCGR3A,HCLS1,MS4A6A,MAFB,RNASE6",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,"Nonclassical Monocyte, Intermediate Monocyte, Classical Monocyte","Nonclassical Monocyte, Intermediate Monocyte, Classical Monocyte, Myeloid Dendritic Type 2, Proliferating Macrophage, Macrophage, Natural Killer",Classical Monocyte,"Myeloid Dendritic Type 2, Classical Monocyte, Macrophage, IGSF21+ Dendritic, Nonclassical Monocyte",2,0.6667,2,0.6667,2,0.6667,2,0.6667
361,361,361,361,361,Lung,1,0.75,"RAMP2,FAM107A,SLC6A4,FCN3,VWF,TIMP3,CLDN5",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,"Platelet/Megakaryocyte, Pericyte, Capillary Intermediate 1, Capillary Intermediate 2","Capillary, Capillary Intermediate 2, Capillary Intermediate 1, Vein, Capillary Aerocyte, Platelet/Megakaryocyte",Capillary Intermediate 1,"Alveolar Epithelial Type 1, Capillary, Vein",-1,0.2500,-1,0.7143,2,-1,-1,0.2500
362,362,362,362,362,Lung,1,0.75,"TIMP3,HPGD,CLDN5,RAMP2,GNG11,SPARCL1,EMCN",capillary aerocyte,,,epithelial cell,"Airway Smooth Muscle, Alveolar Epithelial Type 1, Capillary","Capillary, Capillary Aerocyte, Capillary Intermediate 2, Capillary Intermediate 1, Lymphatic, Bronchial Vessel 1, Bronchial Vessel 2, Airway Smooth Muscle, Fibromyocyte",Capillary Aerocyte,"Myofibroblast, Ionocyte, Alveolar Fibroblast, Vascular Smooth Muscle",0,1.0000,-1,0.2000,4,-1,-1,0.7500
363,363,363,363,363,Lung,1,0.75,"NTM,PKDCC,SCEL,MS4A15,ST6GALNAC5,NCKAP5,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 1","Alveolar Epithelial Type 1, Myofibroblast, Adventitial Fibroblast, Basophil/Mast 1, Basophil/Mast 2",Alveolar Epithelial Type 1,"Dendritic, Plasmacytoid Dendritic, Alveolar Epithelial Type 1",1,-1,-1,-1,-1,-1,1,-1
364,364,364,364,364,Lung,1,0.75,"C7,CLU,SPARCL1,PRSS23,LIFR,ACKR1,VWF",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,"Vein, Bronchial Vessel 1, Adventitial Fibroblast, Alveolar Fibroblast","Vein, Bronchial Vessel 1, Bronchial Vessel 2, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast",Vein,"Lipofibroblast, Adventitial Fibroblast, Vein",1,-1,-1,0.2222,-1,0.2222,-1,0.2222
365,365,365,365,365,Lung,1,0.75,"MFAP4,C1S,RARRES2,FBLN1,PTGDS,C7,ADH1B",alveolar fibroblast,,,fibroblast,"Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast","Alveolar Fibroblast, Adventitial Fibroblast, Lipofibroblast, Capillary, Capillary Intermediate 2, Vein, Basophil/Mast 1, Basophil/Mast 2",Adventitial Fibroblast,"Lymphatic, Neuroendocrine",0,1.0000,-1,0.2857,0,1.0000,0,1.0000
366,366,366,366,366,Lung,1,0.75,"SCN3B,STAB2,MMRN1,PROX1,GPR182,FOXC2,HOXD9",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,Lymphatic,Lymphatic,"Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",-1,0.2500,-1,0.2500,-1,0.2500,-1,0.2500
367,367,367,367,367,Lung,1,0.75,"CRYAB,PPP1R14A,CNN1,LMOD1,MYH11,PLN,PLAC9",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle, Smooth Muscle","Alveolar Epithelial Type 1, Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte",Airway Smooth Muscle,"Plasmacytoid Dendritic, B",-1,-1,-1,0.1818,-1,-1,2,0.6667
368,368,368,368,368,Lung,1,0.75,"MZB1,FAM129C,CLEC4C,LAMP5,AL139020.1,SPIB,PLD4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Plasma, Plasmacytoid Dendritic",Plasmacytoid Dendritic,"Plasmacytoid Dendritic, Alveolar Epithelial Type 1, Natural Killer, Basophil/Mast",0,1.0000,0,1.0000,0,1.0000,0,1.0000
369,369,369,369,369,Lung,1,0.75,"NEDD4L,GPRC5A,WFDC2,SCGB3A2,CYP2B7P,ELF3,SFTPB",club cell,club cell,CL:0000158,epithelial cell,"Club, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Differentiating Basal, Goblet, Proliferating Basal, Vein, Vascular Smooth Muscle, Mesothelial, CD8+ Naive T, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Club, Adventitial Fibroblast",-1,0.5455,-1,0.2857,-1,0.5000,-1,0.5455
370,370,370,370,370,Lung,1,0.75,"PLVAP,VWF,C7,LIFR,NPDC1,IGFBP7,SPARCL1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,Bronchial Vessel 1,"Bronchial Vessel 1, Vein, Alveolar Fibroblast, Capillary",Bronchial Vessel 1,Bronchial Vessel,-1,0.2000,-1,0.2000,-1,0.2222,-1,0.2000
371,371,371,371,371,Lung,1,0.75,"MYH11,COX4I2,PPP1R14A,BGN,GJA4,LMOD1,PRELP",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,Vascular Smooth Muscle,"Airway Smooth Muscle, Vascular Smooth Muscle, Pericyte",Vascular Smooth Muscle,Vascular Smooth Muscle,0,1.0000,0,1.0000,0,1.0000,0,1.0000
372,372,372,372,372,Lung,1,0.75,"LRRC38,KCTD8,SYT4,LINC01902,MKRN9P,FABP7,AC005821.1",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,Neuroendocrine,Neuroendocrine,Neuroendocrine,Neuroendocrine,-1,0.3333,-1,0.3333,-1,0.3333,-1,0.3333
373,373,373,373,373,Lung,1,0.75,"TPM2,INMT,PPP1R14A,BGN,HIGD1B,NDUFA4L2,COX4I2",pericyte cell,pericyte,CL:0000669,pericyte,Pericyte,"Basal, Proximal Basal, Proliferating Basal, Airway Smooth Muscle, Vascular Smooth Muscle, Capillary Aerocyte, Pericyte, Myofibroblast",Airway Smooth Muscle,"Myofibroblast, Vascular Smooth Muscle",-1,-1,-1,0.2857,-1,0.2500,0,1.0000
374,374,374,374,374,Lung,1,0.75,"BCHE,RSPO1,HAS1,SYT4,ITLN1,BNC1,ROR2",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,Alveolar Fibroblast,"Myofibroblast, Alveolar Fibroblast, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Neuroendocrine",Myofibroblast,"Lymphatic, Adventitial Fibroblast, Alveolar Fibroblast",-1,0.2857,-1,0.2500,-1,0.2500,-1,0.2500
375,375,375,375,375,Lung,1,0.75,"SCN7A,SGIP1,AL135910.1,ABCA6,CACNA1C,TARID,AC009269.2",fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Neuroendocrine, Adventitial Fibroblast, Alveolar Fibroblast, Pericyte",Adventitial Fibroblast,"Myofibroblast, B, Classical Monocyte",-1,0.6667,-1,0.2857,-1,0.6667,-1,0.6667
376,376,376,376,376,Lung,1,0.75,"CORO1A,CD300E,FGL2,LILRA1,LILRB2,VCAN,FCN1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,Classical Monocyte,"B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Natural Killer, Proliferating NK/T, Nonclassical Monocyte, EREG+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Adventitial Fibroblast, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2",Nonclassical Monocyte,Ionocyte,1,0.8000,-1,0.2857,1,0.6667,1,0.6667
377,377,377,377,377,Lung,1,0.75,"CEL,HEPACAM2,DGKI,CLCNKB,TMPRSS11E,CLNK,LINC01187",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Ionocyte,Ionocyte,Ionocyte,Alveolar Epithelial Type 1,1,0.8000,-1,0.6667,1,0.8000,1,0.8000
378,378,378,378,378,Lung,1,1.0,"LAMA3,RTKN2,LMO7,ARHGEF26,AGER,SPOCK2,EMP2,SCEL,DST,GPRC5A",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Capillary Aerocyte",Alveolar Epithelial Type 1,B,0,1.0000,-1,0.2000,-1,0.1818,0,1.0000
379,379,379,379,379,Lung,1,1.0,"CD79B,CD22,BANK1,SP140,CD79A,BLK,LINC00926,VPREB3,ADAM28,MS4A1",B,B cell,CL:0000236,b cell,B,"B, Plasma, Nonclassical Monocyte",B,B,0,1.0000,0,1.0000,-1,0.5000,0,1.0000
380,380,380,380,380,Lung,1,1.0,"DST,CLDN1,KRT15,KRT5,KRT19,S100A2,ITGA2,KRT17,PERP,FHL2",Basal,basal cell,CL:0000646,stem cell,Basal,"Basal, Proximal Basal, Differentiating Basal, Proliferating Basal, Ciliated, Mesothelial",Basal,Alveolar Epithelial Type 1,0,1.0000,-1,0.3750,-1,0.2222,0,1.0000
381,381,381,381,381,Lung,1,1.0,"CTSS,CSF3R,CD99,S100A12,S100A9,VCAN,FCN1,CD300E,S100A8,METTL9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,Classical Monocyte,"Macrophage, Proliferating Macrophage, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte, Ciliated, Proximal Ciliated, Signaling Alveolar Epithelial Type 2",Proximal Basal,"Macrophage, Classical Monocyte",-1,0.2500,-1,0.6667,-1,0.6667,-1,0.6667
382,382,382,382,382,Lung,1,1.0,"ITK,MAL,BCL11B,CD6,IL7R,CAMK4,CD2,TRAT1,LEF1,MALAT1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,CD4+ Naive T,"CD4+ Naive T, Ionocyte, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T",Differentiating Basal,"CD8+ T Cell, Naive T Cell",-1,0.1538,3,0.6364,-1,0.5714,3,0.6364
383,383,383,383,383,Lung,1,1.0,"CAPS,FAM92B,SNTN,CDHR3,FANK1,RSPH1,DNAH6,C20orf85,ZMYND10,CCDC170",Ciliated,ciliated cell,CL:0000064,ciliated cell,Ciliated,"Ciliated, Proximal Ciliated, Platelet/Megakaryocyte",Proliferating Basal,Ciliated Cell,-1,-1,-1,-1,-1,-1,0,-1
384,384,384,384,384,Lung,1,1.0,"FPR3,HLA-DPB1,CLEC10A,HLA-DQA1,MS4A6A,CSF2RA,HLA-DMB,FCGR2B,RGS1,GPR183",Dendritic,dendritic cell,CL:0000451,dendritic cell,Myeloid Dendritic Type 2,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Intermediate Monocyte",Ciliated,Dendritic Cell,-1,-1,-1,-1,-1,-1,-1,-1
385,385,385,385,385,Lung,1,1.0,"LUM,FBLN1,DCN,C1S,SLIT2,CFD,ADH1B,C1R,ABLIM1,C3",Fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Basal",Proximal Ciliated,Adventitial Fibroblast,-1,0.4000,-1,0.6667,-1,0.6667,-1,0.6667
386,386,386,386,386,Lung,1,1.0,"PROX1,IGFBP7,CCL21,TFPI,TFF3,TBX1,TIMP3,MMRN1,PPFIBP1,PKHD1L1",Lymphatic,,,immune cell,Lymphatic,"Lymphatic, Ciliated, Goblet, Mucous, Ionocyte",Goblet,Lymphatic Endothelial Cell,-1,0.2857,-1,0.2500,-1,0.2857,0,1.0000
387,387,387,387,387,Lung,1,1.0,"ITGAX,SLCO2B1,MARCO,C1QB,VSIG4,APOC1,OLR1,ACP5,C1QA,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Macrophage, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic",Mesothelial,"Natural Killer Cell, CD8+ T Cell",-1,0.2500,-1,0.4000,4,0.5000,0,1.0000
388,388,388,388,388,Lung,1,1.0,"PRF1,GNLY,NKG7,KLRF1,CD247,FCGR3A,GZMB,KLRD1,PYHIN1,SPON2",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 1,"B Cell, Plasma Cell",-1,0.1667,-1,0.4545,-1,0.3571,0,1.0000
389,389,389,389,389,Lung,1,1.0,"POU2AF1,DERL3,MZB1,MANF,XBP1,HSP90B1,SEC11C,PRDX4,TNFRSF17,SSR4",Plasma,plasma cell,CL:0000786,b cell,Plasma,"B, Plasma, Plasmacytoid Dendritic, Ionocyte, Goblet, Mucous, Serous, Alveolar Epithelial Type 2, Vein, Lymphatic, Adventitial Fibroblast, Lipofibroblast, Natural Killer",Basophil/Mast 1,Proliferating Macrophage,-1,0.2000,-1,0.3636,-1,0.1818,0,1.0000
390,390,390,390,390,Lung,1,1.0,"LPCAT1,SFTPA2,SFTPA1,ABCA3,LAMP3,SLC34A2,SFTPD,NAPSA,SFTPC,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Natural Killer, Proliferating NK/T",Alveolar Epithelial Type 2,Alveolar Epithelial Type 2,0,1.0000,0,1.0000,-1,0.1818,0,1.0000
391,391,391,391,391,Lung,1,1.0,"VWA5A,GATA2,TPSAB1,CD44,CPA3,HDC,HPGDS,GRAP2,KIT,MS4A2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2, Platelet/Megakaryocyte, Capillary",Basophil/Mast,CD4+ T Helper,0,1.0000,-1,0.1667,0,1.0000,0,1.0000
392,392,392,392,392,Lung,1,1.0,"IFITM2,SAT1,FCGR3A,COTL1,RPS19,LST1,AIF1,RHOC,LILRB2,FCN1",CD16+ Monocyte,,,macrophage/monocyte,Nonclassical Monocyte,"Nonclassical Monocyte, Alveolar Epithelial Type 2, Plasmacytoid Dendritic",Nonclassical Monocyte,Natural Killer,2,0.6667,-1,0.3333,-1,0.4444,2,0.6667
393,393,393,393,393,Lung,1,1.0,"RAMP3,EPAS1,CDC42EP1,CD81,BTNL9,CDH5,FCN3,NOSTRIN,PODXL,FLNB",Capillary,,,blood vessel cell,Capillary,"Capillary, Capillary Intermediate 1, Alveolar Epithelial Type 1",Capillary,CD8+ T Cell,0,-1,-1,-1,-1,-1,0,-1
394,394,394,394,394,Lung,1,1.0,"CD8B,GZMH,CD3D,CCL5,CD8A,NKG7,RPS27,CD3G,RPL34,GZMA",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,CD8+ Naive T,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T",CD8+ T,CD8+ T Cell,0,1.0000,0,1.0000,-1,0.7500,-1,0.7000
