,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,simuround,tissue,noise,marker,manual_annotation,manual_CLname,manual_CLID,gpt-4o-2024-08-06_annotation,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_annotation,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_annotation,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_CLID,gpt-4-0613_Clname,gpt-4-turbo-2024-04-09_Clname,gpt-4o-2024-08-06_Clname,gpt-4o-mini-2024-07-18_Clname,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
384,384,384,384,384,1,Lung,1.0,"FCGR2B,GENE98,GENE68,HLA-DPB1,CLEC10A,MS4A6A,GENE50,HLA-DQA1,CSF2RA,GENE80,GPR183,GENE11,GENE42,GENE76,GENE49,GENE59,HLA-DMB,FPR3,GENE92,RGS1",Dendritic,dendritic cell,CL:0000451,Dendritic Cells,CL:0000451,Dendritic cells,CL:0000451,Dendritic Cells,B cell,CL:0000451,CL:0000236,dendritic cell,b cell,dendritic cell,dendritic cell,0,-1,0,0
385,385,385,385,385,1,Lung,1.0,"C1S,LUM,ABLIM1,GENE16,GENE63,C3,C1R,GENE20,GENE13,GENE22,GENE65,GENE69,FBLN1,DCN,SLIT2,GENE4,GENE21,CFD,GENE81,ADH1B",Fibroblast,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Endothelial cells,CL:0000115,Fibroblasts,Fibroblast,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,endothelial cell,0,0,0,-1
386,386,386,386,386,1,Lung,1.0,"GENE9,GENE30,CCL21,IGFBP7,MMRN1,GENE28,PPFIBP1,GENE54,GENE57,GENE78,GENE87,GENE17,PKHD1L1,PROX1,GENE14,TFPI,TFF3,TIMP3,GENE99,TBX1",Lymphatic,,,Lymphatic Endothelial Cells,CL:0002138,Neutrophils,CL:0000775,Lymphatic Endothelial Cells,Lymphatic endothelial cell,CL:0002138,CL:0002138,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,neutrophil,-1,-1,-1,-1
387,387,387,387,387,1,Lung,1.0,"GENE98,C1QA,GENE86,ITGAX,MARCO,GENE51,APOC1,GENE58,SLCO2B1,GENE6,GENE20,C1QB,GENE69,GENE76,GENE59,OLR1,GENE72,VSIG4,ACP5,GPD1",Macrophage,macrophage,CL:0000235,Macrophages,CL:0000235,Natural killer cells,CL:0000623,Macrophages,Macrophage,CL:0000235,CL:0000235,macrophage,macrophage,macrophage,natural killer cell,0,0,0,-1
388,388,388,388,388,1,Lung,1.0,"KLRF1,SPON2,GENE82,GZMB,FCGR3A,NKG7,GENE62,GENE57,GENE91,GENE42,GENE85,PYHIN1,GENE38,KLRD1,GENE4,PRF1,CD247,GNLY,GENE48,GENE73",Natural Killer,natural killer cell,CL:0000623,Natural Killer Cells,CL:0000623,Epithelial cells,CL:0000066,Natural Killer Cells,Natural killer cell,CL:0000623,CL:0000623,natural killer cell,natural killer cell,natural killer cell,epithelial cell,0,0,0,13
389,389,389,389,389,1,Lung,1.0,"GENE1,GENE9,GENE61,GENE90,HSP90B1,PRDX4,SSR4,POU2AF1,MZB1,DERL3,MANF,GENE52,GENE69,GENE76,GENE21,XBP1,TNFRSF17,GENE44,GENE23,SEC11C",Plasma,plasma cell,CL:0000786,Epithelial Cells,CL:0000066,Tumor cells,CL:0001063,Plasma Cells,Plasma cell,CL:0000786,CL:0000786,plasma cell,plasma cell,epithelial cell,neoplastic cell,0,0,13,-1
390,390,390,390,390,1,Lung,1.0,"GENE26,GENE7,SLC34A2,SFTPC,ABCA3,GENE88,SFTPA1,SFTPD,GENE77,SFTPA2,LAMP3,NAPSA,GENE20,LPCAT1,GENE57,GENE59,GENE44,GENE60,GENE48,SFTPB",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,Alveolar type II cells,CL:0002063,Alveolar type II cells,CL:0002063,Alveolar Cells Type II,Alveolar type II cell,CL:0002063,CL:0002063,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,pulmonary alveolar type 2 cell,0,0,0,0
391,391,391,391,391,1,Lung,1.0,"HPGDS,HDC,GENE28,TPSAB1,GATA2,GENE63,VWA5A,CPA3,GENE20,KIT,GENE65,GENE78,GRAP2,CD44,GENE17,GENE5,GENE60,MS4A2,GENE48,GENE83",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",Mast cells,CL:0000097,Mast cells,CL:0000097,Mast Cells,Mast cell,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mast cell,-1,-1,-1,-1
392,392,392,392,392,1,Lung,1.0,"LST1,AIF1,COTL1,RPS19,FCGR3A,FCN1,LILRB2,GENE79,GENE54,GENE85,GENE49,GENE76,GENE14,GENE4,IFITM2,GENE36,GENE44,SAT1,RHOC,GENE81",CD16+ Monocyte,,,Macrophages,CL:0000235,Macrophages,CL:0000235,Monocytes,Myeloid cell,CL:0000576,CL:0000763,monocyte,myeloid cell,macrophage,macrophage,-1,-1,-1,-1
393,393,393,393,393,1,Lung,1.0,"GENE1,GENE19,NOSTRIN,GENE86,GENE43,FCN3,FLNB,GENE100,RAMP3,GENE12,CD81,PODXL,CDH5,GENE24,BTNL9,GENE56,GENE96,GENE84,CDC42EP1,EPAS1",Capillary,,,Unknown myeloid,CL:0000763,Endothelial cells,CL:0000115,Endothelial Cells,Endothelial cell,CL:0000115,CL:0000115,endothelial cell,endothelial cell,myeloid cell,endothelial cell,-1,-1,-1,-1
394,394,394,394,394,1,Lung,1.0,"GENE39,GENE30,GENE40,GENE70,CD8A,GZMA,GENE16,NKG7,GENE46,CD3D,GENE54,CD3G,GENE93,CD8B,GZMH,GENE36,CCL5,RPL34,RPS27,GENE81",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,Cytotoxic T-cells,CL:0000910,Cytotoxic T cells,CL:0000910,Cytotoxic T Cells,Cytotoxic T cell,CL:0000910,CL:0000910,cytotoxic t cell,cytotoxic t cell,cytotoxic T cell,cytotoxic t cell,-1,-1,-1,-1
395,395,395,395,395,1,Lung,1.0,"GENE7,SCGB3A2,DSTN,CEACAM6,GENE43,WFDC2,GENE82,GENE63,GENE89,CTSE,C16orf89,GENE69,GENE56,GENE17,PIGR,GENE59,GENE66,CYB5A,SFTPB,KIAA1324",Club,club cell,CL:0000158,Club cells,CL:0000158,Clara cells,CL:0000158,Goblet Cells,Club cell,CL:0000160,CL:0000158,goblet cell,club cell,club cell,club cell,-1,0,0,0
396,396,396,396,396,1,Lung,1.0,"GENE94,GENE98,BGN,GENE68,ITGBL1,POSTN,COL1A1,GENE22,ASPN,COL6A3,GENE78,LTBP1,GENE80,GENE17,CALD1,GENE72,GENE3,COL3A1,COL1A2,GENE23",Myofibroblast,myofibroblast cell,CL:0000186,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblast Cells,Fibroblast,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,-1,-1,-1,-1
397,397,397,397,397,1,Lung,1.0,"GENE26,GENE30,GENE8,GENE61,GENE70,PLD4,SEC61B,GENE51,PTPRE,GZMB,GENE15,PPP1R14B,GENE64,GENE45,IRF7,TYROBP,NPC2,GENE72,IL3RA,IRF4",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,Ciliated cells,CL:0000064,Immature granulocytes,CL:0000094,Dendritic Cells,Natural killer cell,CL:0000451,CL:0000623,dendritic cell,natural killer cell,ciliated cell,granulocyte,1,-1,-1,-1
398,398,398,398,398,1,Lung,1.0,"TPX2,GENE98,GENE27,GENE33,GENE75,BIRC5,STMN1,TYMS,CDK1,GENE64,GENE13,KPNA2,H2AFZ,GENE97,NUSAP1,UBE2C,GENE25,ANLN,GENE60,GENE81",Proliferating Macrophage,,,Proliferating cells,CL:4033068,Proliferative cells,CL:0011025,Proliferating Cells,Cancer cells,CL:4033068,CL:0001064,cycling B cell,malignant cell,cycling B cell,exhausted T cell,-1,-1,-1,-1
399,399,399,399,399,1,Lung,1.0,"GENE26,BIRC5,SMC4,HMGB2,GENE45,GENE93,GENE69,GENE87,H2AFV,GENE74,GENE4,GENE21,NUSAP1,KIF2C,UBE2C,AURKB,GENE48,CENPF,GENE99,TOP2A",Proliferating NK/T,,,Proliferating cells,CL:4033068,Lung fibroblasts,CL:0002553,Fibroblastic Reticular Cells,Cancer cells,CL:0009101,CL:0001064,fibroblastic reticular cell,malignant cell,cycling B cell,fibroblast of lung,-1,-1,-1,-1
400,400,400,400,400,1,Lung,1.0,"GENE9,GENE34,VWF,PLVAP,POSTN,GENE18,GENE95,EMCN,GENE20,GENE13,GENE45,GENE65,GENE17,ZNF385D,ENPP2,INHBB,SPRY1,COL15A1,SPARCL1,GENE55",Bronchial Vessel,,,Endothelial cells,CL:0000115,Endothelial cells,CL:0000115,Endothelial Cells,Endothelial cell,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,endothelial cell,-1,-1,-1,-1
401,401,401,401,401,1,Lung,1.0,"GENE61,GENE98,GENE33,GENE90,SCGB1A1,GENE32,SLPI,LCN2,WFDC2,MUC5B,GENE53,GENE82,GENE57,SAA1,GENE96,SCGB3A1,GENE2,BPIFB1,MSMB,RARRES1",Mucous,,,Club cells (Clara cells),CL:0000158,Clara cells,CL:0000158,Club Cells,Club cell,CL:0000158,CL:0000158,club cell,club cell,club cell,club cell,-1,-1,-1,-1
402,402,402,402,402,1,Lung,1.0,"GENE9,GENE7,TGM2,VWF,GENE88,SLCO2A1,GENE63,GENE18,CPE,GENE46,PTPRB,PLA1A,GENE74,GENE66,GENE36,GENE25,LIFR,SELP,SRPX,PRSS23",Vein,,,Pericytes and endothelial cells,CL:0000115,Alveolar epithelial cells,CL:0000322,Platelets,Endothelial cell,CL:0000233,CL:0000115,platelet,endothelial cell,endothelial cell,pulmonary alveolar epithelial cell,-1,-1,-1,-1
403,403,403,403,403,1,Lung,1.0,"COL4A2,GENE8,COL4A1,GENE43,GENE12,TACC1,CHN1,GENE52,GENE76,GENE74,GENE2,PDGFRB,LAMC3,CALD1,GENE21,GENE36,GENE3,LAMB1,COX4I2,NID1",Pericyte,pericyte,CL:0000669,Fibroblasts,CL:0000057,Mesenchymal cells,CL:0008019,Endothelial Cells in Blood-Brain Barrier,Endothelium,UBERON:0000201,UBERON:0001986,endothelial blood brain barrier,endothelium,fibroblast,mesenchymal cell,-1,10,10,11
404,404,404,404,404,1,Lung,1.0,"TPM2,GENE61,DSTN,GENE63,GENE95,DES,PLN,GENE24,GENE10,GENE56,GENE71,ACTA2,CNN1,GENE31,CALD1,CSRP1,GENE23,MYH11,GENE55,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,Smooth muscle cells,CL:0000192,Smooth muscle cells,CL:0000192,Smooth Muscle Cells,1. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,smooth muscle cell,0,0,0,0
405,405,405,405,405,1,Lung,1.0,"GENE1,GENE94,GJA5,GENE70,GENE32,HEY1,GENE18,GENE6,ARGLU1,PTPRB,GENE57,GENE93,FBLN5,SEMA3G,GENE11,GENE69,DKK2,EFNB2,BMX,EPAS1",Artery,,,Endothelial cells and cardiomyocytes,CL:0002495,Cardiomyocytes,CL:0002495,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,fetal cardiomyocyte,fetal cardiomyocyte,-1,-1,-1,-1
406,406,406,406,406,1,Lung,1.0,"GENE94,GENE30,GENE61,GENE40,GENE34,EDNRB,CYP3A5,GENE15,TBX2,EMCN,GENE62,CLDN5,STXBP6,GENE91,SOSTDC1,HPGD,GENE36,GENE3,APP,ESAM",Capillary Aerocyte,,,Epithelial cells,CL:0000066,Fibroblasts,CL:0000057,Endothelial Cells,3. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,epithelial cell,fibroblast,-1,-1,-1,-1
407,407,407,407,407,1,Lung,1.0,"GENE1,GENE94,SRSF11,IPO7,VAT1,RALA,GENE95,GENE65,GENE52,GALNT18,GENE5,GENE76,GENE14,WWTR1,SH3BP5,GENE66,GENE92,PECAM1,ACVRL1,EPAS1",Capillary Intermediate,,,Unknown mesenchymal cells,CL:0008019,Immune cells,CL:0000738,Endothelial Cells,4. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,mesenchymal cell,leukocyte,-1,-1,-1,-1
408,408,408,408,408,1,Lung,1.0,"GENE30,CCDC71L,HAS1,GENE43,GENE75,GENE58,C3,CPXM1,GENE46,GENE22,FGF7,STEAP1,OSR1,GENE96,GENE2,C7,GENE21,WT1,MEDAG,GENE81",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,Fibroblasts,CL:0000057,Goblet cells,CL:0000160,Proximal tubular cells,5. Mesangial cells,CL:4030038,CL:0000650,"CD24-positive, CD-133-positive, vimentin-positive proximal tubular cell",mesangial cell,fibroblast,goblet cell,-1,-1,2,-1
409,409,409,409,409,1,Lung,1.0,"GENE94,GALNT9,ITLN1,SLPI,GENE63,C3,DSC3,GENE95,ALDH1A3,MGARP,DMKN,GENE29,GENE42,GENE76,GENE2,GENE31,PRG4,WT1,GENE37,GENE60",Mesothelial,mesothelial cell,CL:0000077,Goblet cells,CL:0000160,Inflammatory cells,CL:0009002,Stratified squamous epithelial cells,6. Macrophages,CL:0000240,CL:0000235,stratified squamous epithelial cell,macrophage,goblet cell,inflammatory cell,-1,-1,-1,-1
410,410,410,410,410,1,Lung,1.0,"GENE7,GENE86,GP6,CMTM5,GENE58,ITGA2B,CABP5,PF4,GENE6,GRAP2,GENE29,GENE42,GENE74,GENE97,TMEM40,GP9,TUBB1,GENE36,ACRBP,GENE55",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556",Megakaryocyte,CL:0000556,Alveolar epithelial cells,CL:0000322,Platelet,7. Platelets,CL:0000233,CL:0000233,platelet,platelet,megakaryocyte,pulmonary alveolar epithelial cell,-1,-1,-1,-1
411,411,411,411,411,1,Lung,1.0,"S100A6,GENE77,CD7,LGALS1,GENE63,GENE89,CEBPB,CD2,GENE52,CTSW,GENE57,GENE93,GENE69,GENE49,CXCR4,GNLY,GENE44,CCL5,GENE55,ZFP36L2",Natural Killer T,,,T cells,CL:0000084,T cells,CL:0000084,T lymphocytes,8. T cells,CL:0000084,CL:0000084,T cell,t cell,t cell,t cell,-1,-1,-1,-1
412,412,412,412,412,1,Lung,1.0,"CLU,GENE68,HSPB3,CST5,GENE63,GENE15,GENE95,IGF1,GENE64,GENE93,FAM150A,GENE84,GENE38,CNN1,GENE21,MET,RAMP1,CSRP1,SCX,GENE41",Fibromyocyte,,,Stromal cells,CL:0000499,Fibroblasts,CL:0000057,Tenocytes,9. Smooth muscle cells,CL:0000388,CL:0000192,tendon cell,smooth muscle cell,stromal cell,fibroblast,-1,-1,-1,-1
413,413,413,413,413,1,Lung,1.0,"GENE39,COX5A,GENE98,GENE34,WFDC2,PSCA,TXN,GENE12,FAM3D,GENE13,CXCL17,AGR2,GENE5,GENE56,GENE14,GABRP,CLIC1,S100P,GENE3,GENE92",Goblet,goblet cell,CL:0000160,Epithelial cells,CL:0000066,Type II pneumocytes,GO:0060510,Goblet cells,10. Secretory cells,CL:0000160,CL:0000151,goblet cell,secretory cell,epithelial cell,type II pneumocyte differentiation,0,-1,1,-1
414,414,414,414,414,1,Lung,1.0,"TMPRSS11E,GENE90,GENE16,GENE12,STAC2,GENE6,ASCL3,GENE47,GENE52,BSND,GENE54,GENE5,HEPACAM2,GENE42,MFSD6L,TFF3,PHGR1,GENE66,FOXI1,ATP6V1B1",Ionocyte,ionocyte,CL:0005006,Epithelial cells,CL:0000066,Macrophages,CL:0000235,Submucosal Gland Acinar Cells,11. Secretory cells,CL:0002140,CL:0000151,acinar cell of sebaceous gland,secretory cell,epithelial cell,macrophage,-1,-1,1,-1
415,415,415,415,415,1,Lung,1.0,"GENE61,FAM46A,GENE70,NENF,BEX1,GENE16,PCSK1N,EGR1,GENE15,PRDX2,GENE18,CPE,GENE50,GENE93,GENE11,GENE5,GENE21,CHGA,SCGN,SEC11C",Neuroendocrine,neuroendocrine cell,CL:0000165,Neurons,CL:0000540,Dendritic cells,CL:0000451,Enteroendocrine Cells,12. Neuroendocrine cells,CL:0000164,CL:0000165,enteroendocrine cell,neuroendocrine cell,neuron,dendritic cell,2,0,2,-1
416,416,416,416,416,1,Lung,1.0,"GENE19,LPO,LYZ,GENE68,GENE40,ZG16B,PRH2,GENE18,PRB4,GENE78,GENE35,GENE57,GENE87,TESC,GENE29,GENE84,PRR4,TCN1,PRB3,PHB",Serous,serous secreting cell,CL:0000313,Goblet cells,CL:0000160,Neutrophils,CL:0000775,Gastric chief cells,13. Salivary gland cells,CL:0000155,CL:0009005,peptic cell,salivary gland cell,goblet cell,neutrophil,-1,-1,-1,-1
417,417,417,417,417,1,Lung,1.0,"GENE39,LYZ,C1QA,AIF1,CTSZ,GENE51,GENE100,FCER1G,GENE18,C1QC,C1QB,GENE57,LAPTM5,GENE87,GENE17,GENE97,CTSL,GENE36,HLA-DRB1,GENE83",Macrophages,macrophage,CL:0000235,Macrophages,CL:0000235,Endothelial cells,CL:0000115,Macrophages,14. Myeloid cells,CL:0000235,CL:0000763,macrophage,myeloid cell,macrophage,endothelial cell,0,2,0,-1
418,418,418,418,418,1,Lung,1.0,"GENE90,CST7,GZMA,CD7,GENE51,GZMB,NKG7,GENE20,GENE22,CTSW,GENE87,GENE49,GENE74,CCL4,GENE31,PRF1,GNLY,GENE60,CCL5,GENE81",Innate lymphoid cell NK,natural killer cell,CL:0000623,Cytotoxic T cells,CL:0000910,Type I alveolar cells,CL:0002062,Cytotoxic T cells,15. NK cells,CL:0000910,CL:0000623,cytotoxic t cell,natural killer cell,cytotoxic t cell,pulmonary alveolar type 1 cell,-1,0,-1,-1
419,419,419,419,419,1,Lung,1.0,"SLC34A2,GENE28,SFTPD,GENE75,S100A14,GENE100,GENE6,NAPSA,MUC1,SFTA3,GENE22,GENE35,SFTA2,SLC39A8,GENE74,GENE4,PEBP4,GENE59,CYB5A,GENE48",AT2,type II pneumocyte,CL:0002063,Alveolar epithelial type II cells,CL:0002063,Mast cells,CL:0000097,Alveolar Type II cells,16. Alveolar cells,CL:0002063,CL:0000583,pulmonary alveolar type 2 cell,alveolar macrophage,pulmonary alveolar type 2 cell,mast cell,0,-1,0,-1
420,420,420,420,420,1,Lung,1.0,"GENE1,GENE39,GENE30,GENE27,GENE90,IGFBP7,VWF,GENE51,RAMP3,GENE46,GENE24,GENE97,CLEC14A,ACKR1,MGP,RAMP2,GENE25,GNG11,PECAM1,SPARCL1",EC venous,vein endothelial cell,CL:0002543,Alveolar epithelial cells,CL:0000322,Alveolar epithelial cells,CL:0000322,Endothelial Cells,17. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,pulmonary alveolar epithelial cell,pulmonary alveolar epithelial cell,3,3,-1,-1
421,421,421,421,421,1,Lung,1.0,"GENE27,IL32,CORO1A,TRAC,CD3E,CD2,GENE65,CD3D,GENE67,GENE24,GENE56,GENE71,GENE85,GENE76,CXCR4,GENE72,CD69,CCL5,GENE81,TRBC2",T cell lineage,T cell,CL:0000084,T cells,CL:0000084,T lymphocytes,CL:0000084,T Cells,18. T cells,CL:0000084,CL:0000084,t cell,t cell,t cell,T cell,0,0,0,0
422,422,422,422,422,1,Lung,1.0,"GENE8,IFI27,GENE32,GENE88,GIMAP7,GENE73,GENE18,GENE46,TM4SF1,CLDN5,CRIP2,GENE85,GENE42,GENE14,CLEC14A,SOX17,A2M,PECAM1,SPARCL1,GENE83",EC arterial,endothelial cell of artery,CL:1000413,Monocytes,CL:0000576,Bronchial epithelial cells,CL:0002328,Endothelial Cells,19. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,monocyte,bronchial epithelial cell,3,3,-1,-1
423,423,423,423,423,1,Lung,1.0,"GENE26,C1S,LUM,BGN,GENE40,IGFBP7,GENE43,SPARC,GENE82,GENE89,GENE12,GENE24,DCN,CALD1,GENE66,MGP,GENE60,COL6A1,COL1A2,GENE41",Fibroblasts,fibroblast,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,CL:0000057,Fibroblasts,20. Fibroblasts,CL:0000057,CL:0000057,fibroblast,fibroblast,fibroblast,fibroblast,0,0,0,0
424,424,424,424,424,1,Lung,1.0,"GENE30,GENE40,CEACAM6,GENE88,ADIRF,HOPX,GENE58,EMP2,FXYD3,GENE18,GENE95,CAV1,AGER,SFTA2,GENE14,GENE97,GENE21,GENE60,KRT7,TSPAN13",AT1,type I pneumocyte,CL:0002062,Type I and Type II pneumocytes,GO:0060509,Tumor cells,CL:0001063,Alveolar Type I Cells,21. Alveolar cells,CL:0002062,CL:0000583,pulmonary alveolar type 1 cell,alveolar macrophage,type I pneumocyte differentiation,neoplastic cell,0,-1,-1,-1
425,425,425,425,425,1,Lung,1.0,"GENE68,FAM229B,RP11-295M3.4,GENE32,GENE28,SNTN,C12orf75,TMEM231,GENE62,GSTA1,GENE35,GENE24,GENE56,GENE71,GENE31,RP11-356K23.1,CD24,GENE25,C11orf97,C5orf49",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,Epithelial cells,CL:0000066,Immune cells,CL:0000738,Neurons,22. Epithelial cells,CL:0000540,CL:0000066,neuron,epithelial cell,epithelial cell,leukocyte,11,2,2,-1
426,426,426,426,426,1,Lung,1.0,"GENE30,MS4A1,IGLC2,GENE75,CORO1A,LTB,IGHA1,CD79A,ISG20,GENE47,GENE69,GENE87,GENE17,GENE44,GENE60,TSC22D3,IGKC,GENE99,GENE23,CD37",B cell lineage,B cell,CL:0000236,B cells,CL:0000236,B cells,CL:0000236,B Cell,23. B cells,CL:0000236,CL:0000236,b cell,b cell,b cell,b cell,0,0,0,0
427,427,427,427,427,1,Lung,1.0,"GENE19,GENE68,CEACAM6,GENE32,WFDC2,CP,TACSTD2,MUC1,KRT19,CXCL17,GENE79,GENE67,GENE24,GENE96,PIGR,BPIFB1,GENE25,GENE37,KRT7,GENE41",Secretory,secretory cell,CL:0000151,Mucous cells,CL:0000319,Mucosal-associated lymphoid tissue cells,CL:0000884,Gastric mucous cells,24. Secretory cells,CL:0002181,CL:0000151,mucous neck cell of gastric gland,secretory cell,mucus secreting cell,mucosa-associated lymphoid tissue macrophage,-1,0,-1,-1
428,428,428,428,428,1,Lung,1.0,"LST1,AIF1,GENE77,GENE75,GENE53,GENE63,S100A8,FCER1G,COTL1,FCN1,GENE13,GENE52,GENE42,VCAN,S100A12,CD14,S100A9,GENE3,GENE37,GENE41",Monocytes,monocyte,CL:0000576,Macrophages,CL:0000235,Macrophages,CL:0000235,Monocytes,25. Myeloid cells,CL:0000576,CL:0000763,monocyte,myeloid cell,macrophage,macrophage,0,2,2,2
429,429,429,429,429,1,Lung,1.0,"ZG16B,GENE43,CCL28,GENE16,GENE12,LTF,PIP,GENE65,GENE79,MARCKSL1,GENE67,GENE91,GENE42,PIGR,GENE74,TCN1,SELM,GENE21,SEC11C,AZGP1",Submucosal Secretory,,,Neutrophils,CL:0000775,Dendritic cells,CL:0000451,Mammary Epithelial Cells,1. Epithelial cells,CL:0002327,CL:0000066,mammary gland epithelial cell,epithelial cell,neutrophil,dendritic cell,-1,-1,-1,-1
430,430,430,430,430,1,Lung,1.0,"GENE8,GENE61,AQP1,GENE68,IFI27,GENE32,GENE53,GENE62,TM4SF1,CLDN5,GENE35,CDH5,GENE80,GENE2,EGFL7,HYAL2,CLEC14A,PECAM1,SPARCL1,GENE83",EC capillary,capillary endothelial cell,CL:0002144,Endothelial cells,CL:0000115,"Alveolar Epithelium, Endothelial Cells",CL:4028002,Endothelial Cells,2. Endothelial cells,CL:0000115,CL:0000115,endothelial cell,endothelial cell,endothelial cell,alveolar capillary type 1 endothelial cell,2,2,2,-1
431,431,431,431,431,1,Lung,1.0,"SDPR,GENE39,CCL21,ECSCR,GENE70,IGFBP7,MMRN1,GENE88,GENE77,GENE15,GENE89,PPFIBP1,TM4SF1,CLDN5,GENE57,GENE67,GENE5,GENE72,RAMP2,GNG11",Lymphatic EC mature,,,Fibroblasts,CL:0000057,"Endothelial Cells, Lymphatic Endothelial Cells",CL:1001572,Caveolar Cells,3. Endothelial cells,CL:0000000,CL:0000115,cell,endothelial cell,fibroblast,colon endothelial cell,-1,-1,-1,-1
432,432,432,432,432,1,Lung,1.0,"SDPR,GENE26,GENE19,TCF4,CCL21,GENE70,IGFBP7,GENE100,GENE15,AKAP12,CLDN5,GENE87,TFPI,GENE59,TFF3,GENE72,GNG11,TIMP3,GENE99,GENE73",Lymphatic EC differentiating,,,Fibroblasts,CL:0000057,"Endothelial Cells, Immune Cells",CL:1001572,Gut Epithelial Cells,4. Endothelial cells,CL:0000131,CL:0000115,gut endothelial cell,endothelial cell,fibroblast,colon endothelial cell,-1,-1,-1,-1
433,433,433,433,433,1,Lung,1.0,"HLA-DQB1,GENE33,GENE40,GENE32,HLA-DPB1,CORO1A,MS4A6A,GENE47,GENE78,GENE93,HLA-DQA1,ITGB2,GPR183,GENE56,GENE96,GENE84,GENE72,HLA-DPA1,HLA-DRB1,HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,Dendritic cells,CL:0000451,"Antigen-Presenting Cells, Immune Cells",CL:0000145,B Cells,5. Immune cells (B cells),CL:0000236,CL:0000228,b cell,multinucleate cell,dendritic cell,professional antigen presenting cell,-1,-1,0,1
434,434,434,434,434,1,Lung,1.0,"TPM2,GENE8,CTGF,GENE28,GENE77,GENE58,GENE63,CYR61,GENE18,GPX3,IGFBP5,GENE87,GENE56,GENE29,GENE71,TAGLN,CALD1,MT1X,SPARCL1,PRELP",Myofibroblasts,myofibroblast cell,CL:0000186,Smooth muscle cells,CL:0000192,"Fibroblasts, Myofibroblasts",CL:0000186,Fibroblasts/ Myofibroblasts,6. Fibroblasts,CL:0000186,CL:0000057,myofibroblast cell,fibroblast,smooth muscle cell,myofibroblast cell,0,-1,-1,0
435,435,435,435,435,1,Lung,1.0,"GENE39,GENE8,HPGDS,TPSAB1,GATA2,GENE63,VWA5A,C1orf186,CPA3,GENE12,TPSB2,KIT,GENE65,GENE79,GENE35,GENE67,GENE5,RGS13,GENE44,MS4A2",Mast cells,mast cell,CL:0000097,Mast cells,CL:0000097,"Inflammatory Cells, Mast Cells",CL:0000485,Mast Cells,7. Mast cells,CL:0000097,CL:0000097,mast cell,mast cell,mast cell,mucosal type mast cell,0,0,0,-1
436,436,436,436,436,1,Lung,1.0,"GENE26,GENE19,TPM2,GENE94,GENE70,IGFBP7,ACTG2,NEXN,GENE58,GENE6,PPP1R14A,DES,PLN,FLNA,GENE42,SELM,LMOD1,GENE60,GENE48,GENE41",Fibromyocytes,,,Fibroblasts and smooth muscle cells,CL:0000192,"Fibroblasts, Lymphatic Endothelial Cells",CL:0002138,Smooth Muscle Cells,8. Smooth muscle cells,CL:0000192,CL:0000192,smooth muscle cell,smooth muscle cell,smooth muscle cell,endothelial cell of lymphatic vessel,-1,-1,-1,-1
