,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified
1835,1835,Lung,4,0.75,"CACNA1C,PRKG1,INPP4B,DMD,ACTA2,TPM1,LPP",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",21. Smooth muscle cells,Cardiomyocyte,Smooth muscle cells,Smooth muscle cells,fetal cardiomyocyte,CL:0002495,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,-1,-1,-1
1836,1836,Lung,4,0.75,"LDB2,PTPRB,PECAM1,PTPRM,TIMP3,CALCRL,TCF4",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,22. Endothelial cells,Endothelium,Endothelial cells,Fibroblasts,endothelium,UBERON:0001986,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,-1,1,1,-1
1837,1837,Lung,4,0.75,"ROBO2,ARHGAP6,PRKG1,LSAMP,RBMS3,SLIT2,LAMA2",Fibroblast,fibroblast,CL:0000057,fibroblast,23. Neurons,Neuron,Fibroblasts,Neurons,neuron,CL:0000540,neuron,CL:0000540,fibroblast,CL:0000057,neuron,CL:0000540,10,10,0,10
1838,1838,Lung,4,0.75,"CD74,SLC8A1,PIK3R5,SRGN,ZEB2,CTSB,TBXAS1",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",24. Dendritic cells,Monocyte,Dendritic cells,Alveolar macrophages,monocyte,CL:0000576,dendritic cell,CL:0000451,dendritic cell,CL:0000451,alveolar macrophage,CL:0000583,-1,-1,-1,-1
1839,1839,Lung,4,0.75,"EBF1,LPIN1,ADIPOQ,PLIN1,FOXO1,ACSL1,PLIN2",Adipocyte,fat cell,CL:0000136,fat cell,25. Adipocytes,Adipocyte,Adipocytes,Adipocytes,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,0,0,0,0
1840,1840,Lung,4,0.75,"AGER,PDPN,HOPX",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,1. Alveolar Type 1 Cells,Alveolar type 2 cells,Alveolar Type I Cells,Alveolar Type 2 Cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar type 2 cell,CL:0002063,-1,0,0,-1
1841,1841,Lung,4,0.75,"NKX2-1,SFTPB,SLC34A2",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,2. Alveolar Type 2 Cells,Alveolar type 2 cells,Alveolar Type II Cells,Type II Pneumocytes,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,type II pneumocyte differentiation,GO:0060510,0,0,0,-1
1842,1842,Lung,4,0.75,"CD24,CD1c,FAS",B cell_memory,memory B cell,CL:0000787,b cell,3. Myeloid Dendritic Cells,Dendritic cells,Dendritic Cells,Dendritic Cells,dendritic cell,CL:0000451,myeloid dendritic cell,CL:0000782,dendritic cell,CL:0000451,dendritic cell,CL:0000451,-1,-1,-1,-1
1843,1843,Lung,4,0.75,"HYDIN,DNAI2,FOXJ1,DNAH5,CDHR3,TUBA1A",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,4. Motile Ciliated Cells,Ciliated cells,Ciliated Epithelial Cells,Ciliated Cells,ciliated cell,CL:0000064,motile cell,CL:0000219,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,1,-1,0,1
1844,1844,Lung,4,0.75,"CYP2F2,SCGB3A1,MUC5B,SCGB1A1,SLPI",Club Epithelial,club cell,CL:0000158,epithelial cell,5. Club Cells,Club cells,Club Cells and Goblet Cells,Club Cells,club cell,CL:0000158,club cell,CL:0000158,respiratory goblet cell,CL:0002370,club cell,CL:0000158,0,0,-1,0
1845,1845,Lung,4,0.75,"COL6A6,DCN,SLIT2,VIM,COL6A2,COL4A1,COL1A1,COL18A1,COL6A3,IGFBP3,COL3A1,IL33,IL6,DDR2,COL6A1,HGF,FBN1,FBLN1",Fibroblast,fibroblast,CL:0000057,fibroblast,6. Fibroblasts,Fibroblasts,Fibroblasts and Mesenchymal Cells,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,mesenchymal cell,CL:0008019,fibroblast,CL:0000057,0,0,-1,0
1846,1846,Lung,4,0.75,"RELN,CCL21,PROX1,MMRN1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,7. Lymphatic Endothelial Cells,Lymphatic endothelial cells,Lymphatic Endothelial Cells,Lymphatics Endothelial Cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,CL:0000115,0,0,0,2
1847,1847,Lung,4,0.75,"PTPRC,MSR1,CSF1R,MS4A6A,CD36,SLC11A1,MERTK,CD163,CPM,CD68,CD163,MR1,MS4A6A,MS4A4A,RBPJ",Macrophage,macrophage,CL:0000235,macrophage/monocyte,8. Macrophages,Monocytes/Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,0,0,0,0
1848,1848,Lung,4,0.75,"TPSAB1,CD69,FCER1A,HDC",Mast Cell,mast cell,CL:0000097,granulocyte,9. Mast Cells,Mast cells,Mast Cells,Mast Cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0
1849,1849,Lung,4,0.75,"CSPG4,ANPEP,PDGFRB,MYO1B,MCAM,ACTA2",Pericyte,pericyte,CL:0000669,pericyte,10. Myofibroblasts,Pericytes,Pericytes and Myofibroblasts,Pericytes,pericyte,CL:0000669,myofibroblast cell,CL:0000186,myofibroblast cell,CL:0000186,pericyte,CL:0000669,0,-1,-1,0
1850,1850,Lung,4,0.75,"ACTA2,SMTN,ACTG2,DES,CNN1,MYH11,PALLD,VCL,TAGLN,GUCY1A3",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,11. Smooth Muscle Cells,Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0
1851,1851,Lung,4,0.75,"CD69,SKAP1,IL7R,TRAC,NKG7,CD3E,PTPRC,THEMIS,CD96",T cell,T cell,CL:0000084,t/nk cell,12. T Cells,T cells,T cells,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,0,0,0,0
1852,1852,Lung,4,0.75,"RAMP3,NOSTRIN,CD300LG,LDB2,EPHB4,BACE2,PTPRB",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,13. Endothelial Cells,Endothelial cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1
1853,1853,Lung,4,0.75,"NAPSA,MUC1,PGC,SLC34A2,SFTPD,SFTPA1,SFTPB",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,14. Alveolar Type 2 Cells,Alveolar type 2 cells,Alveolar type II cells,Alveolar type II cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,0,0,0,0
1854,1854,Lung,4,0.75,"PROK2,MMP25,CXCR2,CD177,MTND5P32,FCGR3B,IL1R2",neutrophil,neutrophil,CL:0000775,granulocyte,15. Neutrophils,Neutrophils,Neutrophils,Neutrophils,neutrophil,CL:0000775,neutrophil,CL:0000775,neutrophil,CL:0000775,neutrophil,CL:0000775,0,0,0,0
1855,1855,Lung,4,0.75,"IL32,CD3E,CXCR4,CD3G,IL7R,CD3D,CD69","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,16. T Cells,T cells,T cells,T regulatory cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,regulatory T cell,CL:0000815,3,3,3,-1
1856,1856,Lung,4,0.75,"CD3E,KLRD1,CCL5,CD2,GZMA,GNLY,CCL4","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,17. Cytotoxic T Cells,NK cells,Natural killer T cells,NK cells,natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,natural killer cell,CL:0000623,-1,-1,-1,-1
1857,1857,Lung,4,0.75,"GZMA,KLRF1,GNLY,KLRB1,GZMB,CD247,CST7",nk cell,natural killer cell,CL:0000623,t/nk cell,18. Natural Killer Cells,NK cells,Natural killer cells,Cytotoxic T cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,0,0,0,-1
1858,1858,Lung,4,0.75,"PLVAP,ADAMTS4,NEURL1B,CCL14,ZNF385D,CYTL1,EXOC3L2",bronchial vessel endothelial cell,,,endothelial cell,19. Lymphatic Endothelial Cells,Endothelial cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,CL:0000115,endothelial cell,CL:0000115,-1,-1,-1,-1
1859,1859,Lung,4,0.75,"HSPB6,MYH11,FOXC2,ACTG2,DES,AC100803.2,ADRA2C",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,20. Myofibroblast-like Cells,Smooth muscle cells,Smooth muscle cells,Vascular smooth muscle cells,smooth muscle cell,CL:0000192,myofibroblast cell,CL:0000186,smooth muscle cell,CL:0000192,vascular associated smooth muscle cell,CL:0000359,0,-1,0,-1
1860,1860,Lung,4,0.75,"MGP,C1S,MFAP5,FBLN1,IGFBP6,MFAP4,PLA2G2A",adventitial cell,adventitial cell,CL:0002503,adventitial cell,21. Fibroblast-like Cells,Extracellular matrix cells,Fibroblasts,Smooth Muscle Cells,extracellular matrix secreting cell,CL:0000327,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,CL:0000057,smooth muscle cell,CL:0000192,-1,-1,-1,-1
1861,1861,Lung,4,0.75,"APOE,VSIG4,MS4A7,ACP5,APOC1,FABP4,C1QB",macrophage,macrophage,CL:0000235,macrophage/monocyte,22. Adipose Tissue Macrophages,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,adipose macrophage,CL:0002477,macrophage,CL:0000235,macrophage,CL:0000235,0,-1,0,0
1862,1862,Lung,4,0.75,"GATA2,HPGDS,TPSB2,CPA3,KIT,CD69,VWA5A",basophil,basophil,CL:0000767,granulocyte,23. Mast Cells,Mast cells,Mast cells,Mast Cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1
1863,1863,Lung,4,0.75,"S100A12,VCAN,CD300E,S100A8,COTL1,MNDA,S100A9",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,24. Neutrophil-like Cells,Neutrophils,Monocytes,Inflammatory Cells,neutrophil,CL:0000775,neutrophil progenitor cell,CL:0000834,monocyte,CL:0000576,inflammatory cell,CL:0009002,-1,-1,1,-1
1864,1864,Lung,4,0.75,"SSTR1,SOX17,GJA5,CXCL12,DKK2,SERPINE2,NPR3",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,25. Fenestrated Endothelial Cells,Endothelial cells,Endothelial cells,Endothelial Cells,endothelial cell,CL:0000115,fenestrated endothelial cell,CL:0000666,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,-1,3,3
1865,1865,Lung,4,0.75,"TPPP3,CAPS,C1orf194,C11orf88,TSPAN1,RSPH1,PIFO",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,1. Ciliated cells,Olfactory receptor cells,Airway epithelial cells,Mesenchymal Stem Cells,olfactory receptor cell,CL:0000207,ciliated cell,CL:0000064,respiratory epithelial cell,CL:0002368,mesenchymal stem cell,CL:0000134,-1,2,3,9
1866,1866,Lung,4,0.75,"CLEC10A,S100B,FCER1A,CLEC5A,GPR183,CD1E,CST7",dendritic cell,dendritic cell,CL:0000451,dendritic cell,2. Dendritic cells,Dendritic cells,Dendritic cells,Dendritic Cells,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,0,0,0,0
1867,1867,Lung,4,0.75,"MSMB,LCN2,WFDC2,TSPAN1,SCGB3A1,SCGB1A1,CP",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,3. Club cells,Prostate epithelial cells,Club cells,Goblet Cells,epithelial cell of prostate,CL:0002231,club cell,CL:0000158,club cell,CL:0000158,goblet cell,CL:0000160,-1,-1,-1,1
1868,1868,Lung,4,0.75,"IGFBP2,TACSTD2,KRT19,KRT5,KRT15,ALDH3A1,MIR205HG",basal cell,basal cell,CL:0000646,stem cell,4. Basal cells,Basal cells of the epidermis,Basal cells and Progenitor cells,Alveolar Epithelial Cells,basal cell of epidermis,CL:0002187,basal cell,CL:0000646,progenitor cell,CL:0011026,pulmonary alveolar epithelial cell,CL:0000322,-1,0,-1,-1
1869,1869,Lung,4,0.75,"IGHA2,IGHG2,IGHG4,MZB1,DERL3,TNFRSF17,IGHG3",plasma cell,plasma cell,CL:0000786,b cell,5. Plasma cells,Plasma B cells,Plasma cells,B Cells,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,0,0,0,4
1870,1870,Lung,4,0.75,"LINC01781,MS4A1,VPREB3,TNFRSF13B,CD79A,CD19,PAX5",b cell,B cell,CL:0000236,b cell,6. B cells,B cells,B cells,B cells,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,0,0,0,0
1871,1871,Lung,4,0.75,"C6orf58,LINC01829,LPO,PRB1,PRB3,ANO1,SLC5A1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,7. Acinar cells,Salivary gland duct cells,Serous gland cells,Secretory epithelial cells,intercalated cell of salivary gland,CL:4052048,acinar cell,CL:0000622,serous secreting cell of bronchus submucosal gland,CL:4033005,fallopian tube secretory epithelial cell,CL:4030006,-1,-1,-1,-1
1872,1872,Lung,4,0.75,"FGL2,MS4A6A,FCGR3A,CD163,MAFB,LST1,AIF1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,8. Macrophages,Monocytes,Macrophages,Macrophages,monocyte,CL:0000576,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,1,3,3,3
1873,1873,Lung,4,0.75,"VWF,FCN3,FAM107A,LRRC32,CALCRL,CLDN5,TIMP3",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,9. Endothelial cells,Endothelial cells,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,2,2,2
1874,1874,Lung,4,0.75,"CA4,IL1RL1,SPARCL1,CLDN5,GNG11,HPGD,EMCN",capillary aerocyte,,,epithelial cell,10. Blood vessel associated fibroblasts,Endothelial cells,Endothelial cells,Vascular endothelial cells,endothelial cell,CL:0000115,fibroblast of lymphatic vessel,CL:0002554,endothelial cell,CL:0000115,endothelial cell of vascular tree,CL:0002139,-1,-1,-1,-1
1875,1875,Lung,4,0.75,"MS4A15,MYRF,NCKAP5,UPK3B,ST6GALNAC5,ITLN2,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,11. Oligodendrocyte precursor cells,Urothelial cells,Unknown/mixed,Neuroendocrine cells,urothelial cell,CL:0000731,oligodendrocyte precursor cell,CL:0002453,midzonal region hepatocyte,CL:0019028,neuroendocrine cell,CL:0000165,-1,-1,-1,-1
1876,1876,Lung,4,0.75,"LIFR,PRSS23,CLU,IGFBP7,RAMP3,C7,TIMP3",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,12. Smooth muscle cells,Stromal cells,Endothelial cells,Type II alveolar cells,stromal cell,CL:0000499,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,3,-1
1877,1877,Lung,4,0.75,"ADH1B,MFAP4,LUM,PTGDS,C1S,DCN,C7",alveolar fibroblast,,,fibroblast,13. Hepatic stellate cells,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,hepatic stellate cell,CL:0000632,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1
1878,1878,Lung,4,0.75,"SEMA3D,CCL21,PROX1,RELN,SCN3B,HOXD9,FOXC2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,14. Lymphatic endothelial cells,Lymphatic endothelial cells,Lymphatic endothelial cells,Lymphatic endothelial cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,0,0,0,0
1879,1879,Lung,4,0.75,"ACTG2,PPP1R14A,CARMN,CNN1,DES,PLAC9,CRYAB",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,15. Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,2,2,2,2
1880,1880,Lung,4,0.75,"AL139020.1,SPIB,CLEC4C,AL357143.1,LILRA4,MZB1,PLD4",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,16. Plasmacytoid dendritic cells,Plasmacytoid dendritic cells,Dendritic Cells,Alveolar macrophages,plasmacytoid dendritic cell,CL:0000784,plasmacytoid dendritic cell,CL:0000784,dendritic cell,CL:0000451,alveolar macrophage,CL:0000583,0,0,1,-1
1881,1881,Lung,4,0.75,"ELF3,PIGR,FOLR1,NEDD4L,CEACAM6,SFTPB,WFDC2",club cell,club cell,CL:0000158,epithelial cell,17. Alveolar epithelial type II cells,Goblet cells,Alveolar Epithelial Cells,Club cells,goblet cell,CL:0000160,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,club cell,CL:0000158,-1,-1,-1,0
1882,1882,Lung,4,0.75,"IGFBP7,SPARCL1,ACKR1,VWF,C7,CLU,NPDC1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,18. Endothelial cells,Endothelial cells,Endothelial Cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,3,3,3,3
1883,1883,Lung,4,0.75,"BGN,MYH11,GJA4,PDGFRB,LMOD1,C2orf40,COX4I2",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,19. Smooth muscle cells,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,1,1,1,1
1884,1884,Lung,4,0.75,"GPR1,LRRC38,LINC01902,KCTD8,AC005821.1,FABP7,SYT4",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,20. Neuron-like cells,Neurons,Neurons,Immune cells,neuron,CL:0000540,neuron associated cell,CL:0000095,neuron,CL:0000540,leukocyte,CL:0000738,9,-1,9,-1
1885,1885,Lung,4,0.75,"PDGFRB,COX4I2,NDUFA4L2,INMT,HIGD1B,TPM2,BGN",pericyte cell,pericyte,CL:0000669,pericyte,21. Fibroblasts,Smooth muscle cells,Pericytes,Fibroblasts,smooth muscle cell,CL:0000192,fibroblast,CL:0000057,pericyte,CL:0000669,fibroblast,CL:0000057,-1,10,0,10
1886,1886,Lung,4,0.75,"VIPR2,BNC1,HAS1,ITLN1,SYT4,BCHE,CPB1",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,22. Mesothelial cells,Intestinal epithelial cells,Mesothelial Cells,Bronchial epithelium,intestinal epithelial cell,CL:0002563,mesothelial cell,CL:0000077,mesothelial cell,CL:0000077,bronchial goblet cell,CL:1000312,-1,0,0,-1
1887,1887,Lung,4,0.75,"COL1A2,ABCA6,AC009269.2,SCN7A,CACNA1C,CARMN,SGIP1",fibroblast,fibroblast,CL:0000057,fibroblast,23. Fibroblasts,Fibroblasts,Fibroblasts,Airway smooth muscle cells,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,respiratory system smooth muscle,UBERON:0004225,0,0,0,-1
1888,1888,Lung,4,0.75,"LILRA1,CD300E,AIF1,LILRB2,FCN1,VCAN,MPEG1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,24. Myeloid cells,Monocytes,Monocytes,T lymphocytes,monocyte,CL:0000576,myeloid cell,CL:0000763,monocyte,CL:0000576,T cell,CL:0000084,1,3,1,7
1889,1889,Lung,4,0.75,"CLNK,HEPACAM2,ASCL3,LINC01187,DGKI,CLCNKB,ATP6V1G3",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,25. Epithelial cells,Kidney tubule cells,Basal Cells,Mast cells,kidney tubule cell,CL:1000507,epithelial cell,CL:0000066,basal cell,CL:0000646,mast cell,CL:0000097,-1,2,-1,-1
1890,1890,Lung,4,1.0,"SCEL,GPRC5A,AGER,RTKN2,LMO7,ARHGEF26,EMP2,SPOCK2,DST,LAMA3",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,1. Epithelial cells,Pneumocytes,Type II alveolar cells,Club cells,pulmonary alveolar epithelial cell,CL:0000322,epithelial cell,CL:0000066,pulmonary alveolar type 2 cell,CL:0002063,club cell,CL:0000158,1,3,-1,-1
1891,1891,Lung,4,1.0,"ADAM28,BANK1,BLK,CD79A,MS4A1,LINC00926,CD79B,SP140,VPREB3,CD22",B,B cell,CL:0000236,b cell,2. B cells,B Cells,B cells,B cells,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,0,0,0,0
1892,1892,Lung,4,1.0,"ITGA2,S100A2,KRT15,KRT5,KRT19,FHL2,CLDN1,KRT17,PERP,DST",Basal,basal cell,CL:0000646,stem cell,3. Basal epithelial cells,Basal Cells,Basal epithelial cells,"Basal cells, Club cells, Type II alveolar cells",basal cell,CL:0000646,basal epithelial cell of prostatic duct,CL:0002236,basal epithelial cell of prostatic duct,CL:0002236,pulmonary alveolar type 1 cell,CL:0002062,0,-1,-1,-1
1893,1893,Lung,4,1.0,"S100A12,CD99,CSF3R,CD300E,VCAN,METTL9,FCN1,CTSS,S100A8,S100A9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,"4. Granulocytes (e.g., neutrophils)",Neutrophils,Neutrophils,Neutrophils,neutrophil,CL:0000775,inflammatory cell,CL:0009002,neutrophil,CL:0000775,neutrophil,CL:0000775,-1,-1,-1,-1
1894,1894,Lung,4,1.0,"MALAT1,TRAT1,CD6,BCL11B,IL7R,CD2,CAMK4,ITK,MAL,LEF1",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,5. T cells,T Cells,T cells,T cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,3,3,3,3
1895,1895,Lung,4,1.0,"ZMYND10,FANK1,SNTN,DNAH6,CDHR3,CCDC170,C20orf85,RSPH1,FAM92B,CAPS",Ciliated,ciliated cell,CL:0000064,ciliated cell,6. Ciliated epithelial cells,Ciliated Cells,Ciliated epithelial cells,Ciliated cells,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,0,-1,-1,0
1896,1896,Lung,4,1.0,"MS4A6A,HLA-DPB1,CLEC10A,HLA-DMB,FCGR2B,HLA-DQA1,FPR3,GPR183,RGS1,CSF2RA",Dendritic,dendritic cell,CL:0000451,dendritic cell,7. Dendritic cells,Dendritic Cells,Dendritic cells,"Dendritic cells, B cells",dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,0,0,0,0
1897,1897,Lung,4,1.0,"C1R,C3,C1S,LUM,CFD,SLIT2,DCN,FBLN1,ABLIM1,ADH1B",Fibroblast,fibroblast,CL:0000057,fibroblast,8. Fibroblasts,Fibroblasts,Fibroblasts,"Endothelial cells, Fibroblasts, Smooth muscle cells",fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,smooth muscle cell,CL:0000192,0,0,0,-1
1898,1898,Lung,4,1.0,"PROX1,IGFBP7,PKHD1L1,TFPI,PPFIBP1,TIMP3,TFF3,TBX1,MMRN1,CCL21",Lymphatic,,,immune cell,9. Lymphatic endothelial cells,Lymphatic Endothelial Cells,Lymphatic endothelial cells,Fibroblasts,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,fibroblast,CL:0000057,-1,-1,-1,-1
1899,1899,Lung,4,1.0,"ACP5,OLR1,ITGAX,MARCO,APOC1,VSIG4,SLCO2B1,C1QB,C1QA,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,10. Macrophages,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,0,0,0,0
1900,1900,Lung,4,1.0,"CD247,SPON2,GZMB,KLRD1,GNLY,PRF1,NKG7,KLRF1,FCGR3A,PYHIN1",Natural Killer,natural killer cell,CL:0000623,t/nk cell,11. Cytotoxic T cells,Natural Killer Cells,Natural Killer Cells,Natural Killer Cells,natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,natural killer cell,CL:0000623,natural killer cell,CL:0000623,0,-1,0,0
1901,1901,Lung,4,1.0,"DERL3,PRDX4,MANF,MZB1,TNFRSF17,SEC11C,XBP1,POU2AF1,SSR4,HSP90B1",Plasma,plasma cell,CL:0000786,b cell,12. Plasma cells,Plasma Cells,Plasma Cells,B cells,plasma cell,CL:0000786,plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,0,0,0,4
1902,1902,Lung,4,1.0,"SFTPC,NAPSA,SFTPA2,SFTPB,SLC34A2,SFTPD,ABCA3,SFTPA1,LPCAT1,LAMP3",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,13. Type II pneumocytes (Alveolar type II cells),Alveolar Type II Cells,Alveolar Epithelial Cells Type II,Type II Alveolar Cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,fetal pre-type II pulmonary alveolar epithelial cell,CL:4040003,pulmonary alveolar type 2 cell,CL:0002063,0,0,1,0
