,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation
211,211,211,211,Lung,1,0.5,"DES,CSPG4,ANPEP,MYO1B",Pericyte,pericyte,CL:0000669,pericyte,"Pericyte, Macrophage","Airway Smooth Muscle, Pericyte, Mucous, Alveolar Epithelial Type 1","Fibromyocyte, Pericyte, Myeloid Dendritic Type 1",Pericyte
212,212,212,212,Lung,1,0.5,"ACTG2,SMTN,GUCY1A3,MYH11,GUCY1B3,ACTN1,MYL9",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Smooth Muscle,"Airway Smooth Muscle, Lymphatic, Platelet/Megakaryocyte, Vein, Pericyte","Airway Smooth Muscle, Vascular Smooth Muscle",Airway Smooth Muscle
213,213,213,213,Lung,1,0.5,"CD247,TRAC,CD3E,IL7R,SKAP1,CD3G",T cell,T cell,CL:0000084,t/nk cell,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T","CD8+ T, CD4+ T, Natural Killer T",CD8+ Memory/Effector T
214,214,214,214,Lung,1,0.5,"RAMP3,LDB2,PTPRB,BACE2,PECAM1",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,"Capillary, Capillary Intermediate 1","Artery, Capillary, Vein, Ciliated, Goblet, Mucous, Bronchial Vessel 1, Lymphatic, Macrophage, Classical Monocyte","Vein, Capillary, Artery",Classical Monocyte
215,215,215,215,Lung,1,0.5,"MUC1,SFTPB,SFTPA1,PGC,SLC34A2",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2","Club, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Platelet/Megakaryocyte","Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Alveolar Epithelial Type 2
216,216,216,216,Lung,1,0.5,"FCGR3B,MMP25,S100A12,CD177,MTND5P32",neutrophil,neutrophil,CL:0000775,granulocyte,"Classical Monocyte, Neutrophil","Nonclassical Monocyte, Classical Monocyte, Basal","Classical Monocyte, OLR1+ Classical Monocyte",Classical Monocyte
217,217,217,217,Lung,1,0.5,"CXCR4,CD3E,TRAC,IL7R,TRBC2","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T","Ionocyte, B, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T, Capillary","CD8+ T, CD4+ T, Natural Killer T",CD8+ Memory/Effector T
218,218,218,218,Lung,1,0.5,"CD3D,GNLY,KLRD1,GZMA,CD3E","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T","CD8+ T, Natural Killer, Proliferating NK/T",Natural Killer T
219,219,219,219,Lung,1,0.5,"KLRF1,GNLY,CD247,FGFBP2,KLRB1",nk cell,natural killer cell,CL:0000623,t/nk cell,"CD8+ Naive T, Natural Killer, Proliferating NK/T","CD8+ Naive T, Natural Killer, CD8+ Memory/Effector T",Natural Killer,CD8+ Memory/Effector T
220,220,220,220,Lung,1,0.5,"EXOC3L2,CCL14,ADAMTS4,ZNF385D,NEURL1B",bronchial vessel endothelial cell,,,endothelial cell,"Bronchial Vessel 1, Vein, Vascular Smooth Muscle","Bronchial Vessel 1, Vein",Bronchial Vessel 1,"Intermediate Monocyte, Bronchial Vessel 1, Vascular Smooth Muscle, Fibromyocyte"
221,221,221,221,Lung,1,0.5,"CNN1,JPH2,CCN5,DES,FOXC2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,"Airway Smooth Muscle, Vascular Smooth Muscle","Airway Smooth Muscle, Vascular Smooth Muscle",Airway Smooth Muscle,"Vascular Smooth Muscle, Airway Smooth Muscle"
222,222,222,222,Lung,1,0.5,"C1R,C1S,MFAP5,FBLN1,IGFBP6",adventitial cell,adventitial cell,CL:0002503,adventitial cell,Adventitial Fibroblast,"Basal, Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast",Adventitial Fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Basal"
223,223,223,223,Lung,1,0.5,"C1QA,APOC1,VSIG4,MS4A7,ACP5",macrophage,macrophage,CL:0000235,macrophage/monocyte,"Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2","Macrophage, Proliferating Macrophage, IGSF21+ Dendritic, TREM2+ Dendritic",Macrophage,"Proliferating Macrophage, Macrophage"
224,224,224,224,Lung,1,0.5,"GATA2,TPSAB1,MS4A2,VWA5A,KIT",basophil,basophil,CL:0000767,granulocyte,"Basophil/Mast 1, Basophil/Mast 2","Basophil/Mast 1, Basophil/Mast 2",Basophil/Mast 1,"Basophil/Mast, Dendritic"
225,225,225,225,Lung,1,0.5,"VCAN,MNDA,CD300E,VSIR,S100A8",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,"Classical Monocyte, Intermediate Monocyte","Proximal Ciliated, Neuroendocrine, Myofibroblast, Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 2, IGSF21+ Dendritic, TREM2+ Dendritic, Nonclassical Monocyte",Classical Monocyte,"Classical Monocyte, OLR1+ Classical Monocyte, Myeloid Dendritic Type 2"
226,226,226,226,Lung,1,0.5,"SSTR1,GJA5,NPR3,PTPRB,MMRN2",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,"Artery, Vascular Smooth Muscle","Artery, Vascular Smooth Muscle",Artery,"Artery, Vein"
227,227,227,227,Lung,1,0.5,"RSPH1,TSPAN1,CAPS,TPPP3,C9orf24",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,"Ciliated, Proximal Ciliated","Ciliated, Proximal Ciliated, Platelet/Megakaryocyte, Nonclassical Monocyte",Ciliated,"Ciliated, Platelet/Megakaryocyte, Pericyte"
228,228,228,228,Lung,1,0.5,"GPR183,PKIB,CD1C,CD1E,CST7",dendritic cell,dendritic cell,CL:0000451,dendritic cell,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2","Ionocyte, CD4+ Memory/Effector T, Plasmacytoid Dendritic, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, OLR1+ Classical Monocyte",Myeloid Dendritic Type 1,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2"
229,229,229,229,Lung,1,0.5,"WFDC2,SERPINB3,TFF3,LCN2,TSPAN1",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,"Goblet, Mucous","Differentiating Basal, Goblet, Mucous, Serous, Platelet/Megakaryocyte, Proximal Basal, Proliferating Basal, Mucous, Platelet/Megakaryocyte, Proximal Ciliated, Goblet.",Goblet,"Goblet, Mucous, Basal, Platelet/Megakaryocyte"
230,230,230,230,Lung,1,0.5,"ALDH3A1,KRT19,IGFBP2,PERP,KRT15",basal cell,basal cell,CL:0000646,stem cell,Basal,"Ciliated, Proximal Basal, Basal, Vascular Smooth Muscle, Basal",Basal,Ciliated
231,231,231,231,Lung,1,0.5,"SPAG4,MZB1,DERL3,IGHA2,JCHAIN",plasma cell,plasma cell,CL:0000786,b cell,Plasma,"Plasma, Plasma, Plasma, B, Neuroendocrine",Plasma,Plasma
232,232,232,232,Lung,1,0.5,"TNFRSF13C,CD19,IGHM,CD79A,PAX5",b cell,B cell,CL:0000236,b cell,B,"B, B, B, B, B",B,B
233,233,233,233,Lung,1,0.5,"TTYH1,LPO,SLC5A1,TCN1,PRB1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,Serous,"Serous, Serous, Serous, Serous, Serous",Serous,Serous
234,234,234,234,Lung,1,0.5,"AIF1,LST1,MS4A6A,CD163,RNASE6",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,Myeloid Dendritic Type 2,"Classical Monocyte, Classical Monocyte, Classical Monocyte, Classical Monocyte, Classical Monocyte",Monocytes,Macrophage
235,235,235,235,Lung,1,0.5,"TIMP3,CALCRL,SLC6A4,LRRC32,VWF",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,Vein,"Alveolar Epithelial Type 1, Vein, Alveolar Epithelial Type 1, Artery, Vein",Vein,Vascular Smooth Muscle
236,236,236,236,Lung,1,0.5,"IL1RL1,CLDN5,HPGD,RAMP2,TIMP3",capillary aerocyte,,,epithelial cell,Capillary Aerocyte,"Basophil/Mast 2, Capillary, Capillary, Artery, Capillary",Capillary Aerocyte,Capillary
237,237,237,237,Lung,1,0.5,"UPK3B,NTM,ITLN2,PKDCC,ST6GALNAC5",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Alveolar Epithelial Type 1, Alveolar Epithelial Type 1, Capillary, Alveolar Epithelial Type 1",Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
238,238,238,238,Lung,1,0.5,"TIMP3,PRSS23,SPARCL1,LIFR,IGFBP7",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,Alveolar Fibroblast,"Alveolar Epithelial Type 1, Vein, Myofibroblast, Artery, Ciliated",Mixture of Various Cell Types,Fibroblast
239,239,239,239,Lung,1,0.5,"MGP,FBLN1,LUM,RARRES2,ADH1B",alveolar fibroblast,,,fibroblast,Alveolar Fibroblast,"Club, Adventitial Fibroblast, Adventitial Fibroblast, Alveolar Epithelial Type 1, Adventitial Fibroblast",Adventitial Fibroblast,Alveolar Fibroblast
240,240,240,240,Lung,1,0.5,"MMRN1,HOXD9,PROX1,SEMA3D,STAB2",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,Lymphatic,"Lymphatic, Vein",Lymphatic,Vein
241,241,241,241,Lung,1,0.5,"PLAC9,CARMN,CNN1,LMOD1,DES",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,Vascular Smooth Muscle,"Airway Smooth Muscle, Vascular Smooth Muscle, Artery, Vein",Airway Smooth Muscle,"Lymphatic, Vascular Smooth Muscle, Airway Smooth Muscle"
242,242,242,242,Lung,1,0.5,"PLD4,LAMP5,LILRA4,MZB1,SPIB",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Plasmacytoid Dendritic, Myofibroblast",Plasmacytoid Dendritic,"Plasmacytoid Dendritic, B, Plasmacytoid Dendritic"
243,243,243,243,Lung,1,0.5,"NEDD4L,WFDC2,CEACAM6,ELF3,FOLR1",club cell,club cell,CL:0000158,epithelial cell,Alveolar Epithelial Type 1,"Alveolar Epithelial Type 1, Goblet, Differentiating Basal, Platelet/Megakaryocyte",Goblet,"Alveolar Epithelial Type 1, Signaling Alveolar Epithelial Type 2, Goblet"
244,244,244,244,Lung,1,0.5,"IGFBP7,LIFR,CLU,NPDC1,VWF",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,Vein,"Basal, Vein, Lymphatic, Airway Smooth Muscle, Vascular Smooth Muscle, Ciliated, Alveolar Epithelial Type 1",Vein,"Vein, Artery, Platelet/Megakaryocyte, Signaling Alveolar Epithelial Type 2"
245,245,245,245,Lung,1,0.5,"COX4I2,PRELP,CCN5,GJA4,BGN",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,Pericyte,"Vascular Smooth Muscle, Myofibroblast, Alveolar Fibroblast, Artery, Capillary, Pericyte",Pericyte,"Vascular Smooth Muscle, Fibromyocyte, Airway Smooth Muscle"
246,246,246,246,Lung,1,0.5,"RSPO1,KCTD8,LINC01902,GPR1,SYT4",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,Neuroendocrine,"Alveolar Fibroblast, Neuroendocrine",Neuroendocrine,"Pericyte, Neuroendocrine, Vascular Smooth Muscle"
247,247,247,247,Lung,1,0.5,"NDUFA4L2,RGN,INMT,PDGFRB,COX4I2",pericyte cell,pericyte,CL:0000669,pericyte,Pericyte,"Pericyte, Alveolar Fibroblast, Capillary Aerocyte",Pericyte,"Alveolar Fibroblast, Mesothelial"
248,248,248,248,Lung,1,0.5,"PRG4,CPB1,SYT4,HAS1,VIPR2",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,Plasmacytoid Dendritic,"Alveolar Fibroblast, Mesothelial, Neuroendocrine, Adventitial Fibroblast, Lipofibroblast, Plasmacytoid Dendritic",Alveolar Fibroblast,"Adventitial Fibroblast, Myofibroblast"
249,249,249,249,Lung,1,0.5,"TARID,AC009269.2,COL1A2,ABCA6,SGIP1",fibroblast,fibroblast,CL:0000057,fibroblast,Adventitial Fibroblast,"Adventitial Fibroblast, Myofibroblast, Lipofibroblast, Alveolar Fibroblast, Pericyte",Adventitial Fibroblast,"Lymphatic, Pericyte"
250,250,250,250,Lung,1,0.5,"CD300E,CORO1A,RNASE2,VCAN,FCN1",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,"Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte","Classical Monocyte, Nonclassical Monocyte, Intermediate Monocyte",Classical Monocyte,"Nonclassical Monocyte, Classical Monocyte, TREM2+ Dendritic, Intermediate Monocyte"
251,251,251,251,Lung,1,0.5,"CLCNKB,LINC01187,CEL,DGKI,PROX1",pulmonary ionocyte,pulmonary ionocyte,CL:0017000,epithelial cell,Ionocyte,Ionocyte,Ionocyte,Ionocyte
252,252,252,252,Lung,1,0.75,"LMO7,LAMA3,SCEL,EMP2,GPRC5A,DST,AGER",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1,Alveolar Epithelial Type 1
253,253,253,253,Lung,1,0.75,"ADAM28,BLK,VPREB3,MS4A1,CD79B,CD22,LINC00926",B,B cell,CL:0000236,b cell,B,"Proximal Basal, B",B,"B, Myeloid Dendritic Type 1, Memory T, Naive T"
254,254,254,254,Lung,1,0.75,"ITGA2,KRT15,DST,FHL2,PERP,KRT5,S100A2",Basal,basal cell,CL:0000646,stem cell,"Basal, Proximal Basal, Proliferating Basal","Basal, Proximal Basal, Proliferating Basal",Basal,"Basal, Alveolar Epithelial Type 1"
255,255,255,255,Lung,1,0.75,"VCAN,S100A12,S100A9,CTSS,METTL9,CD99,FCN1",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,"Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte","Classical Monocyte, OLR1+ Classical Monocyte, Intermediate Monocyte",Classical Monocyte,"Classical Monocyte, Nonclassical Monocyte, OLR1+ Classical Monocyte"
256,256,256,256,Lung,1,0.75,"MALAT1,CD6,CAMK4,BCL11B,IL7R,TRAT1,MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,"Capillary, Capillary Intermediate 1, Capillary Intermediate 2, CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T, Natural Killer T","CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, Natural Killer T",CD4+ Memory/Effector T,"Memory T, Naive T"
257,257,257,257,Lung,1,0.75,"FAM92B,C20orf85,CCDC170,FANK1,RSPH1,CDHR3,ZMYND10",Ciliated,ciliated cell,CL:0000064,ciliated cell,"Proximal Ciliated, Platelet/Megakaryocyte","Ciliated, Proximal Ciliated",Ciliated,"Ciliated, Proximal Ciliated"
258,258,258,258,Lung,1,0.75,"HLA-DPB1,FPR3,RGS1,CLEC10A,HLA-DMB,MS4A6A,HLA-DQA1",Dendritic,dendritic cell,CL:0000451,dendritic cell,"Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, B","Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, IGSF21+ Dendritic, EREG+ Dendritic, TREM2+ Dendritic, Intermediate Monocyte",Myeloid Dendritic Type 1,"Myeloid Dendritic Type 2, EREG+ Dendritic, Plasmacytoid Dendritic, Myeloid Dendritic Type 1"
259,259,259,259,Lung,1,0.75,"ADH1B,SLIT2,ABLIM1,C3,C1R,LUM,CFD",Fibroblast,fibroblast,CL:0000057,fibroblast,"Adventitial Fibroblast, Alveolar Fibroblast, Lipofibroblast","Adventitial Fibroblast, Alveolar Fibroblast",Adventitial Fibroblast,"Alveolar Fibroblast, Adventitial Fibroblast"
260,260,260,260,Lung,1,0.75,"IGFBP7,TFF3,CCL21,PKHD1L1,PPFIBP1,TBX1,TFPI",Lymphatic,,,immune cell,Lymphatic,"Proximal Ciliated, Lymphatic, Alveolar Epithelial Type 1",Lymphatic,"Proximal Ciliated, Goblet, Lymphatic, Adventitial Fibroblast, Macrophage"
261,261,261,261,Lung,1,0.75,"APOC1,VSIG4,ACP5,OLR1,ITGAX,MARCO,GPD1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,Macrophage,"Macrophage, TREM2+ Dendritic",Macrophage-TREM2+ Dendritic,"Signaling Alveolar Epithelial Type 2, Macrophage, TREM2+ Dendritic, OLR1+ Classical Monocyte"
262,262,262,262,Lung,1,0.75,"SPON2,KLRD1,PRF1,GZMB,GNLY,KLRF1,CD247",Natural Killer,natural killer cell,CL:0000623,t/nk cell,Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T",Natural Killer + T Cell Mix,"CD8+ Memory/Effector T, Natural Killer, Proliferating NK/T, TREM2+ Dendritic"
263,263,263,263,Lung,1,0.75,"XBP1,POU2AF1,DERL3,MZB1,TNFRSF17,SSR4,SEC11C",Plasma,plasma cell,CL:0000786,b cell,Plasma,"Goblet, Mucous, Plasma, Plasmacytoid Dendritic",Plasma,"Goblet, Plasma, Macrophage, B"
264,264,264,264,Lung,1,0.75,"NAPSA,SFTPB,SFTPC,SFTPA1,SLC34A2,LPCAT1,LAMP3",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell,Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Club",Alveolar Epithelial Type 2,"Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Natural Killer"
265,265,265,265,Lung,1,0.75,"CD44,CPA3,GATA2,MS4A2,HDC,HPGDS,TPSAB1",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte,Basophil/Mast,"Alveolar Epithelial Type 2, Basophil/Mast 1, Capillary, Basophil/Mast 2",Basophil/Mast,"Basophil/Mast 1, Basophil/Mast 2, Classical Monocyte"
266,266,266,266,Lung,1,0.75,"COTL1,RHOC,AIF1,IFITM2,SAT1,RPS19,FCN1",CD16+ Monocyte,,,macrophage/monocyte,Myofibroblast,"Bronchial Vessel 1, Basal, Macrophage, Nonclassical Monocyte",Monocyte/Myeloid Dendritic,"Myofibroblast, Basal, Vascular Smooth Muscle"
267,267,267,267,Lung,1,0.75,"EPAS1,CDC42EP1,CD81,BTNL9,CDH5,PODXL,RAMP3",Capillary,,,blood vessel cell,Capillary,"Basal, Proximal Basal, Differentiating Basal, Alveolar Epithelial Type 1, Vein, Capillary",Capillary,"Capillary, CD8+ Naive T, Natural Killer"
268,268,268,268,Lung,1,0.75,"NKG7,CD3D,RPS27,CCL5,CD3G,GZMH,CD8B",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,CD8+ Memory/Effector T,"CD8+ Memory/Effector T, CD8+ Naive T, CD4+ Memory/Effector T, CD4+ Naive T",Natural Killer T,"CD8+ Memory/Effector T, CD4+ Memory/Effector T, Natural Killer T, TREM2+ Dendritic"
269,269,269,269,Lung,1,0.75,"KIAA1324,CEACAM6,CYB5A,SFTPB,C16orf89,DSTN,SCGB3A2",Club,club cell,CL:0000158,epithelial cell,Club,"Club, Goblet, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2, Macrophage, Fibromyocyte",Club/Goblet,"Alveolar Epithelial Type 2, Club, Signaling Alveolar Epithelial Type 2, Plasma, Macrophage"
270,270,270,270,Lung,1,0.75,"COL6A3,POSTN,LTBP1,CALD1,ASPN,ITGBL1,COL1A1",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell,Myofibroblast,"Adventitial Fibroblast, Vascular Smooth Muscle, Myofibroblast, Basal","Adventitial Fibroblast, Myofibroblast, Fibromyocyte",Fibromyocyte
271,271,271,271,Lung,1,0.75,"PTPRE,PLD4,PPP1R14B,NPC2,IRF4,GZMB,SEC61B",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell,Plasmacytoid Dendritic,"Alveolar Epithelial Type 1, Plasmacytoid Dendritic, Proliferating Basal, Signaling Alveolar Epithelial Type 2","Plasmacytoid Dendritic, Myeloid Dendritic Type 1",Plasmacytoid Dendritic
272,272,272,272,Lung,1,0.75,"TYMS,H2AFZ,ANLN,STMN1,KPNA2,TPX2,BIRC5",Proliferating Macrophage,,,macrophage/monocyte,Proliferating Basal,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage",Proliferating Macrophage
273,273,273,273,Lung,1,0.75,"CENPF,UBE2C,NUSAP1,AURKB,TOP2A,KIF2C,BIRC5",Proliferating NK/T,,,t/nk cell,Proliferating Macrophage,"Proliferating Basal, Proliferating NK/T, Proliferating Macrophage","Proliferating Basal, Proliferating NK/T, Proliferating Macrophage",Proliferating Basal
274,274,274,274,Lung,1,0.75,"PLVAP,INHBB,ZNF385D,ENPP2,COL15A1,SPARCL1,EMCN",Bronchial Vessel,,,bronchial cell,Bronchial Vessel 1,"Bronchial Vessel 1, Ciliated, Fibromyocyte, Artery, Myofibroblast","Bronchial Vessel 1, Bronchial Vessel 2",Mucous
275,275,275,275,Lung,1,0.75,"LCN2,WFDC2,SAA1,BPIFB1,SLPI,SCGB3A1,MUC5B",Mucous,,,mucosal cell,Mucous,"Goblet, Differentiating Basal, Mucous, Serous, Platelet/Megakaryocyte","Goblet, Mucous, Serous",Goblet
276,276,276,276,Lung,1,0.75,"PLA1A,VWF,PRSS23,SELP,TGM2,SLCO2A1,CPE",Vein,,,blood vessel cell,Vein,"Vein, Vascular Smooth Muscle, Platelet/Megakaryocyte, Mucous, Artery",Vein,Bronchial Vessel 2
277,277,277,277,Lung,1,0.75,"COL4A2,COX4I2,COL4A1,CALD1,CHN1,LAMC3,NID1",Pericyte,pericyte,CL:0000669,pericyte,Pericyte,"Alveolar Epithelial Type 1, Vascular Smooth Muscle, Alveolar Epithelial Type 1, Vascular Smooth Muscle, Pericyte","Alveolar Epithelial Type 1, Alveolar Epithelial Type 1",Airway Smooth Muscle
278,278,278,278,Lung,1,0.75,"CNN1,DES,ACTA2,CSRP1,DSTN,CALD1,PLN",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,Vascular Smooth Muscle,"Airway Smooth Muscle, Vascular Smooth Muscle, Fibromyocyte, Basal, Alveolar Epithelial Type 1","Airway Smooth Muscle, Vascular Smooth Muscle",Pericyte
279,279,279,279,Lung,1,0.75,"GJA5,FBLN5,SEMA3G,EPAS1,EFNB2,BMX,HEY1",Artery,,,blood vessel cell,Artery,"Artery, Alveolar Epithelial Type 1, Artery, Basal, Ionocyte, Artery",Artery,Vascular Smooth Muscle
280,280,280,280,Lung,1,0.75,"CYP3A5,ESAM,APP,EDNRB,HPGD,STXBP6,TBX2",Capillary Aerocyte,,,epithelial cell,Capillary Aerocyte,"Alveolar Epithelial Type 2, Capillary Aerocyte, Capillary, Capillary Intermediate 1, Ciliated, Bronchial Vessel 2, Airway Smooth Muscle, Vascular Smooth Muscle, Pericyte, Platelet/Megakaryocyte",Capillary Aerocyte,"Alveolar Fibroblast, Capillary Aerocyte, Adventitial Fibroblast, Airway Smooth Muscle, Basal, Alveolar Epithelial Type 2"
281,281,281,281,Lung,1,0.75,"RALA,ACVRL1,SRSF11,SH3BP5,WWTR1,EPAS1,IPO7",Capillary Intermediate,,,blood vessel cell,Capillary Aerocyte,"Ionocyte, Alveolar Epithelial Type 1, Capillary, Capillary Intermediate 2, Club, Signaling Alveolar Epithelial Type 2, Vein, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, EREG+ Dendritic, TREM2+ Dendritic, OLR1+ Classical Monocyte",Ionocyte Capillary Intermediate 1 with potential involvement of other components like Capillary Intermediate 2 due to common signaling pathways,"Alveolar Epithelial Type 1, Capillary Aerocyte, Adventitial Fibroblast, Neuroendocrine, Fibromyocyte"
282,282,282,282,Lung,1,0.75,"MEDAG,C7,C3,STEAP1,HAS1,FGF7,CCDC71L",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast,Adventitial Fibroblast,"Lymphatic, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Goblet, Mucous, Alveolar Epithelial Type 2, Signaling Alveolar Epithelial Type 2",Adventitial Fibroblast Mesothelial,"Adventitial Fibroblast, Macrophage, Lipofibroblast, Basophil/Mast 2, Mucous"
283,283,283,283,Lung,1,0.75,"ALDH1A3,PRG4,DSC3,WT1,MGARP,DMKN,SLPI",Mesothelial,mesothelial cell,CL:0000077,epithelial cell,Mesothelial,"Basal, Mucous, Adventitial Fibroblast, Lipofibroblast, Mesothelial, Proximal Basal, Proliferating Basal",Mesothelial Alveolar Fibroblast Lipofibroblast,"Alveolar Fibroblast, Basal, Mucous"
284,284,284,284,Lung,1,0.75,"GP9,TUBB1,CABP5,ACRBP,GP6,TMEM40,PF4",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte",Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte,Platelet/Megakaryocyte
285,285,285,285,Lung,1,0.75,"CCL5,CD7,GNLY,LGALS1,S100A6,CTSW,CEBPB",Natural Killer T,,,t/nk cell,Natural Killer,"CD8+ Memory/Effector T, CD8+ Naive T, Natural Killer T, Natural Killer, Proliferating NK/T, Ciliated, Basal, Neuroendocrine, Capillary Aerocyte, Capillary Intermediate 2, Lymphatic, Mesothelial, Macrophage, Proliferating Macrophage, Myeloid Dendritic Type 1, Myeloid Dendritic Type 2, EREG+ Dendritic, TREM2+ Dendritic, Classical Monocyte, OLR1+ Classical Monocyte",Natural Killer Natural Killer T Macrophage,"Natural Killer T, Natural Killer, CD8+ Memory/Effector T, CD8+ Naive T, Classical Monocyte, Basophil/Mast 1"
286,286,286,286,Lung,1,0.75,"HSPB3,CLU,RAMP1,CSRP1,CST5,SCX,MET",Fibromyocyte,,,muscle cell,Fibromyocyte,"Fibromyocyte, Alveolar Fibroblast, Ciliated, Proximal Ciliated, Neuroendocrine, Signaling Alveolar Epithelial Type 2, Airway Smooth Muscle",Fibromyocyte,"Neuroendocrine, Fibromyocyte, Alveolar Epithelial Type 1"
287,287,287,287,Lung,1,0.75,"WFDC2,TXN,CXCL17,AGR2,COX5A,CLIC1,FAM3D",Goblet,goblet cell,CL:0000160,epithelial cell,Goblet,"Differentiating Basal, Goblet, Mucous, Serous, Mesothelial, Platelet/Megakaryocyte, Proximal Ciliated, Proximal Basal, Ionocyte, Lymphatic, Adventitial Fibroblast",Goblet Basophil/Mast 2,"Ionocyte, Proximal Basal, Ciliated"
