,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,tissue,simuround,subset,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype,gpt-4-turbo-2024-04-09_annotation,gpt-4-0613_annotation,gpt-4o-2024-08-06_annotation,gpt-4o-mini-2024-07-18_annotation,gpt-4-0613_Clname,gpt-4-0613_CLID,gpt-4-turbo-2024-04-09_Clname,gpt-4-turbo-2024-04-09_CLID,gpt-4o-2024-08-06_Clname,gpt-4o-2024-08-06_CLID,gpt-4o-mini-2024-07-18_Clname,gpt-4o-mini-2024-07-18_CLID,gpt-4-0613_aggrement_modified,gpt-4-turbo-2024-04-09_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified,gpt-4o-mini-2024-07-18_aggrement_modified,gpt-4o-2024-08-06_aggrement_modified_new,gpt-4o-mini-2024-07-18_aggrement_modified_new,gpt-4-0613_aggrement_modified_new,gpt-4-turbo-2024-04-09_aggrement_modified_new
327,2327,2327,2327,Lung,5,0.75,"ECSCR,EID1,HMGN1,LSM2,MARCKS,TUBB,ARPC1A",Lymphatic EC proliferating,,,endothelial cell,9. Endothelial cells,Erythrocytes,Ciliated epithelial cells,Macrophages,erythrocyte,CL:0000232,endothelial cell,CL:0000115,ciliated epithelial cell,CL:0000067,macrophage,CL:0000235,-1,-1,-1,-1,0.3750,0.2222,0.2222,0.2857
328,2328,2328,2328,Lung,5,0.75,"CD36,MMRN1,KALRN,TSHZ2,LDB2,PPFIBP1,PKHD1L1",Endothelial cell (lymphatic),endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,10. Platelet-producing cells,Monocytes ,Mesothelial cells,Myofibroblasts,monocyte,CL:0000576,platelet,CL:0000233,mesothelial cell,CL:0000077,myofibroblast cell,CL:0000186,-1,-1,-1,-1,0.4286,0.2857,0.2857,0.2857
329,2329,2329,2329,Lung,5,0.75,"ST6GALNAC5,RAB11FIP1,KHDRBS2,NTM,NCKAP5,RBMS3,EMP2",Epithelial cell (alveolar type I),type I pneumocyte,CL:0002062,epithelial cell,11. Neurons,Epithelial cells ,Neuronal cells,Lymphatic endothelial cells,epithelial cell,CL:0000066,neuron,CL:0000540,neuronal receptor cell,CL:0000006,endothelial cell of lymphatic vessel,CL:0002138,3,9,-1,-1,0.2500,0.2222,0.5000,0.2500
330,2330,2330,2330,Lung,5,0.75,"AUTS2,SFTPB,ERBB4,LRRK2,ABCA3,ANK3,MACROD2",Epithelial cell (alveolar type II),type II pneumocyte,CL:0002063,epithelial cell,12. Lung Epithelial cells,Alveolar Type II cells ,Alveolar type II cells,Alveolar Epithelial Cells,pulmonary alveolar type 2 cell,CL:0002063,epithelial cell of lung,CL:0000082,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,0,2,0,1,1.0000,0.8333,1.0000,0.7500
331,2331,2331,2331,Lung,5,0.75,"RBMS3,FAF1,GLIS3,XPR1,KRT17,CACHD1,EYA2",Epithelial cell (basal),basal cell,CL:0000646,stem cell,13. Epidermal cells,Kidney tubule cells,Bronchial epithelial cells,Ciliated Epithelium,kidney tubule cell,CL:1000507,epidermal cell,CL:0000362,bronchial epithelial cell,CL:0002328,ciliated epithelium,UBERON:0007601,-1,-1,-1,-1,0.2222,-1,0.2857,0.2500
332,2332,2332,2332,Lung,5,0.75,"HYDIN,STK33,CFAP54,DNAH7,LRRIQ1,AGBL4,CDHR3",Epithelial cell (ciliated),ciliated epithelial cell,CL:0000067,epithelial cell,14. Motile cilia cells,Motile cilia cells ,Ciliated epithelial cells,Ciliated Cells,motile cell,CL:0000219,motile cell,CL:0000219,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,-1,-1,0,1,1.0000,0.7500,0.2000,0.2000
333,2333,2333,2333,Lung,5,0.75,"KIAA1324,NEDD4L,SFTPB,MACROD2,ERBB4,SCGB3A2,BMPR1B",Epithelial cell (club),club cell,CL:0000158,epithelial cell,15. Lung Epithelial cells,Lung type II cells,Mixture of alveolar cells,Club Cells,pulmonary alveolar type 2 cell,CL:0002063,epithelial cell of lung,CL:0000082,pulmonary alveolar type 1 cell,CL:0002062,club cell,CL:0000158,-1,-1,-1,0,0.5455,1.0000,0.5455,0.6667
334,2334,2334,2334,Lung,5,0.75,"PLCG2,DENND5B,ST6GAL1,FCHSD2,RALGPS2,CREB3L2,MEF2C",Immune (B cell),B cell,CL:0000236,b cell,16. B cells ,B cells,Fibroblasts,Endothelial Cells,b cell,CL:0000236,b cell,CL:0000236,fibroblast,CL:0000057,endothelial cell,CL:0000115,0,0,-1,-1,0.2222,0.2500,1.0000,1.0000
335,2335,2335,2335,Lung,5,0.75,"SKAP1,PIP4K2A,FYN,B2M,AOAH,PARP8,CD247",Immune (NK cell),natural killer cell,CL:0000623,t/nk cell,17. T cells,T Cells,T cells,Immune Cells,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,leukocyte,CL:0000738,-1,-1,-1,4,0.5556,0.3750,0.5556,0.5556
336,2336,2336,2336,Lung,5,0.75,"PTPRC,SYTL3,ITK,THEMIS,SKAP1,FKBP5,PARP8",Immune (T cell),T cell,CL:0000084,t/nk cell,18. T cells,T cells,T cells,Lymphocytes,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,lymphocyte,CL:0000542,0,0,0,1,1.0000,0.8333,1.0000,1.0000
337,2337,2337,2337,Lung,5,0.75,"SLC11A1,DOCK8,TFRC,GPCPD1,MSR1,PLXDC2,FMNL2",Immune (alveolar macrophage),alveolar macrophage,CL:0000583,macrophage/monocyte,19. Macrophages,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,2,2,2,2,0.7143,0.7143,0.7143,0.7143
338,2338,2338,2338,Lung,5,0.75,"IL18R1,TPSB2,SRGN,ARHGAP15,KIT,SLC24A3,FER",Immune (mast cell),mast cell,CL:0000097,granulocyte,20. Mast cells,Mast cells ,Mast cells,Smooth Muscle Cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,smooth muscle cell,CL:0000192,0,0,0,-1,1.0000,0.2500,1.0000,1.0000
339,2339,2339,2339,Lung,5,0.75,"CACNA1C,ACTA2,PRKG1,INPP4B,LPP,EBF1,DMD",Pericyte/SMC,"pericyte,smooth muscle cell","CL:0000669,CL:0000192","pericyte,muscle cell",21. Smooth muscle cells,Smooth muscle cells ,Smooth muscle cells,Fibroblasts,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,fibroblast,CL:0000057,-1,-1,-1,-1,-1,-1,-1,-1
340,2340,2340,2340,Lung,5,0.75,"TCF4,EGFL7,PECAM1,PTPRM,EPAS1,CALCRL,TIMP3",Endothelial cell (vascular),endothelial cell of vascular tree,CL:0002139,endothelial cell,22. Endothelial cells,Endothelial cells ,Endothelial cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1,0.7500,0.7500,0.7500,0.7500
341,2341,2341,2341,Lung,5,0.75,"SLIT2,PLEKHH2,RBMS3,RORA,ARHGAP6,PRKG1,LAMA2",Fibroblast,fibroblast,CL:0000057,fibroblast,23. Neural cells,Neurons ,Mesenchymal cells,Fibroblasts,neuron,CL:0000540,neural cell,CL:0002319,mesenchymal cell,CL:0008019,fibroblast,CL:0000057,10,10,-1,0,0.4000,1.0000,0.3333,0.4000
342,2342,2342,2342,Lung,5,0.75,"PLXDC2,ZEB2,TBXAS1,SLC8A1,CHST11,CTSB,CD74",Immune (DC/macrophage),"dendritic cell,macrophage","CL:0000451,CL:0000235","dendritic cell,macrophage/monocyte",24. Myeloid cells,Dendritic cells ,Fibroblasts,Immune cells,dendritic cell,CL:0000451,myeloid cell,CL:0000763,fibroblast,CL:0000057,leukocyte,CL:0000738,-1,-1,-1,-1,-1,-1,-1,-1
343,2343,2343,2343,Lung,5,0.75,"ADIPOQ,PLIN2,PPARG,GHR,LPIN1,FOXO1,G0S2",Adipocyte,fat cell,CL:0000136,fat cell,25. Adipocytes,Adipocytes,Adipocytes,Adipocytes,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,adipocyte,CL:0000136,0,0,0,0,1.0000,1.0000,1.0000,1.0000
344,2344,2344,2344,Lung,5,0.75,"HOPX,PDPN,EMP2",Alveolar Type I,type I pneumocyte,CL:0002062,epithelial cell,1. Alveolar Type I Cells,Type II alveolar cells or Alveolar epithelial type II cells,Alveolar epithelial cells,Alveolar type 1 cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 1 cell,CL:0002062,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 1 cell,CL:0002062,-1,0,1,0,0.8333,1.0000,0.7143,1.0000
345,2345,2345,2345,Lung,5,0.75,"LAMP3,NKX2-1,SLC34A2",Alveolar Type II,type II pneumocyte,CL:0002063,epithelial cell,2. Alveolar Type II Cells,Type II alveolar cells,Alveolar epithelial cells,Alveolar type 2 cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,pulmonary alveolar type 2 cell,CL:0002063,0,0,1,0,0.8333,1.0000,1.0000,1.0000
346,2346,2346,2346,Lung,5,0.75,"CD24,CD1c,CXCR3",B cell_memory,memory B cell,CL:0000787,b cell,3. Dendritic Cells,Dendritic cells,Dendritic cells,Dendritic cells,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,-1,-1,-1,-1,0.5714,0.5714,0.5714,0.5714
347,2347,2347,2347,Lung,5,0.75,"TUBA1A,DNAI2,DNAI1,FOXJ1,CDHR3,FAM92B",Ciliated Epithelial,ciliated epithelial cell,CL:0000067,epithelial cell,4. Ciliated Cells,Ciliated cells,Ciliated epithelial cells,Ciliated cells,ciliated cell,CL:0000064,ciliated cell,CL:0000064,ciliated epithelial cell,CL:0000067,ciliated cell,CL:0000064,1,1,0,1,1.0000,0.7500,0.7500,0.7500
348,2348,2348,2348,Lung,5,0.75,"SCGB3A1,MUC5B,CYP2F2,SCGB3A2,SCGB1A1",Club Epithelial,club cell,CL:0000158,epithelial cell,5. Club Cells,Club Cells or Clara Cells,Club cells,Goblet cells,club cell,CL:0000158,club cell,CL:0000158,club cell,CL:0000158,goblet cell,CL:0000160,0,0,0,-1,1.0000,0.4286,1.0000,1.0000
349,2349,2349,2349,Lung,5,0.75,"IGFBP5,COL6A1,COL4A1,FBLN1,HGF,NEGR1,COL3A1,IL33,FN1,COL1A2,COL6A2,IGFBP3,DCN,COL1A1,COL5A1,COL6A3,COL18A1,IL6",Fibroblast,fibroblast,CL:0000057,fibroblast,6. Fibroblasts,Fibroblasts or Mesenchymal Cells,Fibroblasts,Interstitial cells,mesenchymal cell,CL:0008019,fibroblast,CL:0000057,fibroblast,CL:0000057,interstitial cell,CL:4030031,-1,0,0,-1,1.0000,0.4000,0.4000,1.0000
350,2350,2350,2350,Lung,5,0.75,"FLT4,PROX1,MMRN1,LYVE1",Lymphatic Endothelial,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,7. Lymphatic Endothelial Cells,Lymphatic endothelial cells,Lymphatic Endothelial Cells,Lymphatic endothelial cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,0,0,0,0,1.0000,1.0000,1.0000,1.0000
351,2351,2351,2351,Lung,5,0.75,"CD163,CD74,CPM,CSF1R,C1QA,MR1,CD163,CD36,MS4A6A,RBPJ,LYZ,SLC11A1,CD68,MRC1,MSR1",Macrophage,macrophage,CL:0000235,macrophage/monocyte,8. Macrophages,Macrophages,Alveolar Macrophages,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,alveolar macrophage,CL:0000583,macrophage,CL:0000235,0,0,-1,0,0.7143,1.0000,1.0000,1.0000
352,2352,2352,2352,Lung,5,0.75,"HDC,TPSB2,TPSAB1,CD69",Mast Cell,mast cell,CL:0000097,granulocyte,9. Mast Cells,Mast cells,Mast Cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,0,0,0,0,1.0000,1.0000,1.0000,1.0000
353,2353,2353,2353,Lung,5,0.75,"MCAM,ACTA2,CSPG4,MYO1B,DES,PDGFRB",Pericyte,pericyte,CL:0000669,pericyte,10. Pericytes,Pericytes,Pericytes,Fibroblasts,pericyte,CL:0000669,pericyte,CL:0000669,pericyte,CL:0000669,fibroblast,CL:0000057,0,0,0,10,1.0000,0.6000,1.0000,1.0000
354,2354,2354,2354,Lung,5,0.75,"CNN1,VCL,ACTA2,MYH11,GUCY1A3,ACTN1,PALLD,DES,ACTG2,MYOCD",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell,11. Smooth Muscle Cells,Smooth muscle cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,0,0,0,0,1.0000,1.0000,1.0000,1.0000
355,2355,2355,2355,Lung,5,0.75,"PTPRC,CD96,CD69,CD247,CD3G,TRBC1,TRAC,CD3E,IL7R",T cell,T cell,CL:0000084,t/nk cell,12. T Cells,T cells,T-Cells,T cells,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,t cell,CL:0000084,0,0,0,0,1.0000,1.0000,1.0000,1.0000
356,2356,2356,2356,Lung,5,0.75,"PECAM1,NOSTRIN,VWF,EPHB4,PTPRB,RAMP3,LDB2",Vascular Endothelial,endothelial cell of vascular tree,CL:0002139,endothelial cell,13. Endothelial Cells,Endothelial cells,Endothelial Cells,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,1,1,1,1,0.7500,0.7500,0.7500,0.7500
357,2357,2357,2357,Lung,5,0.75,"SFTPA2,SLC34A2,HOPX,SFTA2,NAPSA,SFTPD,MUC1",type ii pneumocyte,type II pneumocyte,CL:0002063,epithelial cell,14. Alveolar Type II Cells,Type II alveolar cells,Alveolar Type II Cells,Alveolar epithelial cells,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar type 2 cell,CL:0002063,pulmonary alveolar epithelial cell,CL:0000322,0,0,0,1,1.0000,0.8333,1.0000,1.0000
358,2358,2358,2358,Lung,5,0.75,"FCGR3B,S100A12,MGAM,CD177,IL1R2,MTND5P32,MMP25",neutrophil,neutrophil,CL:0000775,granulocyte,15. Neutrophils,Neutrophils,Neutrophils,Neutrophils,neutrophil,CL:0000775,neutrophil,CL:0000775,neutrophil,CL:0000775,neutrophil,CL:0000775,0,0,0,0,1.0000,1.0000,1.0000,1.0000
359,2359,2359,2359,Lung,5,0.75,"CD69,CXCR4,CD3G,CD3E,CD2,TRBC2,IL32","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,16. T Cells,T cells,T-Cells,T cells,t cell,CL:0000084,t cell,CL:0000084,T cell,CL:0000084,t cell,CL:0000084,3,3,3,3,0.6667,0.6667,0.6667,0.6667
360,2360,2360,2360,Lung,5,0.75,"CD3D,IL32,CD3E,NKG7,GNLY,CCL4,CD2","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,17. T Cells,T cells/Natural Killer Cells,T cells,T cells,natural killer cell,CL:0000623,t cell,CL:0000084,t cell,CL:0000084,t cell,CL:0000084,-1,3,3,3,0.6667,0.6667,0.4167,0.6667
361,2361,2361,2361,Lung,5,0.75,"KLRB1,GNLY,CST7,GZMB,KLRF1,FGFBP2,PRF1",nk cell,natural killer cell,CL:0000623,t/nk cell,18. Natural Killer Cells,Natural Killer Cells,Natural killer cells,Cytotoxic T cells,natural killer cell,CL:0000623,natural killer cell,CL:0000623,natural killer cell,CL:0000623,cytotoxic t cell,CL:0000910,0,0,0,-1,1.0000,0.4167,1.0000,1.0000
362,2362,2362,2362,Lung,5,0.75,"RBP5,ZNF385D,PLVAP,ADAMTS4,CYTL1,CCL14,EXOC3L2",bronchial vessel endothelial cell,,,endothelial cell,19. Endothelial Cells,Endothelial cells,Fibroblasts,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,fibroblast,CL:0000057,endothelial cell,CL:0000115,2,2,6,2,0.2857,0.6000,0.6000,0.6000
363,2363,2363,2363,Lung,5,0.75,"ACTG2,JPH2,HSPB6,AC100803.2,DES,ADRA2C,CCN5",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,20. Smooth Muscle Cells,Cardiomyocytes,Smooth muscle cells,Smooth muscle cells,fetal cardiomyocyte,CL:0002495,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,-1,0,0,0,1.0000,1.0000,0.3750,1.0000
364,2364,2364,2364,Lung,5,0.75,"PLA2G2A,FBLN1,MFAP5,C1R,MFAP4,C1S,DCN",adventitial cell,adventitial cell,CL:0002503,adventitial cell,21. Fibroblasts,Fibroblasts,Fibroblasts,Fibroblasts,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,fibroblast,CL:0000057,-1,-1,-1,-1,0.6000,0.6000,0.6000,0.6000
365,2365,2365,2365,Lung,5,0.75,"MRC1,C1QB,FABP4,VSIG4,APOE,MS4A7,ACP5",macrophage,macrophage,CL:0000235,macrophage/monocyte,22. Adipose Tissue Macrophages,Macrophages,Macrophages,Macrophages,macrophage,CL:0000235,adipose macrophage,CL:0002477,macrophage,CL:0000235,macrophage,CL:0000235,0,-1,0,0,1.0000,1.0000,1.0000,0.7143
366,2366,2366,2366,Lung,5,0.75,"HPGDS,RHEX,MS4A2,VWA5A,KIT,TPSAB1,GATA2",basophil,basophil,CL:0000767,granulocyte,23. Mast Cells,Mast cells,Mast cells,Mast cells,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,mast cell,CL:0000097,-1,-1,-1,-1,0.5714,0.5714,0.5714,0.5714
367,2367,2367,2367,Lung,5,0.75,"MNDA,S100A8,VSIR,S100A9,CD300E,FGL2,VCAN",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,24. Myeloid Cells,Myeloid cells,Monocytes,Neutrophils,myeloid cell,CL:0000763,myeloid cell,CL:0000763,monocyte,CL:0000576,neutrophil,CL:0000775,3,3,1,-1,0.8000,0.5000,0.5000,0.5000
368,2368,2368,2368,Lung,5,0.75,"SSTR1,NOS1,CXCL12,NPR3,GJA5,DKK2,SOX17",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,25. Venous Endothelial Cells,Endothelial cells,Endothelial cells,Pulmonary neuroendocrine cells,endothelial cell,CL:0000115,vein endothelial cell,CL:0002543,endothelial cell,CL:0000115,lung neuroendocrine cell,CL:1000223,3,-1,3,-1,0.5000,0.2857,0.5000,0.7143
369,2369,2369,2369,Lung,5,0.75,"C9orf24,C11orf88,C20orf85,TPPP3,C1orf194,PIFO,CAPS",lung ciliated cell,lung ciliated cell,CL:1000271,ciliated cell,1. Not applicable (ambiguous markers),Neurons,Ciliated epithelial cells,Unspecified lung cells,neuron,CL:0000540,medullary thymic epithelial cell type 4,CL:0009074,ciliated epithelial cell,CL:0000067,lung goblet cell,CL:1000143,10,-1,1,-1,0.8000,0.7500,0.2857,0.4000
370,2370,2370,2370,Lung,5,0.75,"S100B,FCER1A,CD1E,CST7,PKIB,GPR183,CD1C",dendritic cell,dendritic cell,CL:0000451,dendritic cell,2. Dendritic cells,Dendritic Cells,Dendritic Cell,Melanocytes,dendritic cell,CL:0000451,dendritic cell,CL:0000451,dendritic cell,CL:0000451,melanocyte,CL:0000148,0,0,0,-1,1.0000,0.3333,1.0000,1.0000
371,2371,2371,2371,Lung,5,0.75,"SERPINB3,LCN2,SCGB1A1,MSMB,WFDC2,TFF3,BPIFB1",respiratory goblet cell,respiratory goblet cell,CL:0002370,epithelial cell,3. Club cells,Club Cells,Secretory Epithelial Cell,Club cells,club cell,CL:0000158,club cell,CL:0000158,fallopian tube secretory epithelial cell,CL:4030006,club cell,CL:0000158,-1,-1,-1,-1,0.3750,0.5556,0.5556,0.5556
372,2372,2372,2372,Lung,5,0.75,"KRT17,KRT19,TACSTD2,KRT15,PERP,KRT5,IGFBP2",basal cell,basal cell,CL:0000646,stem cell,4. Basal cells,Basal Cells,Basal Epithelial Cell,Basal cells,basal cell,CL:0000646,basal cell,CL:0000646,basal epithelial cell of prostatic duct,CL:0002236,basal cell,CL:0000646,0,0,-1,0,0.2500,1.0000,1.0000,1.0000
373,2373,2373,2373,Lung,5,0.75,"JCHAIN,SPAG4,CD79A,TNFRSF17,IGHA2,IGHG4,IGHG2",plasma cell,plasma cell,CL:0000786,b cell,5. Plasma cells,Plasma Cells,B Cell,B cells,plasma cell,CL:0000786,plasma cell,CL:0000786,b cell,CL:0000236,b cell,CL:0000236,0,0,4,4,0.6667,0.6667,1.0000,1.0000
374,2374,2374,2374,Lung,5,0.75,"IGHM,LINC01781,TNFRSF13B,MS4A1,TNFRSF13C,CD19,VPREB3",b cell,B cell,CL:0000236,b cell,6. B cells,B lymphocytes,B Cell,Plasma cells,B cell,CL:0000236,b cell,CL:0000236,b cell,CL:0000236,plasma cell,CL:0000786,0,0,0,-1,1.0000,0.6667,1.0000,1.0000
375,2375,2375,2375,Lung,5,0.75,"TCN1,PRB1,LINC01829,PRR4,TTYH1,PRB3,SLC5A1",serous cell of epithelium of bronchus,serous cell of epithelium of bronchus,CL:1000331,secretory cell,7. Salivary gland epithelial cells,Salivary Gland Cells,Serous Cell,Serous cells,salivary gland cell,CL:0009005,salivary gland cell,CL:0009005,serous secreting cell,CL:0000313,serous secreting cell,CL:0000313,-1,-1,2,2,0.6667,0.6667,0.4000,0.4000
376,2376,2376,2376,Lung,5,0.75,"AIF1,FGL2,FCGR3A,CD163,CSF1R,RNASE6,LST1",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,8. Macrophages,Macrophages,Macrophage,Macrophages,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,macrophage,CL:0000235,3,3,3,3,0.5714,0.5714,0.5714,0.5714
377,2377,2377,2377,Lung,5,0.75,"CALCRL,TIMP3,FAM107A,RAMP2,FCN3,MT1M,VWF",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,9. Endothelial cells,Endothelial Cells,Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,2,2,2,2,0.6000,0.6000,0.6000,0.6000
378,2378,2378,2378,Lung,5,0.75,"EMCN,TIMP3,CLDN5,CA4,GNG11,RAMP2,IL1RL1",capillary aerocyte,,,epithelial cell,10. Endothelial cells,Endothelial Cells,Endothelial Cell,Endothelial cells,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,4,4,4,4,0.4286,0.4286,0.4286,0.4286
379,2379,2379,2379,Lung,5,0.75,"NTM,ST6GALNAC5,NCKAP5,MS4A15,SCEL,MYRF,RTKN2",type i pneumocyte,type I pneumocyte,CL:0002062,epithelial cell,11. Oligodendrocytes,Squamous Epithelial Cells,Neuron or Schwann Cell,Bronchial epithelial cells,squamous epithelial cell,CL:0000076,oligodendrocyte,CL:0000128,Schwann cell,CL:0002573,bronchial epithelial cell,CL:0002328,2,-1,-1,-1,0.2000,0.5455,0.6667,0.1818
380,2380,2380,2380,Lung,5,0.75,"LIFR,C7,IGFBP7,RAMP3,TIMP3,ACKR1,CLU",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,12. Smooth muscle cells,Lung Fibroblasts,Endothelial Cells,Fibroblasts,fibroblast of lung,CL:0002553,smooth muscle cell,CL:0000192,endothelial cell,CL:0000115,fibroblast,CL:0000057,-1,-1,3,7,0.5000,0.2500,0.2222,0.2222
381,2381,2381,2381,Lung,5,0.75,"ADH1B,RARRES2,C1S,C7,MGP,DCN,FBLN1",alveolar fibroblast,,,fibroblast,13. Endothelial cells,Fibroblasts,Fibroblasts,Endothelial cells,fibroblast,CL:0000057,endothelial cell,CL:0000115,fibroblast,CL:0000057,endothelial cell,CL:0000115,2,14,2,14,0.6667,0.3333,0.6667,0.3333
382,2382,2382,2382,Lung,5,0.75,"SEMA3D,HOXD9,FOXC2,GPR182,SCN3B,STAB2,PROX1",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,14. Lymphatic endothelial cells,Lymphatic Endothelial Cells,Fibroblasts,Immune cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell of lymphatic vessel,CL:0002138,fibroblast,CL:0000057,leukocyte,CL:0000738,0,0,8,-1,0.2857,0.3333,1.0000,1.0000
383,2383,2383,2383,Lung,5,0.75,"DES,MYH11,PPP1R14A,CNN1,CARMN,CRYAB,PLAC9",bronchial smooth muscle cell,bronchial smooth muscle cell,CL:0002598,muscle cell,15. Smooth muscle cells,Smooth Muscle Cells,Smooth Muscle Cells,Smooth muscle cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,2,2,2,2,0.6667,0.6667,0.6667,0.6667
384,2384,2384,2384,Lung,5,0.75,"FAM129C,SPIB,CLEC4C,AL139020.1,LAMP5,SCT,MZB1",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,16. Marginal zone B cells,B Cells,Dendritic Cells and B Cells,Epithelial cells,b cell,CL:0000236,marginal zone B cell of lymph node,CL:0009060,dendritic cell,CL:0000451,epithelial cell,CL:0000066,-1,-1,1,12,0.8333,0.2857,0.4000,0.5000
385,2385,2385,2385,Lung,5,0.75,"NEDD4L,PIGR,SFTPB,SCGB3A2,CEACAM6,ELF3,WFDC2",club cell,club cell,CL:0000158,epithelial cell,17. Alveolar cells,Lung Epithelial Cells,Epithelial Cells,Type II alveolar cells,epithelial cell of lung,CL:0000082,alveolar macrophage,CL:0000583,epithelial cell,CL:0000066,pulmonary alveolar type 2 cell,CL:0002063,-1,-1,2,-1,0.5000,0.5455,0.6667,0.2500
386,2386,2386,2386,Lung,5,0.75,"SPARCL1,PLVAP,NPDC1,IGFBP7,C7,VWF,ACKR1",lung microvascular endothelial cell,lung microvascular endothelial cell,CL:2000016,endothelial cell,18. Endothelial cells,Endothelial Cells,Endothelial Cells,Macrophages,endothelial cell,CL:0000115,endothelial cell,CL:0000115,endothelial cell,CL:0000115,macrophage,CL:0000235,3,3,3,-1,0.5000,0.2222,0.5000,0.5000
387,2387,2387,2387,Lung,5,0.75,"PRELP,CCN5,LMOD1,GJA4,MYH11,PPP1R14A,COX4I2",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,19. Smooth muscle cells,Smooth Muscle Cells,Fibroblasts and Smooth Muscle Cells,Stem cells,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,smooth muscle cell,CL:0000192,stem cell,CL:0000034,1,1,1,8,0.8000,0.3333,0.8000,0.8000
388,2388,2388,2388,Lung,5,0.75,"LINC01902,PLPPR4,MKRN9P,AC005821.1,KCTD8,RSPO1,LRRC38",myofibroblast cell,myofibroblast cell,CL:0000186,myofibroblast cell,20. Osteoblasts,Epithelial Cells,Neuronal Cells,Lymphatic endothelial cells,epithelial cell,CL:0000066,osteoblast,CL:0000062,neuronal receptor cell,CL:0000006,endothelial cell of lymphatic vessel,CL:0002138,13,-1,-1,-1,0.3333,0.2857,0.4000,0.6000
